Ver1.3	1709325004	StartFile	3/1/2021	1:23:02 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\030121\SoundData.txt	1709325004
1709675841	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1709675841
1709676044	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1709676044
1709688140	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709688140
1709692017	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709692017
1709692219	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709692219
1709705586	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709705586
1709708526	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709708526
1709708729	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709708729
1709722898	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709722898
1709725705	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709725705
1709725908	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709725908
1709743284	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709743284
1709743488	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709743488
1709746760	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709746760
1709746962	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709746962
1709758925	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709758925
1709759128	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709759128
1709761398	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709761398
1709761603	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709761603
1709786396	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709786396
1709786601	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709786601
1709789470	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709789470
1709789674	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709789674
1709801837	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709801837
1709802041	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709802041
1709804376	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709804376
1709804578	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709804578
1709815004	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709815004
1709815209	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709815209
1709817343	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709817343
1709817545	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709817545
1709828171	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709828171
1709828374	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709828374
1709830650	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709830650
1709830851	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709830851
1709842008	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709842008
1709842223	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709842223
1709844492	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709844492
1709844695	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709844695
1709854842	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709854842
1709855048	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709855048
1709857514	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709857514
1709857717	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709857717
1709868343	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709868343
1709868546	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1709868546
1709870682	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709870682
1709870884	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709870884
1709881243	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709881243
1709881446	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1709881446
1709883584	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709883584
1709883786	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709883786
1709911589	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709911589
1709911804	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1709911804
1709914330	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709914330
1709914533	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709914533
1709925432	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709925432
1709925637	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1709925637
1709927899	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709927899
1709928101	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709928101
1709939462	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709939462
1709939664	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1709939664
1709941671	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709941671
1709941872	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709941872
1709952830	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709952830
1709953032	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1709953032
1709955238	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709955238
1709955441	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709955441
1709967275	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709967275
1709967476	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1709967476
1709969813	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1709969813
1709970016	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1709970016
1709982039	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1709982039
1709982240	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1709982240
1709993135	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1709993135
1709996276	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1709996276
1709996478	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1709996478
1710000822	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710000822
1710009718	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1710009718
1710009919	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1710009919
1710014793	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710014793
1710019737	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1710019737
1710019938	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1710019938
1710024951	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710024951
1710025156	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710025156
1710028694	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1710028694
1710028894	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1710028894
1710033038	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710033038
1710033243	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710033243
1710036582	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710036582
1710036784	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710036784
1710043133	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710043133
1710043338	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710043338
1710046206	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710046206
1710046409	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710046409
1710052690	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710052690
1710052894	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710052894
1710055832	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710055832
1710056033	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710056033
1710062315	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710062315
1710062517	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710062517
1710065257	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710065257
1710065458	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710065458
1710071940	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710071940
1710072145	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710072145
1710074881	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710074881
1710075083	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710075083
1710081364	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710081364
1710081569	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710081569
1710084306	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710084306
1710084507	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710084507
1710091190	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710091190
1710091405	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710091405
1710095002	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710095002
1710095203	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710095203
1710103834	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710103834
1710104037	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1710104037
1710106898	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710106898
1710107113	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710107113
1710113850	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710113850
1710114053	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1710114053
1710116924	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710116924
1710117138	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710117138
1710123274	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710123274
1710123476	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1710123476
1710126349	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710126349
1710126551	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710126551
1710132298	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710132298
1710132501	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1710132501
1710135373	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1710135373
1710135574	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1710135574
1710141323	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1710141323
1710141525	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1710141525
