Ver1.2	1355909302	StartFile	3/1/2020	7:19:21 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\030120\SoundData.txt	1355909302
1356165601	Triggered	5	 Modulated Tone	25	2	1356165601
1356177293	Triggered	2	 NoSound	50	2	1356177293
1356185381	Triggered	5	 Modulated Tone	25	2	1356185381
1356189926	Triggered	8	 NoSound	50	2	1356189926
1356208578	Triggered	5	 Modulated Tone	25	2	1356208578
1356212785	Triggered	8	 NoSound	50	2	1356212785
1356235778	Triggered	5	 Modulated Tone	25	2	1356235778
1356240926	Triggered	2	 NoSound	50	2	1356240926
1356248345	Triggered	5	 Modulated Tone	25	2	1356248345
1356252556	Triggered	2	 NoSound	50	2	1356252556
1356258571	Triggered	5	 Modulated Tone	25	2	1356258571
1356262984	Triggered	8	 NoSound	50	2	1356262984
1356279226	Triggered	5	 Modulated Tone	25	2	1356279226
1356282701	Triggered	8	 NoSound	50	2	1356282701
1356296738	Triggered	5	 Modulated Tone	25	2	1356296738
1356300146	Triggered	8	 NoSound	50	2	1356300146
1356314651	Triggered	5	 Modulated Tone	25	2	1356314651
1356318261	Triggered	8	 NoSound	50	2	1356318261
1356331763	Triggered	5	 Modulated Tone	25	2	1356331763
1356335104	Triggered	8	 NoSound	50	2	1356335104
1356349747	Triggered	5	 Modulated Tone	25	2	1356349747
1356353688	Triggered	8	 NoSound	50	2	1356353688
1356368325	Triggered	5	 Modulated Tone	25	2	1356368325
1356371666	Triggered	8	 NoSound	50	2	1356371666
1356385905	Triggered	5	 Modulated Tone	25	2	1356385905
1356390850	Triggered	1	 Modulated Tone	25	2	1356390850
1356394659	Triggered	4	 NoSound	50	2	1356394659
1356410970	Triggered	1	 Modulated Tone	25	2	1356410970
1356415314	Triggered	6	 NoSound	50	2	1356415314
1356427879	Triggered	1	 Modulated Tone	25	2	1356427879
1356432359	Triggered	4	 NoSound	50	2	1356432359
1356443720	Triggered	1	 Modulated Tone	25	2	1356443720
1356447665	Triggered	4	 NoSound	50	2	1356447665
1356455552	Triggered	1	 Modulated Tone	25	2	1356455552
1356459567	Triggered	6	 NoSound	50	2	1356459567
1356464376	Triggered	1	 Modulated Tone	25	2	1356464376
1356470193	Triggered	5	 Modulated Tone	25	2	1356470193
1356496791	Triggered	6	 NoSound	50	2	1356496791
1356502675	Triggered	1	 Modulated Tone	25	2	1356502675
1356506686	Triggered	4	 NoSound	50	2	1356506686
1356514305	Triggered	1	 Modulated Tone	25	2	1356514305
1356518449	Triggered	4	 NoSound	50	2	1356518449
1356528543	Triggered	1	 Modulated Tone	25	2	1356528543
1356532552	Triggered	4	 NoSound	50	2	1356532552
1356540507	Triggered	1	 Modulated Tone	25	2	1356540507
1356544117	Triggered	4	 NoSound	50	2	1356544117
1356551802	Triggered	1	 Modulated Tone	25	2	1356551802
1356555814	Triggered	4	 NoSound	50	2	1356555814
1356563299	Triggered	1	 Modulated Tone	25	2	1356563299
1356567310	Triggered	4	 NoSound	50	2	1356567310
1356574996	Triggered	1	 Modulated Tone	25	2	1356574996
1356579481	Triggered	5	 Modulated Tone	25	2	1356579481
1356583152	Triggered	2	 NoSound	50	2	1356583152
1356589502	Triggered	5	 Modulated Tone	25	2	1356589502
1356592842	Triggered	8	 NoSound	50	2	1356592842
1356606812	Triggered	5	 Modulated Tone	25	2	1356606812
1356610823	Triggered	2	 NoSound	50	2	1356610823
1356616378	Triggered	5	 Modulated Tone	25	2	1356616378
1356620849	Triggered	2	 NoSound	50	2	1356620849
1356625064	Triggered	5	 Modulated Tone	25	2	1356625064
1356630006	Triggered	8	 NoSound	50	2	1356630006
1356653202	Triggered	5	 Modulated Tone	25	2	1356653202
1356656815	Triggered	8	 NoSound	50	2	1356656815
1356670511	Triggered	5	 Modulated Tone	25	2	1356670511
1356673792	Triggered	8	 NoSound	50	2	1356673792
1356689030	Triggered	5	 Modulated Tone	25	2	1356689030
1356692436	Triggered	8	 NoSound	50	2	1356692436
1356706605	Triggered	5	 Modulated Tone	25	2	1356706605
1356709949	Triggered	8	 NoSound	50	2	1356709949
1356723784	Triggered	5	 Modulated Tone	25	2	1356723784
1356727266	Triggered	8	 NoSound	50	2	1356727266
1356744171	Triggered	5	 Modulated Tone	25	2	1356744171
1356747781	Triggered	8	 NoSound	50	2	1356747781
1356761082	Triggered	5	 Modulated Tone	25	2	1356761082
1356767499	Triggered	2	 NoSound	50	2	1356767499
1356774517	Triggered	5	 Modulated Tone	25	2	1356774517
1356779663	Triggered	1	 Modulated Tone	25	2	1356779663
1356783809	Triggered	6	 NoSound	50	2	1356783809
1356794969	Triggered	1	 Modulated Tone	25	2	1356794969
1356798846	Triggered	4	 NoSound	50	2	1356798846
1356806668	Triggered	1	 Modulated Tone	25	2	1356806668
1356813352	Triggered	5	 Modulated Tone	25	2	1356813352
1356826319	Triggered	4	 NoSound	50	2	1356826319
1356831933	Triggered	3	 NoSound	50	2	1356831933
1356837815	Triggered	1	 Modulated Tone	25	2	1356837815
1356842627	Triggered	4	 NoSound	50	2	1356842627
1356852786	Triggered	1	 Modulated Tone	25	2	1356852786
1356856864	Triggered	6	 NoSound	50	2	1356856864
1356869297	Triggered	1	 Modulated Tone	25	2	1356869297
1356872979	Triggered	6	 NoSound	50	2	1356872979
1356882932	Triggered	1	 Modulated Tone	25	2	1356882932
1356887211	Triggered	6	 NoSound	50	2	1356887211
1356896769	Triggered	1	 Modulated Tone	25	2	1356896769
1356903319	Triggered	4	 NoSound	50	2	1356903319
1356910338	Triggered	1	 Modulated Tone	25	2	1356910338
1356916020	Triggered	4	 NoSound	50	2	1356916020
1356921769	Triggered	1	 Modulated Tone	25	2	1356921769
1356928049	Triggered	4	 NoSound	50	2	1356928049
1356933130	Triggered	1	 Modulated Tone	25	2	1356933130
1356936806	Triggered	6	 NoSound	50	2	1356936806
1356946030	Triggered	1	 Modulated Tone	25	2	1356946030
1356949776	Triggered	6	 NoSound	50	2	1356949776
1356958464	Triggered	1	 Modulated Tone	25	2	1356958464
1356962941	Triggered	5	 Modulated Tone	25	2	1356962941
1356966483	Triggered	2	 NoSound	50	2	1356966483
1356971631	Triggered	5	 Modulated Tone	25	2	1356971631
1356976979	Triggered	1	 Modulated Tone	25	2	1356976979
1356982462	Triggered	2	 NoSound	50	2	1356982462
1356987207	Triggered	5	 Modulated Tone	25	2	1356987207
1356993956	Triggered	1	 Modulated Tone	25	2	1356993956
1357026507	Triggered	6	 NoSound	50	2	1357026507
1357035332	Triggered	1	 Modulated Tone	25	2	1357035332
1357040075	Triggered	8	 NoSound	50	2	1357040075
1357053847	Triggered	2	 NoSound	50	2	1357053847
1357067012	Triggered	3	 NoSound	50	2	1357067012
1357070823	Triggered	5	 Modulated Tone	25	2	1357070823
1357076106	Triggered	8	 NoSound	50	2	1357076106
1357096023	Triggered	5	 Modulated Tone	25	2	1357096023
1357099697	Triggered	8	 NoSound	50	2	1357099697
1357109060	Triggered	5	 Modulated Tone	25	2	1357109060
1357112664	Triggered	8	 NoSound	50	2	1357112664
1357120484	Triggered	5	 Modulated Tone	25	2	1357120484
1357123893	Triggered	8	 NoSound	50	2	1357123893
1357131856	Triggered	5	 Modulated Tone	25	2	1357131856
1357135524	Triggered	8	 NoSound	50	2	1357135524
1357142949	Triggered	5	 Modulated Tone	25	2	1357142949
1357146358	Triggered	8	 NoSound	50	2	1357146358
1357156645	Triggered	5	 Modulated Tone	25	2	1357156645
1357160188	Triggered	8	 NoSound	50	2	1357160188
1357169814	Triggered	5	 Modulated Tone	25	2	1357169814
1357173023	Triggered	8	 NoSound	50	2	1357173023
1357181109	Triggered	5	 Modulated Tone	25	2	1357181109
1357184723	Triggered	8	 NoSound	50	2	1357184723
1357192474	Triggered	5	 Modulated Tone	25	2	1357192474
1357196621	Triggered	1	 Modulated Tone	25	2	1357196621
