Tuesday, February 25, 2020	3:32:00 PM	Game1.txt	910267907
cued	now	910300021
7	BlinkStart	910300101
7	BlinkEnd	910569602
0	NoFeedLowProb	910569682
1	BlinkStart	910569912
1	BlinkEnd	910581600
1	NoFeedLowProb	910581680
6	BlinkStart	910581910
6	BlinkEnd	910589001
6	Feed	910589081
1	BlinkStart	910589311
1	BlinkEnd	910597487
1	NoFeedLowProb	910597567
4	BlinkStart	910597798
4	BlinkEnd	910601274
4	Feed	910601355
1	BlinkStart	910601585
1	BlinkEnd	910611211
1	NoFeedLowProb	910611292
4	BlinkStart	910611522
4	BlinkEnd	910614814
4	Feed	910614894
1	BlinkStart	910615125
1	BlinkEnd	910635451
1	NoFeedLowProb	910635531
6	BlinkStart	910635761
6	BlinkEnd	910638517
6	Feed	910638597
1	BlinkStart	910638828
1	BlinkEnd	910649948
1	NoFeedLowProb	910650028
6	BlinkStart	910650258
6	BlinkEnd	910654874
6	Feed	910654954
1	BlinkStart	910655186
1	BlinkEnd	910665716
1	NoFeedLowProb	910665796
4	BlinkStart	910666027
4	BlinkEnd	910668898
4	Feed	910668978
1	BlinkStart	910669209
1	BlinkEnd	910677988
1	NoFeedLowProb	910678069
46	BlinkStart	910678300
46	BlinkEnd	910681235
4	Feed	910681315
1	BlinkStart	910681545
1	BlinkEnd	910689540
1	NoFeedLowProb	910689620
46	BlinkStart	910689851
46	BlinkEnd	910692972
4	Feed	910693052
1	BlinkStart	910693282
1	BlinkEnd	910701028
1	NoFeedLowProb	910701108
46	BlinkStart	910701338
46	BlinkEnd	910704458
4	Feed	910704538
1	BlinkStart	910704768
1	BlinkEnd	910711492
1	NoFeedLowProb	910711572
46	BlinkStart	910711803
46	BlinkEnd	910714447
4	Feed	910714527
1	BlinkStart	910714758
1	BlinkEnd	910721784
1	NoFeedLowProb	910721864
46	BlinkStart	910722094
46	BlinkEnd	910724908
4	Feed	910724988
1	BlinkStart	910725219
1	BlinkEnd	910732194
1	NoFeedLowProb	910732274
46	BlinkStart	910732504
46	BlinkEnd	910735258
4	Feed	910735338
1	BlinkStart	910735568
1	BlinkEnd	910743089
1	NoFeedLowProb	910743169
5	BlinkStart	910743399
5	BlinkEnd	910750305
5	NoFeedLowProb	910750385
8	BlinkStart	910750617
8	BlinkEnd	910753256
8	Feed	910753336
5	BlinkStart	910753566
5	BlinkEnd	910761430
5	NoFeedLowProb	910761510
8	BlinkStart	910761742
8	BlinkEnd	910764500
8	Feed	910764580
5	BlinkStart	910764810
5	BlinkEnd	910773284
5	NoFeedLowProb	910773364
2	BlinkStart	910773594
2	BlinkEnd	910775930
2	Feed	910776010
5	BlinkStart	910776240
5	BlinkEnd	910782191
5	NoFeedLowProb	910782271
2	BlinkStart	910782501
2	BlinkEnd	910785199
2	Feed	910785279
5	BlinkStart	910785509
5	BlinkEnd	910795426
5	NoFeedLowProb	910795506
2	BlinkStart	910795738
2	BlinkEnd	910803244
2	Feed	910803324
5	BlinkStart	910803554
5	BlinkEnd	910807819
5	NoFeedLowProb	910807899
8	BlinkStart	910808130
8	BlinkEnd	910810593
8	Feed	910810673
5	BlinkStart	910810903
5	BlinkEnd	910818354
5	NoFeedLowProb	910818434
82	BlinkStart	910818666
82	BlinkEnd	910822557
8	Feed	910822637
5	BlinkStart	910822867
5	BlinkEnd	910830389
5	NoFeedLowProb	910830469
82	BlinkStart	910830700
82	BlinkEnd	910833342
8	Feed	910833422
5	BlinkStart	910833652
5	BlinkEnd	910841028
5	NoFeedLowProb	910841108
82	BlinkStart	910841339
82	BlinkEnd	910843798
8	Feed	910843878
5	BlinkStart	910844109
5	BlinkEnd	910851504
5	NoFeedLowProb	910851584
82	BlinkStart	910851814
82	BlinkEnd	910854520
8	Feed	910854600
5	BlinkStart	910854830
5	BlinkEnd	910862571
5	NoFeedLowProb	910862651
82	BlinkStart	910862881
82	BlinkEnd	910865158
8	Feed	910865238
5	BlinkStart	910865468
5	BlinkEnd	910882069
5	NoFeedLowProb	910882149
82	BlinkStart	910882379
82	BlinkEnd	910885621
8	Feed	910885701
5	BlinkStart	910885933
5	BlinkEnd	910894100
5	NoFeedLowProb	910894180
1	BlinkStart	910894411
1	BlinkEnd	910897350
1	NoFeedLowProb	910897430
4	BlinkStart	910897661
4	BlinkEnd	910900182
4	Feed	910900262
1	BlinkStart	910900492
1	BlinkEnd	910904447
1	NoFeedLowProb	910904527
4	BlinkStart	910904757
4	BlinkEnd	910907400
4	Feed	910907481
1	BlinkStart	910907711
1	BlinkEnd	910912449
