910050616	Tuesday, February 25, 2020	3:28:23 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\022520\TrackData-Events.txt	910050619	640 X 480
910065477	StartFile	0	910065477
910106329	Start Sleep1	0	910106329
910547224	Stop Sleep1	0	910547224
910559558	WRONG	2	910559561
910560401	WRONG	3	910560405
910561604	WRONG	2	910561607
910573999	WRONG	5	910574003
910579292	WRONG	9	910579296
910633863	WRONG	9	910633867
910645054	WRONG	8	910645057
910652636	WRONG	9	910652639
910661721	WRONG	5	910661724
910664308	WRONG	9	910664312
910684161	Start Task	0	910684161
910688132	WRONG	9	910688136
910691502	WRONG	9	910691505
910703175	WRONG	9	910703179
910720381	WRONG	9	910720385
910723630	WRONG	9	910723633
910741501	WRONG	9	910741504
910748057	WRONG	9	910748061
910759610	WRONG	9	910759613
910780850	WRONG	9	910780857
910791257	WRONG	8	910791260
910799921	WRONG	1	910799927
910806358	WRONG	9	910806362
910820498	WRONG	9	910820503
910839389	WRONG	9	910839392
910860930	WRONG	9	910860934
910871037	WRONG	9	910871041
910878558	WRONG	1	910878562
910880602	WRONG	9	910880605
910892757	WRONG	9	910892760
910895945	WRONG	9	910895948
910903346	WRONG	9	910903349
910911168	WRONG	9	910911171
910914657	WRONG	9	910914659
910918928	WRONG	5	910918932
910943958	WRONG	9	910943961
910960202	WRONG	7	910960205
910992092	WRONG	9	910992096
911044073	WRONG	8	911044077
911049909	WRONG	9	911049913
911061582	WRONG	9	911061586
911074698	WRONG	9	911074701
911085226	WRONG	9	911085230
911088655	WRONG	9	911088658
911091544	WRONG	1	911091547
911093831	WRONG	9	911093834
911101592	WRONG	9	911101596
911104661	WRONG	8	911104664
911107668	WRONG	6	911107672
911112061	WRONG	9	911112065
911133781	WRONG	9	911133785
911141061	WRONG	9	911141065
911151409	WRONG	9	911151413
911181131	WRONG	9	911181135
911190939	WRONG	9	911190942
911194067	WRONG	9	911194070
911205438	WRONG	9	911205442
911252849	WRONG	9	911252852
911287564	WRONG	9	911287568
911317167	WRONG	9	911317170
911357237	WRONG	9	911357241
911368487	WRONG	5	911368490
911374503	WRONG	9	911374507
911386417	WRONG	9	911386420
911399713	WRONG	9	911399717
911410125	WRONG	9	911410133
911417703	WRONG	9	911417707
911421976	WRONG	9	911421979
911430459	WRONG	9	911430462
911435392	WRONG	9	911435395
911443154	WRONG	1	911443157
911451696	WRONG	9	911451699
911458435	WRONG	9	911458438
911461564	WRONG	9	911461567
911473476	WRONG	9	911473481
911519323	WRONG	9	911519326
911532439	WRONG	9	911532442
911534967	WRONG	6	911534971
911548442	WRONG	9	911548446
911559034	WRONG	6	911559039
911563604	WRONG	9	911563608
911565051	WRONG	1	911565058
911567576	WRONG	9	911567579
911569080	WRONG	5	911569084
911585384	WRONG	9	911585387
911595613	WRONG	9	911595616
911607646	WRONG	8	911607650
911626839	WRONG	5	911626842
911630088	WRONG	9	911630092
911649942	WRONG	9	911649946
911654515	WRONG	6	911654519
911669437	WRONG	9	911669441
911672084	WRONG	1	911672088
911697715	WRONG	9	911697722
911709930	WRONG	9	911709934
911719194	WRONG	9	911719198
911731528	WRONG	9	911731532
911742358	WRONG	9	911742362
911752706	WRONG	9	911752710
