Ver1.3	860051185	StartFile	8/4/2020	10:58:29 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\080420A\SoundData.txt	860051185
860889541	Triggered	8,52,53,54,55,56,	 NoSound	40	2	860889541
860901372	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860901372
860901575	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	860901575
860905115	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860905115
860905317	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860905317
860913672	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860913672
860913874	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	860913874
860916010	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860916010
860916211	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860916211
860924098	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860924098
860924301	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	860924301
860928242	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860928242
860928443	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860928443
860936397	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860936397
860936599	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	860936599
860939605	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860939605
860939806	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860939806
860947359	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860947359
860947562	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	860947562
860950834	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860950834
860951035	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860951036
860958053	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860958053
860958256	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	860958256
860961136	Triggered	8,52,53,54,55,56,	 NoSound	40	2	860961136
860966876	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860966876
860967078	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	860967078
860970093	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860970093
860970293	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860970293
860978706	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860978706
860978908	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	860978908
860982317	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860982317
860982518	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860982518
860990605	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	860990605
860990806	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	860990806
860993346	Triggered	2,37,38,39,40,41,	 NoSound	40	2	860993346
860993546	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	860993546
861001567	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861001567
861001769	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	861001769
861004307	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861004307
861004507	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	861004507
861012194	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861012194
861012395	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	861012395
861026967	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861026967
861031978	Triggered	4,42,43,44,45,46,	 NoSound	40	2	861031978
861063333	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861063333
861068882	Triggered	4,42,43,44,45,46,	 NoSound	40	2	861068882
861074422	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861074422
861085919	Triggered	4,42,43,44,45,46,	 NoSound	40	2	861085919
861104567	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861104567
861104772	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861104772
861110250	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861110250
861110451	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861110451
861122890	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861122890
861123093	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861123093
861125423	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861125423
861125624	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861125624
861136317	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861136317
861136520	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861136520
861138591	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861138591
861138793	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861138793
861148281	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861148281
861148484	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861148484
861150487	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861150487
861150689	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861150689
861163990	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861163990
861164193	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861164193
861167138	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861167138
861167340	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861167340
861177291	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861177291
861177493	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861177493
861179564	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861179564
861179766	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861179766
861189590	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861189590
861189792	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861189792
861191928	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861191928
861192131	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861192131
861208105	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861208105
861208322	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861208322
861210644	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861210644
861210846	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861210846
861221072	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861221072
861221275	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861221275
861223545	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861223545
861223748	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861223748
861233571	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861233571
861233773	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861233773
861235777	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861235777
861235980	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861235980
861250415	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861250415
861250633	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861250633
861253958	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861253958
861254160	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861254160
861264920	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861264920
861265122	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861265122
861267393	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861267393
861267595	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861267595
861276817	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861276817
861277020	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861277020
861279157	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861279157
861279359	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861279359
861289650	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861289650
861289853	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	861289853
861293194	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861293194
861293408	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861293408
861303092	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861303092
861303295	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	861303295
861306562	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861306562
861306763	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861306763
861318191	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861318191
861318394	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	861318394
861321601	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861321601
861321803	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861321803
861331024	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861331024
861331226	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	861331226
861333832	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861333832
861334034	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861334034
861344393	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861344393
861344595	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	861344595
861347066	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861347066
861347268	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861347268
861357360	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861357360
861357562	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	861357562
861360032	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861360032
861360235	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861360235
861369927	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861369927
861370128	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	861370128
861373468	Triggered	6,47,48,49,50,51,	 NoSound	40	2	861373468
861373669	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	861373669
861383761	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	861383761
861383962	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	861383962
861394188	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861394188
861398077	Triggered	8,52,53,54,55,56,	 NoSound	40	2	861398077
861398279	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	861398279
861408560	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861408560
861412035	Triggered	8,52,53,54,55,56,	 NoSound	40	2	861412035
861412236	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	861412236
861420123	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861420123
861423932	Triggered	8,52,53,54,55,56,	 NoSound	40	2	861423932
861424133	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	861424133
861431420	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861431420
861431623	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861431623
861434627	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861434627
861434829	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861434829
861449198	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861449198
861449402	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861449402
861451939	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861451939
861452154	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861452154
861467190	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861467190
861467396	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861467396
861469720	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861469720
861469924	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861469924
861495654	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861495654
861495859	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861495859
861498996	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861498996
861499197	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861499197
861515574	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861515574
861515777	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861515777
861518313	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861518313
861518514	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861518514
861532417	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861532417
861532619	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861532619
861534890	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861534890
861535092	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861535092
861548190	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861548190
861548393	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861548393
861550528	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861550528
861550731	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861550731
861564900	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861564900
861565102	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861565102
861567314	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861567314
861567516	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861567516
861582412	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861582412
861582616	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861582616
861584887	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861584887
861585090	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861585090
861598922	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861598922
861599127	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861599127
861601404	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861601404
861601606	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861601606
861615767	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861615767
861615972	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861615972
861618374	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861618374
861618576	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861618576
861633613	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861633613
861633816	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861633816
861636018	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861636018
861636221	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861636221
861652261	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861652261
861652465	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861652465
861655203	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861655203
861655407	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861655407
861673585	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	861673585
861673789	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	861673789
861676524	Triggered	2,37,38,39,40,41,	 NoSound	40	2	861676524
861676726	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	861676726
