Ver1.3	1922959302	StartFile	8/16/2020	6:13:38 PM	E:\BehavioralExperiments\Gerald\RawData\081620\SoundData.txt	1922959302
1923239524	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1923239524
1923239726	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1923239726
1923266720	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1923266720
1923283747	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1923283747
1923283948	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1923283948
1923305646	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1923305646
1923309317	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1923309317
1923309518	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1923309518
1923343146	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1923343146
1923346318	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1923346318
1923346519	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1923346519
1923364428	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1923364428
1923367436	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1923367436
1923367650	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1923367650
1923385426	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1923385426
1923385629	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1923385629
1923389096	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1923389096
1923389297	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1923389297
1923404740	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1923404740
1923404943	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1923404943
1923408289	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1923408289
1923408491	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1923408491
1923423392	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1923423392
1923423594	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1923423594
1923427061	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1923427061
1923427263	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1923427264
