Ver1.3	1113914950	StartFile	1/6/2021	11:01:50 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\010621\SoundData.txt	1113914950
1114267621	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1114267621
1114267823	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1114267823
1114284197	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114284197
1114288542	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114288542
1114288744	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114288744
1114302378	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114302378
1114307992	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114307992
1114308196	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114308196
1114321295	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114321295
1114324971	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114324971
1114325172	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114325172
1114338940	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114338940
1114339146	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1114339146
1114342883	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114342883
1114343086	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114343086
1114355808	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114355808
1114356012	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1114356012
1114360262	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1114360262
1114373430	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114373430
1114373635	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1114373635
1114380059	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114380059
1114380262	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114380262
1114394559	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114394559
1114394763	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1114394763
1114398428	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114398428
1114398632	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114398632
1114428373	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114428373
1114428575	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1114428575
1114433253	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114433253
1114433456	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114433456
1114445820	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114445820
1114446022	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1114446022
1114449896	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1114449896
1114450099	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1114450099
1114463070	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1114463070
1114463271	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1114463271
1114478504	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1114478504
1114478709	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1114478709
