Ver1.2	431976188	StartFile	1/30/2020	11:23:10 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\013020\SoundData.txt	431976188
432165075	Triggered	5	 Modulated Tone	25	2	432165075
432169018	Triggered	2	 NoSound	50	2	432169018
432186063	Triggered	4	 NoSound	50	2	432186063
432190882	Triggered	5	 Modulated Tone	25	2	432190882
432194150	Triggered	8	 NoSound	50	2	432194150
432203516	Triggered	5	 Modulated Tone	25	2	432203516
432206661	Triggered	2	 NoSound	50	2	432206661
432224834	Triggered	5	 Modulated Tone	25	2	432224834
432227773	Triggered	8	 NoSound	50	2	432227773
432233254	Triggered	5	 Modulated Tone	25	2	432233254
432236797	Triggered	2	 NoSound	50	2	432236797
432253106	Triggered	5	 Modulated Tone	25	2	432253106
432256067	Triggered	8	 NoSound	50	2	432256067
432264407	Triggered	5	 Modulated Tone	25	2	432264407
432267610	Triggered	2	 NoSound	50	2	432267610
432285456	Triggered	5	 Modulated Tone	25	2	432285456
432296686	Triggered	8	 NoSound	50	2	432296686
432302634	Triggered	5	 Modulated Tone	25	2	432302634
432305775	Triggered	2	 NoSound	50	2	432305775
432322425	Triggered	5	 Modulated Tone	25	2	432322425
432326029	Triggered	8	 NoSound	50	2	432326029
432331785	Triggered	5	 Modulated Tone	25	2	432331785
432335386	Triggered	8	 NoSound	50	2	432335386
432341077	Triggered	5	 Modulated Tone	25	2	432341077
432344276	Triggered	2	 NoSound	50	2	432344276
432360585	Triggered	5	 Modulated Tone	25	2	432360585
432365799	Triggered	1	 Modulated Tone	25	2	432365799
432369007	Triggered	6	 NoSound	50	2	432369007
432394211	Triggered	1	 Modulated Tone	25	2	432394211
432397346	Triggered	4	 NoSound	50	2	432397346
432406504	Triggered	1	 Modulated Tone	25	2	432406504
432409580	Triggered	6	 NoSound	50	2	432409580
432428965	Triggered	1	 Modulated Tone	25	2	432428965
432432506	Triggered	4	 NoSound	50	2	432432506
432439458	Triggered	1	 Modulated Tone	25	2	432439458
432442733	Triggered	6	 NoSound	50	2	432442733
432461522	Triggered	1	 Modulated Tone	25	2	432461522
432474884	Triggered	4	 NoSound	50	2	432474884
432481031	Triggered	5	 Modulated Tone	25	2	432481031
432484844	Triggered	1	 Modulated Tone	25	2	432484844
432487984	Triggered	4	 NoSound	50	2	432487984
432495003	Triggered	1	 Modulated Tone	25	2	432495003
432498344	Triggered	4	 NoSound	50	2	432498344
432505566	Triggered	1	 Modulated Tone	25	2	432505566
432508772	Triggered	6	 NoSound	50	2	432508772
432526687	Triggered	1	 Modulated Tone	25	2	432526687
432530093	Triggered	4	 NoSound	50	2	432530093
432538181	Triggered	1	 Modulated Tone	25	2	432538181
432541323	Triggered	6	 NoSound	50	2	432541323
432558902	Triggered	1	 Modulated Tone	25	2	432558902
432562712	Triggered	4	 NoSound	50	2	432562712
432569600	Triggered	1	 Modulated Tone	25	2	432569600
432574207	Triggered	5	 Modulated Tone	25	2	432574207
432577282	Triggered	8	 NoSound	50	2	432577282
432605489	Triggered	1	 Modulated Tone	25	2	432605489
432611638	Triggered	5	 Modulated Tone	25	2	432611638
432614984	Triggered	2	 NoSound	50	2	432614984
432625348	Triggered	5	 Modulated Tone	25	2	432625348
432628081	Triggered	8	 NoSound	50	2	432628081
432646063	Triggered	7	 NoSound	50	2	432646063
432651475	Triggered	8	 NoSound	50	2	432651475
432655694	Triggered	5	 Modulated Tone	25	2	432655694
432658896	Triggered	2	 NoSound	50	2	432658896
432668120	Triggered	5	 Modulated Tone	25	2	432668120
432671662	Triggered	8	 NoSound	50	2	432671662
