Ver1.3	1137199378	StartFile	8/7/2020	3:57:38 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\080720B\SoundData.txt	1137199378
1137477283	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1137477283
1137477485	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1137477485
1137493246	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1137493246
1137493448	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1137493448
1137501535	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137501535
1137505947	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1137505947
1137506148	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1137506148
1137513766	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137513766
1137517243	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1137517243
1137517444	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1137517444
1137524194	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137524194
1137524397	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1137524397
1137527135	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1137527135
1137527337	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1137527337
1137535958	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137535958
1137536161	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1137536161
1137539383	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1137539383
1137539584	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1137539584
1137545783	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137545783
1137545985	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1137545985
1137549060	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1137549060
1137549260	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1137549260
1137556545	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137556545
1137556760	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1137556760
1137559954	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1137559954
1137560154	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1137560154
1137567306	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137567306
1137567509	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1137567509
1137570916	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1137570916
1137571131	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1137571131
1137578000	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1137578000
1137578216	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1137578216
1137581151	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1137581151
1137581354	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1137581354
