Friday, September 18, 2020	12:47:23 PM	Game1.txt	2569274352
Cued	Now	2569289442
9	BlinkStart	2569289465
9	BlinkEnd	2569314505
4	BlinkStart	2569314596
4	BlinkEnd	2569325179
4	0DropFeed	2569325259
2,37	BlinkStart	2569325378
2,37	BlinkEnd	2569329571
2	Feed	2569329651
37	Feed	2569329731
8,53	BlinkStart	2569329831
8,53	BlinkEnd	2569335827
8	Feed	2569335907
53	Feed	2569335987
2,37	BlinkStart	2569336091
2,37	BlinkEnd	2569348282
2	Feed	2569348362
37	Feed	2569348442
8	BlinkStart	2569348529
8	BlinkEnd	2569360737
8	0DropFeed	2569360817
6,48	BlinkStart	2569360919
6,48	BlinkEnd	2569364587
6	Feed	2569364667
48	Feed	2569364747
2,37	BlinkStart	2569364848
2,37	BlinkEnd	2569383960
2	Feed	2569384041
37	Feed	2569384121
6,47	BlinkStart	2569384229
6,47	BlinkEnd	2569394609
6	Feed	2569394690
47	Feed	2569394770
2	BlinkStart	2569394879
2	BlinkEnd	2569406522
2	0DropFeed	2569406602
4,43	BlinkStart	2569406715
4,43	BlinkEnd	2569411275
4	Feed	2569411355
43	Feed	2569411435
8,52	BlinkStart	2569411541
8,52	BlinkEnd	2569420540
8	Feed	2569420621
52	Feed	2569420701
4,42	BlinkStart	2569420787
4,42	BlinkEnd	2569429386
4	Feed	2569429466
42	Feed	2569429546
2	BlinkStart	2569429646
2	BlinkEnd	2569435886
2	0DropFeed	2569435966
4	BlinkStart	2569436066
4	BlinkEnd	2569442141
4	0DropFeed	2569442221
2,38	BlinkStart	2569442337
2,38	BlinkEnd	2569445208
2	Feed	2569445288
38	Feed	2569445368
4,42	BlinkStart	2569445476
4,42	BlinkEnd	2569453578
4	Feed	2569453658
42	Feed	2569453738
8,52	BlinkStart	2569453842
8,52	BlinkEnd	2569461514
8	Feed	2569461594
52	Feed	2569461674
4	BlinkStart	2569461776
4	BlinkEnd	2569469577
4	0DropFeed	2569469657
6,48	BlinkStart	2569469763
6,48	BlinkEnd	2569478480
6	Feed	2569478561
48	Feed	2569478641
4,42	BlinkStart	2569478756
4,42	BlinkEnd	2569483835
4	Feed	2569483915
42	Feed	2569483995
8,53	BlinkStart	2569484091
8,53	BlinkEnd	2569512956
8	Feed	2569513036
53	Feed	2569513116
4	BlinkStart	2569513213
4	BlinkEnd	2569523424
4	0DropFeed	2569523504
6,48	BlinkStart	2569523608
6,48	BlinkEnd	2569531006
6	Feed	2569531086
48	Feed	2569531166
8	BlinkStart	2569531255
8	BlinkEnd	2569557359
8	0DropFeed	2569557439
2,37	BlinkStart	2569557558
2,37	BlinkEnd	2569561690
2	Feed	2569561771
37	Feed	2569561851
8	BlinkStart	2569561967
8	BlinkEnd	2569569391
