Ver1.2	1996411094	StartFile	4/5/2020	9:07:46 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\040520\SoundData.txt	1996411094
1996670700	Triggered	1	 PureTone-5kHz	50	2	1996670700
1996677324	Triggered	6	 NoSound	50	2	1996677324
1996684011	Triggered	1	 PureTone-5kHz	50	2	1996684011
1996689021	Triggered	8	 NoSound	50	2	1996689021
1996694504	Triggered	7	 NoSound	50	2	1996694504
1996696175	Triggered	6	 NoSound	50	2	1996696175
1996704727	Triggered	2	 NoSound	50	2	1996704727
1996711077	Triggered	1	 PureTone-5kHz	50	2	1996711077
1996714358	Triggered	6	 NoSound	50	2	1996714358
1996719901	Triggered	1	 PureTone-5kHz	50	2	1996719901
1996725252	Triggered	4	 NoSound	50	2	1996725252
1996744565	Triggered	1	 PureTone-5kHz	50	2	1996744565
1996749312	Triggered	5	 PureTone-5kHz	50	2	1996749312
1996752398	Triggered	2	 NoSound	50	2	1996752398
1996762614	Triggered	5	 PureTone-5kHz	50	2	1996762614
1996765027	Triggered	2	 NoSound	50	2	1996765027
1996776850	Triggered	5	 PureTone-5kHz	50	2	1996776850
1996779455	Triggered	2	 NoSound	50	2	1996779455
1996789689	Triggered	5	 PureTone-5kHz	50	2	1996789689
1996792161	Triggered	2	 NoSound	50	2	1996792161
1996804989	Triggered	5	 PureTone-5kHz	50	2	1996804989
1996808064	Triggered	1	 PureTone-5kHz	50	2	1996808064
1996811206	Triggered	4	 NoSound	50	2	1996811206
1996817828	Triggered	1	 PureTone-5kHz	50	2	1996817828
1996821307	Triggered	4	 NoSound	50	2	1996821307
1996828184	Triggered	1	 PureTone-5kHz	50	2	1996828184
1996832864	Triggered	8	 NoSound	50	2	1996832864
1996838542	Triggered	4	 NoSound	50	2	1996838542
1996844892	Triggered	1	 PureTone-5kHz	50	2	1996844892
1996847500	Triggered	6	 NoSound	50	2	1996847500
1996858196	Triggered	1	 PureTone-5kHz	50	2	1996858196
1996861403	Triggered	5	 PureTone-5kHz	50	2	1996861403
1996864012	Triggered	2	 NoSound	50	2	1996864012
1996875644	Triggered	5	 PureTone-5kHz	50	2	1996875644
1996877985	Triggered	2	 NoSound	50	2	1996877985
1996892893	Triggered	5	 PureTone-5kHz	50	2	1996892893
1996895499	Triggered	2	 NoSound	50	2	1996895499
1996909196	Triggered	5	 PureTone-5kHz	50	2	1996909196
1996911735	Triggered	2	 NoSound	50	2	1996911735
1996923639	Triggered	5	 PureTone-5kHz	50	2	1996923639
1996926639	Triggered	1	 PureTone-5kHz	50	2	1996926639
1996929118	Triggered	6	 NoSound	50	2	1996929118
1996936132	Triggered	1	 PureTone-5kHz	50	2	1996936132
1996939273	Triggered	6	 NoSound	50	2	1996939273
1996945690	Triggered	1	 PureTone-5kHz	50	2	1996945690
1996948431	Triggered	8	 NoSound	50	2	1996948431
1996953179	Triggered	6	 NoSound	50	2	1996953179
1996960870	Triggered	5	 PureTone-5kHz	50	2	1996960870
1996964002	Triggered	1	 PureTone-5kHz	50	2	1996964002
1996967080	Triggered	4	 NoSound	50	2	1996967080
1996976304	Triggered	1	 PureTone-5kHz	50	2	1996976304
1996980112	Triggered	5	 PureTone-5kHz	50	2	1996980112
1996982384	Triggered	2	 NoSound	50	2	1996982384
1996993686	Triggered	5	 PureTone-5kHz	50	2	1996993686
1996995956	Triggered	2	 NoSound	50	2	1996995956
1997007521	Triggered	5	 PureTone-5kHz	50	2	1997007521
1997009929	Triggered	2	 NoSound	50	2	1997009929
1997020957	Triggered	5	 PureTone-5kHz	50	2	1997020957
1997023226	Triggered	2	 NoSound	50	2	1997023226
1997034522	Triggered	5	 PureTone-5kHz	50	2	1997034522
1997037468	Triggered	1	 PureTone-5kHz	50	2	1997037468
1997040070	Triggered	4	 NoSound	50	2	1997040070
1997052902	Triggered	1	 PureTone-5kHz	50	2	1997052902
1997055775	Triggered	4	 NoSound	50	2	1997055775
1997065669	Triggered	1	 PureTone-5kHz	50	2	1997065669
1997068482	Triggered	4	 NoSound	50	2	1997068482
1997077701	Triggered	1	 PureTone-5kHz	50	2	1997077701
1997080375	Triggered	4	 NoSound	50	2	1997080375
1997088798	Triggered	1	 PureTone-5kHz	50	2	1997088798
1997092277	Triggered	5	 PureTone-5kHz	50	2	1997092277
1997095546	Triggered	8	 NoSound	50	2	1997095546
1997101563	Triggered	5	 PureTone-5kHz	50	2	1997101563
1997104570	Triggered	8	 NoSound	50	2	1997104570
1997110455	Triggered	5	 PureTone-5kHz	50	2	1997110455
1997115665	Triggered	1	 PureTone-5kHz	50	2	1997115665
1997119614	Triggered	8	 NoSound	50	2	1997119614
1997123287	Triggered	6	 NoSound	50	2	1997123287
1997127562	Triggered	5	 PureTone-5kHz	50	2	1997127562
1997130177	Triggered	2	 NoSound	50	2	1997130177
1997137256	Triggered	5	 PureTone-5kHz	50	2	1997137256
1997140202	Triggered	1	 PureTone-5kHz	50	2	1997140202
1997142802	Triggered	6	 NoSound	50	2	1997142802
1997148416	Triggered	1	 PureTone-5kHz	50	2	1997148416
1997151433	Triggered	6	 NoSound	50	2	1997151433
1997157310	Triggered	1	 PureTone-5kHz	50	2	1997157310
1997160116	Triggered	6	 NoSound	50	2	1997160116
1997165061	Triggered	1	 PureTone-5kHz	50	2	1997165061
1997167533	Triggered	4	 NoSound	50	2	1997167533
1997178697	Triggered	1	 PureTone-5kHz	50	2	1997178697
1997183111	Triggered	5	 PureTone-5kHz	50	2	1997183111
1997185791	Triggered	8	 NoSound	50	2	1997185791
1997194872	Triggered	5	 PureTone-5kHz	50	2	1997194872
1997197347	Triggered	8	 NoSound	50	2	1997197347
1997205500	Triggered	5	 PureTone-5kHz	50	2	1997205500
1997207972	Triggered	8	 NoSound	50	2	1997207972
1997216128	Triggered	5	 PureTone-5kHz	50	2	1997216128
1997218603	Triggered	8	 NoSound	50	2	1997218603
1997226355	Triggered	5	 PureTone-5kHz	50	2	1997226355
1997230699	Triggered	1	 PureTone-5kHz	50	2	1997230699
1997233171	Triggered	6	 NoSound	50	2	1997233171
1997238117	Triggered	1	 PureTone-5kHz	50	2	1997238117
1997241995	Triggered	6	 NoSound	50	2	1997241995
1997246005	Triggered	1	 PureTone-5kHz	50	2	1997246005
1997251286	Triggered	4	 NoSound	50	2	1997251286
1997256232	Triggered	5	 PureTone-5kHz	50	2	1997256232
1997259509	Triggered	6	 NoSound	50	2	1997259509
1997263851	Triggered	1	 PureTone-5kHz	50	2	1997263851
1997266459	Triggered	4	 NoSound	50	2	1997266459
1997272949	Triggered	2	 NoSound	50	2	1997272949
1997279560	Triggered	1	 PureTone-5kHz	50	2	1997279560
1997284046	Triggered	5	 PureTone-5kHz	50	2	1997284046
1997286576	Triggered	2	 NoSound	50	2	1997286576
1997295067	Triggered	5	 PureTone-5kHz	50	2	1997295067
1997297678	Triggered	2	 NoSound	50	2	1997297678
1997308837	Triggered	5	 PureTone-5kHz	50	2	1997308837
1997311444	Triggered	2	 NoSound	50	2	1997311444
1997321345	Triggered	5	 PureTone-5kHz	50	2	1997321345
1997323609	Triggered	2	 NoSound	50	2	1997323609
1997333032	Triggered	5	 PureTone-5kHz	50	2	1997333032
1997335972	Triggered	1	 PureTone-5kHz	50	2	1997335972
1997338646	Triggered	6	 NoSound	50	2	1997338646
1997350010	Triggered	1	 PureTone-5kHz	50	2	1997350010
1997352752	Triggered	6	 NoSound	50	2	1997352752
1997363919	Triggered	1	 PureTone-5kHz	50	2	1997363919
1997366458	Triggered	6	 NoSound	50	2	1997366458
