Wednesday, July 15, 2020	3:17:23 PM	Game1.txt	1439899774
Cued	Now	1439911548
9	BlinkStart	1439911579
9	BlinkEnd	1440206827
24,5	BlinkStart	1440206914
24,5	BlinkEnd	1440239642
5	0DropFeed	1440239722
24	NoFeedAbort	1440239803
1	BlinkStart	1440249835
1	BlinkEnd	1440250098
1	NoFeedLowProb	1440250178
6,47	BlinkStart	1440250214
6,47	BlinkEnd	1440255887
6	Feed	1440255967
47	Feed	1440256048
1	BlinkStart	1440256159
1	BlinkEnd	1440263708
1	NoFeedLowProb	1440263788
6,47	BlinkStart	1440263808
6,47	BlinkEnd	1440266667
6	Feed	1440266747
47	Feed	1440266827
1	BlinkStart	1440266939
1	BlinkEnd	1440273395
1	NoFeedLowProb	1440273475
6,47	BlinkStart	1440273508
6,47	BlinkEnd	1440276163
6	Feed	1440276243
47	Feed	1440276324
21,1	BlinkStart	1440276411
21,1	BlinkEnd	1440284047
1	0DropFeed	1440284127
21	Feed	1440284207
6,47,4,43	BlinkStart	1440284317
6,47,4,43	BlinkEnd	1440287233
6	Feed	1440287313
47	Feed	1440287393
20,1	BlinkStart	1440287500
20,1	BlinkEnd	1440293491
1	0DropFeed	1440293571
20	Feed	1440293652
6,47,4,43	BlinkStart	1440293765
6,47,4,43	BlinkEnd	1440296198
6	Feed	1440296278
47	Feed	1440296358
19,1	BlinkStart	1440296468
19,1	BlinkEnd	1440302635
1	0DropFeed	1440302715
19	Feed	1440302796
6,47,4,43	BlinkStart	1440302884
6,47,4,43	BlinkEnd	1440306065
4	Feed	1440306145
43	Feed	1440306225
18,1	BlinkStart	1440306332
18,1	BlinkEnd	1440313962
1	0DropFeed	1440314042
18	Feed	1440314122
6,47,4,43	BlinkStart	1440314232
6,47,4,43	BlinkEnd	1440317015
4	Feed	1440317095
43	Feed	1440317175
17,1	BlinkStart	1440317261
17,1	BlinkEnd	1440324536
1	0DropFeed	1440324616
17	Feed	1440324696
6,47,4,43	BlinkStart	1440324783
6,47,4,43	BlinkEnd	1440327003
4	Feed	1440327083
43	Feed	1440327163
16,1	BlinkStart	1440327249
16,1	BlinkEnd	1440334283
1	0DropFeed	1440334363
16	Feed	1440334443
6,47,4,43	BlinkStart	1440334549
6,47,4,43	BlinkEnd	1440336991
4	Feed	1440337072
43	Feed	1440337153
14,1	BlinkStart	1440337251
14,1	BlinkEnd	1440344631
1	0DropFeed	1440344711
14	NoFeedAbort	1440344791
5	BlinkStart	1440354805
5	BlinkEnd	1440359251
5	NoFeedLowProb	1440359331
8	BlinkStart	1440359356
8	BlinkEnd	1440362742
8	0DropFeed	1440362823
5	BlinkStart	1440362925
5	BlinkEnd	1440374298
5	NoFeedLowProb	1440374378
8	BlinkStart	1440374386
8	BlinkEnd	1440377125
8	0DropFeed	1440377205
5	BlinkStart	1440377291
5	BlinkEnd	1440383619
5	NoFeedLowProb	1440383699
8	BlinkStart	1440383720
8	BlinkEnd	1440404022
8	0DropFeed	1440404102
25,5	BlinkStart	1440404208
25,5	BlinkEnd	1440410033
5	0DropFeed	1440410113
25	Feed	1440410193
2,40,8	BlinkStart	1440410297
2,40,8	BlinkEnd	1440413281
2	Feed	1440413361
40	Feed	1440413442
24,5	BlinkStart	1440413580
24,5	BlinkEnd	1440424713
5	0DropFeed	1440424793
24	NoFeedAbort	1440424874
1	BlinkStart	1440434945
1	BlinkEnd	1440439272
1	NoFeedLowProb	1440439352
4,45	BlinkStart	1440439462
4,45	BlinkEnd	1440442281
4	Feed	1440442362
45	Feed	1440442442
1	BlinkStart	1440442604
1	BlinkEnd	1440453351
1	NoFeedLowProb	1440453431
4,45	BlinkStart	1440453506
4,45	BlinkEnd	1440455824
4	Feed	1440455904
45	Feed	1440455985
1	BlinkStart	1440456150
1	BlinkEnd	1440465880
1	NoFeedLowProb	1440465960
4,45	BlinkStart	1440466063
4,45	BlinkEnd	1440468333
4	Feed	1440468413
45	Feed	1440468494
21,1	BlinkStart	1440468680
21,1	BlinkEnd	1440478140
1	0DropFeed	1440478220
21	Feed	1440478300
4,45,6	BlinkStart	1440478460
4,45,6	BlinkEnd	1440480547
4	Feed	1440480627
45	Feed	1440480707
20,1	BlinkStart	1440480873
20,1	BlinkEnd	1440490895
1	0DropFeed	1440490975
20	Feed	1440491055
4,45,6	BlinkStart	1440491217
4,45,6	BlinkEnd	1440493663
4	Feed	1440493743
45	Feed	1440493823
19,1	BlinkStart	1440493979
19,1	BlinkEnd	1440503409
1	0DropFeed	1440503489
19	Feed	1440503569
4,45,6	BlinkStart	1440503736
4,45,6	BlinkEnd	1440505697
4	Feed	1440505778
45	Feed	1440505858
18,1	BlinkStart	1440506013
18,1	BlinkEnd	1440516345
1	0DropFeed	1440516425
18	Feed	1440516505
4,45,6	BlinkStart	1440516670
4,45,6	BlinkEnd	1440518872
4	Feed	1440518952
45	Feed	1440519032
17,1	BlinkStart	1440519192
17,1	BlinkEnd	1440529401
1	0DropFeed	1440529481
17	Feed	1440529561
4,45,6	BlinkStart	1440529711
4,45,6	BlinkEnd	1440532589
4	Feed	1440532669
45	Feed	1440532749
16,1	BlinkStart	1440532889
16,1	BlinkEnd	1440542157
1	0DropFeed	1440542237
16	Feed	1440542317
4,45,6	BlinkStart	1440542471
4,45,6	BlinkEnd	1440544563
4	Feed	1440544644
45	Feed	1440544725
14,1	BlinkStart	1440544895
14,1	BlinkEnd	1440554008
1	0DropFeed	1440554089
14	NoFeedAbort	1440554169
5	BlinkStart	1440564244
5	BlinkEnd	1440572540
5	NoFeedLowProb	1440572620
2,39	BlinkStart	1440572687
2,39	BlinkEnd	1440575307
2	Feed	1440575388
39	Feed	1440575468
5	BlinkStart	1440575633
5	BlinkEnd	1440586498
5	NoFeedLowProb	1440586578
2,39	BlinkStart	1440586686
2,39	BlinkEnd	1440588965
2	Feed	1440589045
39	Feed	1440589125
5	BlinkStart	1440589274
5	BlinkEnd	1440599255
5	NoFeedLowProb	1440599335
2,39	BlinkStart	1440599432
2,39	BlinkEnd	1440601421
2	Feed	1440601502
