Ver1.3	755107940	StartFile	4/22/2021	3:32:47 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\042221\SoundData.txt	755107940
755530792	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	755530792
755531003	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	755531003
755556601	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	755556601
755561355	Triggered	4,42,43,44,45,46,	 NoSound	40	2	755561355
755561555	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	755561555
755575252	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	755575252
755579706	Triggered	4,42,43,44,45,46,	 NoSound	40	2	755579706
755579908	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	755579908
755594807	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	755594807
755599326	Triggered	4,42,43,44,45,46,	 NoSound	40	2	755599326
755599528	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	755599528
755611126	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	755611126
755611332	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	755611332
755614180	Triggered	4,42,43,44,45,46,	 NoSound	40	2	755614180
755614381	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	755614381
755621881	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	755621881
755622085	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	755622085
755625010	Triggered	4,42,43,44,45,46,	 NoSound	40	2	755625010
755625211	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	755625211
755633553	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	755633553
755633755	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	755633755
755636864	Triggered	4,42,43,44,45,46,	 NoSound	40	2	755636864
755637065	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	755637065
755645406	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	755645406
755645610	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	755645610
755648534	Triggered	4,42,43,44,45,46,	 NoSound	40	2	755648534
