Ver1.2	1136066115	StartFile	2/7/2020	2:58:00 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\020720\SoundData.txt	1136066115
1136244421	Triggered	1	 Modulated Tone	25	2	1136244421
1136257194	Triggered	6	 NoSound	50	2	1136257194
1136277175	Triggered	1	 Modulated Tone	25	2	1136277175
1136281719	Triggered	4	 NoSound	50	2	1136281719
1136290881	Triggered	1	 Modulated Tone	25	2	1136290881
1136294753	Triggered	6	 NoSound	50	2	1136294753
1136312800	Triggered	1	 Modulated Tone	25	2	1136312800
1136316750	Triggered	4	 NoSound	50	2	1136316750
1136324630	Triggered	1	 Modulated Tone	25	2	1136324630
1136328508	Triggered	6	 NoSound	50	2	1136328508
1136346420	Triggered	1	 Modulated Tone	25	2	1136346420
1136350097	Triggered	4	 NoSound	50	2	1136350097
1136357115	Triggered	1	 Modulated Tone	25	2	1136357115
1136360791	Triggered	6	 NoSound	50	2	1136360791
1136377106	Triggered	1	 Modulated Tone	25	2	1136377106
1136380777	Triggered	6	 NoSound	50	2	1136380777
1136397955	Triggered	1	 Modulated Tone	25	2	1136397955
1136401430	Triggered	6	 NoSound	50	2	1136401430
1136418015	Triggered	1	 Modulated Tone	25	2	1136418015
1136421284	Triggered	6	 NoSound	50	2	1136421284
1136442804	Triggered	1	 Modulated Tone	25	2	1136442804
1136446088	Triggered	6	 NoSound	50	2	1136446088
1136462657	Triggered	1	 Modulated Tone	25	2	1136462657
1136466135	Triggered	6	 NoSound	50	2	1136466135
1136484246	Triggered	1	 Modulated Tone	25	2	1136484246
1136492602	Triggered	5	 Modulated Tone	25	2	1136492602
1136495546	Triggered	8	 NoSound	50	2	1136495546
1136507642	Triggered	5	 Modulated Tone	25	2	1136507642
1136511048	Triggered	2	 NoSound	50	2	1136511048
1136532575	Triggered	5	 Modulated Tone	25	2	1136532575
1136535647	Triggered	8	 NoSound	50	2	1136535647
1136545873	Triggered	5	 Modulated Tone	25	2	1136545873
1136551893	Triggered	2	 NoSound	50	2	1136551893
1136572749	Triggered	5	 Modulated Tone	25	2	1136572749
1136575885	Triggered	8	 NoSound	50	2	1136575885
1136582569	Triggered	5	 Modulated Tone	25	2	1136582569
1136585910	Triggered	2	 NoSound	50	2	1136585910
1136609105	Triggered	5	 Modulated Tone	25	2	1136609105
1136613384	Triggered	8	 NoSound	50	2	1136613384
1136620535	Triggered	5	 Modulated Tone	25	2	1136620535
1136624614	Triggered	2	 NoSound	50	2	1136624614
1136642058	Triggered	5	 Modulated Tone	25	2	1136642058
1136645533	Triggered	2	 NoSound	50	2	1136645533
1136663112	Triggered	5	 Modulated Tone	25	2	1136663112
1136666922	Triggered	2	 NoSound	50	2	1136666922
1136683968	Triggered	5	 Modulated Tone	25	2	1136683968
1136688712	Triggered	2	 NoSound	50	2	1136688712
1136708303	Triggered	5	 Modulated Tone	25	2	1136708303
1136712106	Triggered	2	 NoSound	50	2	1136712106
1136729418	Triggered	5	 Modulated Tone	25	2	1136729418
1136733898	Triggered	1	 Modulated Tone	25	2	1136733898
1136737840	Triggered	4	 NoSound	50	2	1136737840
1136758561	Triggered	1	 Modulated Tone	25	2	1136758561
1136761971	Triggered	6	 NoSound	50	2	1136761971
1136770927	Triggered	7	 NoSound	50	2	1136770927
1136775337	Triggered	1	 Modulated Tone	25	2	1136775337
1136780752	Triggered	4	 NoSound	50	2	1136780752
1136799267	Triggered	1	 Modulated Tone	25	2	1136799267
1136803278	Triggered	6	 NoSound	50	2	1136803278
1136812772	Triggered	1	 Modulated Tone	25	2	1136812772
1136816378	Triggered	4	 NoSound	50	2	1136816378
1136832955	Triggered	1	 Modulated Tone	25	2	1136832955
1136836498	Triggered	6	 NoSound	50	2	1136836498
1136843649	Triggered	1	 Modulated Tone	25	2	1136843649
1136871589	Triggered	6	 NoSound	50	2	1136871589
1136879814	Triggered	1	 Modulated Tone	25	2	1136879814
1136884020	Triggered	6	 NoSound	50	2	1136884020
1136893846	Triggered	1	 Modulated Tone	25	2	1136893846
1136910023	Triggered	4	 NoSound	50	2	1136910023
1136929813	Triggered	1	 Modulated Tone	25	2	1136929813
1136934152	Triggered	4	 NoSound	50	2	1136934152
1136953402	Triggered	1	 Modulated Tone	25	2	1136953402
1136957414	Triggered	4	 NoSound	50	2	1136957414
1136975260	Triggered	1	 Modulated Tone	25	2	1136975260
1136979136	Triggered	4	 NoSound	50	2	1136979136
1136997049	Triggered	1	 Modulated Tone	25	2	1136997049
1137005739	Triggered	5	 Modulated Tone	25	2	1137005739
1137009213	Triggered	8	 NoSound	50	2	1137009213
1137029934	Triggered	5	 Modulated Tone	25	2	1137029934
1137033344	Triggered	2	 NoSound	50	2	1137033344
1137048783	Triggered	5	 Modulated Tone	25	2	1137048783
1137052995	Triggered	8	 NoSound	50	2	1137052995
1137085348	Triggered	5	 Modulated Tone	25	2	1137085348
1137091301	Triggered	2	 NoSound	50	2	1137091301
1137100384	Triggered	5	 Modulated Tone	25	2	1137100384
1137104331	Triggered	8	 NoSound	50	2	1137104331
1137128190	Triggered	5	 Modulated Tone	25	2	1137128190
1137132003	Triggered	2	 NoSound	50	2	1137132003
1137148176	Triggered	5	 Modulated Tone	25	2	1137148176
1137152190	Triggered	2	 NoSound	50	2	1137152190
1137162347	Triggered	5	 Modulated Tone	25	2	1137162347
1137166960	Triggered	2	 NoSound	50	2	1137166960
1137175714	Triggered	5	 Modulated Tone	25	2	1137175714
1137181662	Triggered	2	 NoSound	50	2	1137181662
1137194563	Triggered	5	 Modulated Tone	25	2	1137194563
1137198108	Triggered	8	 NoSound	50	2	1137198108
1137219301	Triggered	5	 Modulated Tone	25	2	1137219301
1137222838	Triggered	8	 NoSound	50	2	1137222838
1137246973	Triggered	5	 Modulated Tone	25	2	1137246973
1137250779	Triggered	8	 NoSound	50	2	1137250779
1137272369	Triggered	5	 Modulated Tone	25	2	1137272369
1137314142	Triggered	1	 Modulated Tone	25	2	1137314142
1137318419	Triggered	6	 NoSound	50	2	1137318419
1137342616	Triggered	1	 Modulated Tone	25	2	1137342616
1137346297	Triggered	4	 NoSound	50	2	1137346297
1137355585	Triggered	1	 Modulated Tone	25	2	1137355585
1137359526	Triggered	6	 NoSound	50	2	1137359526
