Ver1.3	2083181324	StartFile	8/18/2020	2:44:00 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\081820B\SoundData.txt	2083181324
2083599679	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083599679
2083599880	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2083599880
2083607389	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083607389
2083607590	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2083607590
2083610209	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2083610209
2083619896	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083619896
2083620096	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2083620096
2083630605	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083630605
2083633974	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2083633974
2083634175	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	2083634175
2083642217	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083642217
2083642419	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2083642419
2083645828	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2083645828
2083646028	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2083646028
2083654732	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083654732
2083654933	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2083654933
2083668510	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2083668510
2083668725	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2083668725
2083680000	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083680000
2083680204	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2083680204
2083683069	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083683069
2083683271	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	2083683271
2083695524	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083695524
2083695743	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2083695743
2083697870	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083697870
2083698072	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	2083698072
2083711588	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083711588
2083711789	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2083711789
2083714054	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083714054
2083714256	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	2083714256
2083728315	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083728315
2083728516	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2083728516
2083730962	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083730962
2083731163	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	2083731163
2083745774	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083745774
2083745976	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2083745976
2083748289	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083748289
2083748491	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	2083748491
2083762909	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083762909
2083763110	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2083763110
2083765618	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083765618
2083765819	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	2083765819
2083780358	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083780358
2083780559	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2083780559
2083795038	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083795038
2083797927	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2083797927
2083798128	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2083798128
2083809839	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083809839
2083810054	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2083810054
2083813629	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2083813629
2083813830	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2083813830
2083822535	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083822535
2083822736	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2083822736
2083836673	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2083836673
2083836876	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2083836876
2083853760	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083853760
2083853963	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2083853963
2083857309	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083857309
2083862303	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083862303
2083862506	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2083862506
2083870126	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083870126
2083877164	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083877164
2083877366	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2083877366
2083881796	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083881796
2083887693	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083887693
2083887895	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2083887895
2083891845	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2083891845
2083892045	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2083892045
2083899606	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083899606
2083899807	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2083899807
2083903697	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2083903697
2083909414	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083909414
2083909615	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2083909615
2083912842	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2083912842
2083913042	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2083913042
2083923552	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083923552
2083923753	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2083923753
2083938654	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2083938654
2083938857	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	2083938857
2083945933	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083945933
2083946135	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2083946135
2083949363	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2083949363
2083949564	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	2083949564
2083966583	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2083966583
2083966785	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2083966785
2083980894	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2083980894
2083981096	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2083981096
2083994909	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2083994909
2083995112	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2083995112
2083997615	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2083997615
2083997817	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2083997817
2084010431	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084010431
2084010634	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2084010634
2084013017	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084013017
2084013218	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084013218
2084025051	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084025051
2084025255	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2084025255
2084028241	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084028241
2084028442	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084028442
2084042274	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084042274
2084042475	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2084042475
2084045146	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084045146
2084045347	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084045347
2084060127	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084060127
2084060342	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2084060342
2084063556	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084063556
2084063759	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084063759
2084077093	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084077093
2084077295	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2084077295
2084080644	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084080644
2084080846	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084080846
2084093942	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084093942
2084094142	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2084094142
2084106396	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084106396
2084110005	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2084110005
2084110205	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2084110205
2084123964	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084123964
2084124166	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2084124166
2084127513	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2084127513
2084127715	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2084127715
2084135697	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084135697
2084135899	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2084135899
2084151460	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084151460
2084151678	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2084151678
2084159823	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084159823
2084160027	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2084160027
2084162229	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084162229
2084162430	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2084162430
2084171133	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084171133
2084171350	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2084171350
2084174623	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084174623
2084174824	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2084174824
2084183708	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084183708
2084183910	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2084183910
2084186416	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084186416
2084186618	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084186618
2084199591	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084199591
2084199792	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2084199792
2084202300	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084202300
2084202501	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084202501
2084216678	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084216678
2084216881	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2084216881
2084219448	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084219448
2084219661	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084219661
2084233232	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084233232
2084233434	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2084233434
2084236353	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084236353
2084236553	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084236553
2084250853	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084250853
2084251053	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2084251053
2084266316	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2084266316
2084266518	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	2084266518
2084279673	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084279673
2084279876	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2084279876
2084283587	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2084283587
2084283790	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	2084283790
2084298566	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084298566
2084298767	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2084298767
2084333881	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084333881
2084338273	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084338273
2084338475	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084338475
2084355120	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084355120
2084355338	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2084355338
2084358430	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084358430
2084358630	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084358630
2084371984	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084371984
2084372186	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2084372186
2084374676	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084374676
2084374876	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084374876
2084387912	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084387912
2084388114	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2084388114
2084390981	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084390981
2084391181	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084391181
2084405303	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084405303
2084405506	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2084405506
2084408194	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084408194
2084408395	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084408395
2084425039	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084425039
2084425240	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2084425240
2084428344	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084428344
2084428546	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084428546
2084444587	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084444587
2084444788	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2084444788
2084448137	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084448137
2084448338	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	2084448338
2084463178	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084463178
2084463380	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2084463380
2084480324	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2084480324
2084480529	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	2084480529
2084489350	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084489350
2084489552	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2084489552
2084493505	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2084493505
2084493706	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	2084493706
2084511611	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084511611
2084511812	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2084511812
2084525810	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084525810
2084526013	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2084526013
2084536220	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084536220
2084536423	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2084536423
2084539229	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084539229
2084539429	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2084539429
2084549275	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084549275
2084549478	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2084549478
2084552163	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084552163
2084552364	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2084552364
2084563415	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084563415
2084563619	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2084563619
2084566602	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084566602
2084566803	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2084566803
2084577733	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084577733
2084577935	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2084577935
2084581163	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084581163
2084581363	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2084581363
2084592715	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084592715
2084592916	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2084592916
2084596445	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084596445
2084596647	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2084596647
2084606317	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084606317
2084606519	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2084606519
2084610102	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084610102
2084610316	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	2084610316
2084635372	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084635372
2084635573	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2084635573
2084647046	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084647046
2084650836	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2084650836
2084651037	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	2084651037
2084659559	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084659559
2084659761	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2084659761
2084663051	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2084663051
2084663266	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2084663266
2084675324	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084675324
2084675526	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2084675526
2084689702	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084689702
2084689904	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2084689904
2084700232	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084700232
2084700436	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2084700436
2084704745	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084704745
2084710761	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084710761
2084710965	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2084710965
2084715281	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084715281
2084715482	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2084715482
2084727735	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084727735
2084727936	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2084727936
2084731819	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084731819
2084737894	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084737894
2084738097	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2084738097
2084742106	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084742106
2084742307	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2084742307
2084759675	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084759675
2084759877	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2084759877
2084764068	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084764068
2084764269	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	2084764269
2084776100	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084776100
2084776302	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	2084776302
2084779951	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084779951
2084786991	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084786991
2084787191	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2084787191
2084815449	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084815449
2084818398	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2084818398
2084818599	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	2084818599
2084834883	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084834883
2084835085	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2084835085
2084838794	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2084838794
2084853233	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2084853233
2084853434	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2084853434
2084869056	Triggered	2,37,38,39,40,41,	 NoSound	40	2	2084869056
2084869258	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	2084869258
2084882774	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084882774
2084882976	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	2084882976
2084886685	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084886685
2084886887	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	2084886887
2084906599	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084906599
2084906801	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	2084906801
2084910209	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084910209
2084910411	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	2084910411
2084930786	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084930786
2084930989	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	2084930990
2084934337	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084934337
2084934539	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	2084934539
2084953710	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084953710
2084953912	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	2084953912
2084957139	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084957139
2084957341	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	2084957341
2084978379	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2084978379
2084978581	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	2084978581
2084981758	Triggered	8,52,53,54,55,56,	 NoSound	40	2	2084981758
2084981959	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	2084981959
