Ver1.3	941146168	StartFile	1/4/2021	11:02:22 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\010421\SoundData.txt	941146168
941477679	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	941477679
941477881	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	941477881
941506353	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941506353
941514574	Triggered	4,42,43,44,45,46,	 NoSound	40	2	941514574
941514776	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	941514776
941528142	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941528142
941533491	Triggered	4,42,43,44,45,46,	 NoSound	40	2	941533491
941533692	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	941533692
941545989	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941545989
941552272	Triggered	4,42,43,44,45,46,	 NoSound	40	2	941552272
941552473	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	941552473
941563903	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941563903
941564106	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	941564106
941571122	Triggered	6,47,48,49,50,51,	 NoSound	40	2	941571122
941571325	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	941571325
941589169	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941589169
941589373	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	941589373
941593647	Triggered	6,47,48,49,50,51,	 NoSound	40	2	941593647
941593849	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	941593849
941612497	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941612497
941612713	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	941612713
941616641	Triggered	6,47,48,49,50,51,	 NoSound	40	2	941616641
941616843	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	941616843
941633217	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941633217
941633430	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	941633430
941636960	Triggered	6,47,48,49,50,51,	 NoSound	40	2	941636960
941637162	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	941637162
941650930	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941650930
941651132	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	941651132
941655341	Triggered	4,42,43,44,45,46,	 NoSound	40	2	941655341
941655542	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	941655542
941664164	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	941664164
