Ver1.2	1625127641	StartFile	4/1/2020	1:59:43 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\040120\SoundData.txt	1625127641
1625467153	Triggered	6	 NoSound	50	2	1625467153
1625473194	Triggered	8	 NoSound	50	2	1625473194
1625483414	Triggered	5	 PureTone-5kHz	50	2	1625483414
1625494311	Triggered	3	 NoSound	50	2	1625494311
1625497790	Triggered	2	 NoSound	50	2	1625497790
1625505670	Triggered	5	 PureTone-5kHz	50	2	1625505670
1625510820	Triggered	8	 NoSound	50	2	1625510820
1625518036	Triggered	2	 NoSound	50	2	1625518036
1625531071	Triggered	5	 PureTone-5kHz	50	2	1625531071
1625534883	Triggered	2	 NoSound	50	2	1625534883
1625547857	Triggered	5	 PureTone-5kHz	50	2	1625547857
1625551457	Triggered	2	 NoSound	50	2	1625551457
1625563828	Triggered	5	 PureTone-5kHz	50	2	1625563828
1625567900	Triggered	2	 NoSound	50	2	1625567900
1625581872	Triggered	5	 PureTone-5kHz	50	2	1625581872
1625586013	Triggered	1	 PureTone-5kHz	50	2	1625586013
1625589490	Triggered	4	 NoSound	50	2	1625589490
1625595906	Triggered	1	 PureTone-5kHz	50	2	1625595906
1625599584	Triggered	4	 NoSound	50	2	1625599584
1625604936	Triggered	1	 PureTone-5kHz	50	2	1625604936
1625611821	Triggered	5	 PureTone-5kHz	50	2	1625611821
1625623244	Triggered	4	 NoSound	50	2	1625623244
1625625784	Triggered	3	 NoSound	50	2	1625625784
1625626922	Triggered	2	 NoSound	50	2	1625626922
1625632670	Triggered	1	 PureTone-5kHz	50	2	1625632670
1625636010	Triggered	6	 NoSound	50	2	1625636010
1625648917	Triggered	1	 PureTone-5kHz	50	2	1625648917
1625652453	Triggered	5	 PureTone-5kHz	50	2	1625652453
1625655930	Triggered	2	 NoSound	50	2	1625655930
1625663147	Triggered	5	 PureTone-5kHz	50	2	1625663147
1625666758	Triggered	2	 NoSound	50	2	1625666758
1625673047	Triggered	6	 NoSound	50	2	1625673047
1625681063	Triggered	5	 PureTone-5kHz	50	2	1625681063
1625685009	Triggered	2	 NoSound	50	2	1625685009
1625690153	Triggered	5	 PureTone-5kHz	50	2	1625690153
1625693703	Triggered	8	 NoSound	50	2	1625693703
1625700983	Triggered	5	 PureTone-5kHz	50	2	1625700983
1625705193	Triggered	1	 PureTone-5kHz	50	2	1625705193
1625708666	Triggered	4	 NoSound	50	2	1625708666
1625715750	Triggered	1	 PureTone-5kHz	50	2	1625715750
1625719295	Triggered	4	 NoSound	50	2	1625719295
1625726249	Triggered	1	 PureTone-5kHz	50	2	1625726249
1625729855	Triggered	4	 NoSound	50	2	1625729855
1625736538	Triggered	1	 PureTone-5kHz	50	2	1625736538
1625739549	Triggered	6	 NoSound	50	2	1625739549
1625751850	Triggered	1	 PureTone-5kHz	50	2	1625751850
1625755594	Triggered	5	 PureTone-5kHz	50	2	1625755594
1625758871	Triggered	2	 NoSound	50	2	1625758871
1625766618	Triggered	5	 PureTone-5kHz	50	2	1625766618
1625769830	Triggered	2	 NoSound	50	2	1625769830
1625777045	Triggered	5	 PureTone-5kHz	50	2	1625777045
1625780260	Triggered	2	 NoSound	50	2	1625780260
1625793828	Triggered	5	 PureTone-5kHz	50	2	1625793828
1625797036	Triggered	8	 NoSound	50	2	1625797036
1625809068	Triggered	5	 PureTone-5kHz	50	2	1625809068
1625813008	Triggered	1	 PureTone-5kHz	50	2	1625813008
1625816145	Triggered	4	 NoSound	50	2	1625816145
1625827977	Triggered	1	 PureTone-5kHz	50	2	1625827977
1625831385	Triggered	4	 NoSound	50	2	1625831385
1625842348	Triggered	1	 PureTone-5kHz	50	2	1625842348
1625845637	Triggered	4	 NoSound	50	2	1625845637
1625857259	Triggered	1	 PureTone-5kHz	50	2	1625857259
1625860729	Triggered	4	 NoSound	50	2	1625860729
1625872560	Triggered	1	 PureTone-5kHz	50	2	1625872560
1625876512	Triggered	5	 PureTone-5kHz	50	2	1625876512
1625880112	Triggered	2	 NoSound	50	2	1625880112
1625887466	Triggered	5	 PureTone-5kHz	50	2	1625887466
1625891476	Triggered	2	 NoSound	50	2	1625891476
1625898427	Triggered	5	 PureTone-5kHz	50	2	1625898427
1625901639	Triggered	2	 NoSound	50	2	1625901639
1625908588	Triggered	5	 PureTone-5kHz	50	2	1625908588
1625911931	Triggered	8	 NoSound	50	2	1625911931
1625918752	Triggered	5	 PureTone-5kHz	50	2	1625918752
1625923631	Triggered	1	 PureTone-5kHz	50	2	1625923631
1625926912	Triggered	6	 NoSound	50	2	1625926912
1625934655	Triggered	1	 PureTone-5kHz	50	2	1625934655
1625938268	Triggered	6	 NoSound	50	2	1625938268
1625944950	Triggered	1	 PureTone-5kHz	50	2	1625944950
1625948358	Triggered	6	 NoSound	50	2	1625948358
1625955457	Triggered	1	 PureTone-5kHz	50	2	1625955457
1625958584	Triggered	4	 NoSound	50	2	1625958584
1625964599	Triggered	1	 PureTone-5kHz	50	2	1625964599
1625970154	Triggered	5	 PureTone-5kHz	50	2	1625970154
1625973356	Triggered	2	 NoSound	50	2	1625973356
1625978103	Triggered	5	 PureTone-5kHz	50	2	1625978103
1625983785	Triggered	2	 NoSound	50	2	1625983785
1626001700	Triggered	5	 PureTone-5kHz	50	2	1626001700
1626005106	Triggered	2	 NoSound	50	2	1626005106
1626010791	Triggered	5	 PureTone-5kHz	50	2	1626010791
1626014530	Triggered	8	 NoSound	50	2	1626014530
1626025968	Triggered	5	 PureTone-5kHz	50	2	1626025968
1626030243	Triggered	1	 PureTone-5kHz	50	2	1626030243
1626033118	Triggered	6	 NoSound	50	2	1626033118
1626044875	Triggered	1	 PureTone-5kHz	50	2	1626044875
1626048019	Triggered	6	 NoSound	50	2	1626048019
1626059514	Triggered	1	 PureTone-5kHz	50	2	1626059514
1626062794	Triggered	6	 NoSound	50	2	1626062794
1626074420	Triggered	1	 PureTone-5kHz	50	2	1626074420
1626078161	Triggered	4	 NoSound	50	2	1626078161
1626085448	Triggered	1	 PureTone-5kHz	50	2	1626085448
1626089192	Triggered	5	 PureTone-5kHz	50	2	1626089192
1626092473	Triggered	2	 NoSound	50	2	1626092473
1626105033	Triggered	5	 PureTone-5kHz	50	2	1626105033
1626108106	Triggered	2	 NoSound	50	2	1626108106
1626121007	Triggered	5	 PureTone-5kHz	50	2	1626121007
1626124215	Triggered	2	 NoSound	50	2	1626124215
1626136916	Triggered	5	 PureTone-5kHz	50	2	1626136916
1626140459	Triggered	8	 NoSound	50	2	1626140459
1626146543	Triggered	5	 PureTone-5kHz	50	2	1626146543
1626150887	Triggered	1	 PureTone-5kHz	50	2	1626150887
1626154028	Triggered	4	 NoSound	50	2	1626154028
1626164259	Triggered	1	 PureTone-5kHz	50	2	1626164259
1626167533	Triggered	4	 NoSound	50	2	1626167533
1626177958	Triggered	1	 PureTone-5kHz	50	2	1626177958
1626181433	Triggered	4	 NoSound	50	2	1626181433
1626192393	Triggered	1	 PureTone-5kHz	50	2	1626192393
1626196347	Triggered	6	 NoSound	50	2	1626196347
1626204164	Triggered	1	 PureTone-5kHz	50	2	1626204164
1626208102	Triggered	5	 PureTone-5kHz	50	2	1626208102
1626211647	Triggered	8	 NoSound	50	2	1626211647
1626223676	Triggered	5	 PureTone-5kHz	50	2	1626223676
1626227219	Triggered	8	 NoSound	50	2	1626227219
1626239450	Triggered	5	 PureTone-5kHz	50	2	1626239450
1626242998	Triggered	8	 NoSound	50	2	1626242998
1626255023	Triggered	5	 PureTone-5kHz	50	2	1626255023
1626259910	Triggered	8	 NoSound	50	2	1626259910
1626272673	Triggered	5	 PureTone-5kHz	50	2	1626272673
1626276753	Triggered	1	 PureTone-5kHz	50	2	1626276753
1626279888	Triggered	4	 NoSound	50	2	1626279888
1626286309	Triggered	1	 PureTone-5kHz	50	2	1626286309
1626289987	Triggered	4	 NoSound	50	2	1626289987
1626296665	Triggered	1	 PureTone-5kHz	50	2	1626296665
1626299945	Triggered	4	 NoSound	50	2	1626299945
1626306759	Triggered	1	 PureTone-5kHz	50	2	1626306759
1626309967	Triggered	6	 NoSound	50	2	1626309967
1626315917	Triggered	1	 PureTone-5kHz	50	2	1626315917
1626319264	Triggered	5	 PureTone-5kHz	50	2	1626319264
1626322799	Triggered	2	 NoSound	50	2	1626322799
1626330619	Triggered	5	 PureTone-5kHz	50	2	1626330619
1626334498	Triggered	2	 NoSound	50	2	1626334498
1626341983	Triggered	5	 PureTone-5kHz	50	2	1626341983
1626345391	Triggered	2	 NoSound	50	2	1626345391
1626352811	Triggered	5	 PureTone-5kHz	50	2	1626352811
1626356087	Triggered	8	 NoSound	50	2	1626356087
1626361635	Triggered	5	 PureTone-5kHz	50	2	1626361635
1626377678	Triggered	1	 PureTone-5kHz	50	2	1626377678
1626381091	Triggered	6	 NoSound	50	2	1626381091
1626394124	Triggered	1	 PureTone-5kHz	50	2	1626394124
1626397262	Triggered	6	 NoSound	50	2	1626397262
1626410094	Triggered	1	 PureTone-5kHz	50	2	1626410094
1626413241	Triggered	6	 NoSound	50	2	1626413241
1626427141	Triggered	1	 PureTone-5kHz	50	2	1626427141
1626430282	Triggered	6	 NoSound	50	2	1626430282
1626443183	Triggered	1	 PureTone-5kHz	50	2	1626443183
1626449932	Triggered	5	 PureTone-5kHz	50	2	1626449932
1626453874	Triggered	8	 NoSound	50	2	1626453874
1626466308	Triggered	5	 PureTone-5kHz	50	2	1626466308
1626469583	Triggered	8	 NoSound	50	2	1626469583
1626482884	Triggered	5	 PureTone-5kHz	50	2	1626482884
1626486360	Triggered	8	 NoSound	50	2	1626486360
1626500262	Triggered	5	 PureTone-5kHz	50	2	1626500262
1626503804	Triggered	8	 NoSound	50	2	1626503804
1626517239	Triggered	5	 PureTone-5kHz	50	2	1626517239
1626521852	Triggered	1	 PureTone-5kHz	50	2	1626521852
1626526065	Triggered	4	 NoSound	50	2	1626526065
1626536959	Triggered	1	 PureTone-5kHz	50	2	1626536959
1626540236	Triggered	4	 NoSound	50	2	1626540236
1626552398	Triggered	1	 PureTone-5kHz	50	2	1626552398
1626555741	Triggered	4	 NoSound	50	2	1626555741
1626567376	Triggered	1	 PureTone-5kHz	50	2	1626567376
1626572852	Triggered	4	 NoSound	50	2	1626572852
1626586494	Triggered	1	 PureTone-5kHz	50	2	1626586494
1626590230	Triggered	5	 PureTone-5kHz	50	2	1626590230
1626593980	Triggered	8	 NoSound	50	2	1626593980
1626604603	Triggered	5	 PureTone-5kHz	50	2	1626604603
