Ver1.3	1368343039	StartFile	11/6/2020	12:09:34 PM	E:\BehavioralExperiments\Bobo\RawData\110620\SoundData.txt	1368343039
1369405741	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1369405741
1369405942	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1369405942
1369471380	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1369471380
1369568495	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1369568495
1369568697	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1369568697
1369677268	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1369677268
1369923713	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1369923713
1369923914	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1369923914
1369939109	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1369939109
1369955181	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1369955181
1369955383	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1369955383
1370001561	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370001561
1370193128	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1370193128
1370193329	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1370193329
1370206184	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370206184
1370206387	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1370206387
1370213224	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1370213224
1370213425	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1370213425
1370239095	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370239095
1370239298	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1370239298
1370246314	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1370246314
1370246515	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1370246515
1370256903	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370256903
1370257107	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1370257107
1370262078	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1370262078
1370262279	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1370262279
1370270742	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370270742
1370270945	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1370270945
1370276941	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1370276941
1370277142	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1370277142
1370286385	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370286385
1370286588	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1370286588
1370293123	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1370293123
1370293324	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1370293324
1370301306	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370301306
1370301508	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1370301508
1370308706	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1370308706
1370308908	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1370308908
1370324234	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1370324234
1370324434	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1370324434
1370345107	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1370345107
1370352749	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1370352749
1370352951	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1370352951
1370439628	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1370439628
1370444922	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1370444922
1370445123	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1370445123
1370509540	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1370509540
1370521573	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1370521573
1370521773	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1370521773
1371059875	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371059875
1371102473	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1371102473
1371102674	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1371102674
1371126238	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371126238
1371126442	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1371126442
1371135805	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1371135805
1371136007	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1371136007
1371702627	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371702627
1371702844	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1371702844
1371713336	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1371713336
1371713537	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1371713537
1371723383	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371723383
1371723599	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1371723599
1371730483	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1371730483
1371730684	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1371730684
1371747629	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371747629
1371747832	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1371747832
1371754188	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1371754188
1371754390	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1371754390
1371788723	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371788723
1371788925	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1371788925
1371795101	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1371795101
1371795315	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1371795315
1371808578	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371808578
1371808781	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1371808781
1371814054	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1371814054
1371814255	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1371814255
1371825785	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1371825785
1371825986	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1371825986
1371843895	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1371843895
1371850814	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1371850814
1371851015	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1371851015
1371997258	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1371997258
1372004907	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1372004907
1372005108	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1372005108
1372033238	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372033238
1372044971	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1372044971
1372045171	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1372045171
1372057905	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372057905
1372067891	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1372067891
1372068105	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1372068105
1372083296	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372083296
1372083501	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1372083501
1372089432	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1372089432
1372089633	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1372089633
1372102007	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372102007
1372102211	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1372102211
1372107784	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1372107784
1372107985	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1372107985
1372121928	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372121928
1372122130	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1372122130
1372127457	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1372127457
1372127658	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1372127658
1372138828	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372138828
1372139031	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1372139031
1372145325	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1372145325
1372145526	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1372145526
1372155132	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372155132
1372155346	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1372155346
1372160306	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1372160306
1372160523	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1372160523
1372169814	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372169814
1372170016	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1372170016
1372175229	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1372175229
1372175431	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1372175431
1372192074	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1372192074
1372192275	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1372192275
1372300975	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1372300975
1372308254	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1372308254
1372308456	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1372308456
1372364029	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1372364029
1372369323	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1372369323
1372369524	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1372369524
1372392186	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1372392186
1372400067	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1372400067
1372400267	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1372400267
