Ver1.3	671695711	StartFile	6/17/2020	1:52:17 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\061720\SoundData.txt	671695711
672204742	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672204742
672204956	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	672204956
672232297	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	672232297
672232500	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	672232500
672238132	Triggered	4,	 NoSound	40	2	672238132
672289273	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	672289273
672289473	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	672289473
672294989	Triggered	4,	 NoSound	40	2	672294989
672304977	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	672304977
672305178	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	672305178
672333676	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672333676
672333879	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	672333879
672337887	Triggered	2,	 NoSound	40	2	672337887
672374050	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672374050
672374251	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	672374251
672378139	Triggered	2,	 NoSound	40	2	672378139
672389388	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672389388
672389589	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	672389589
672394563	Triggered	8,	 NoSound	40	2	672394563
672411230	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672411230
672411430	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	672411430
672415261	Triggered	2,	 NoSound	40	2	672415261
672422179	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672422179
672422380	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	672422380
672430724	Triggered	2,	 NoSound	40	2	672430724
672436739	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672436739
672436940	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	672436940
672441493	Triggered	8,	 NoSound	40	2	672441493
672456774	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672456774
672456975	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	672456975
672462010	Triggered	8,	 NoSound	40	2	672462010
672471937	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	672471937
672472137	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	672472137
672486797	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	672486797
672486999	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	672486999
672490348	Triggered	6,	 NoSound	40	2	672490348
