Ver1.3	228791750	StartFile	10/15/2020	10:46:58 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\101520\SoundData.txt	228791750
229110905	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229110905
229111106	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	229111106
229123931	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229123931
229131885	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229131885
229132088	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229132088
229150200	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229150200
229154212	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229154212
229154416	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229154416
229166509	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229166509
229169599	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229169599
229169800	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229169800
229181417	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229181417
229181620	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229181620
229184222	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229184222
229184424	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229184424
229195919	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229195919
229196122	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229196122
229198660	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229198660
229198862	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229198862
229209086	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229209086
229209291	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229209291
229212029	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229212029
229212230	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229212230
229222055	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229222055
229222257	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229222257
229224728	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229224728
229224930	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229224930
229234889	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229234889
229235094	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229235094
229237494	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229237494
229237696	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229237696
229247121	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229247121
229247339	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229247339
229249860	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229249860
229250062	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229250062
229259552	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229259552
229259754	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229259754
229262626	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229262626
229262829	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229262829
229275467	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229275467
229275670	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229275670
229279004	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229279004
229279205	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229279205
229288628	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229288628
229288832	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	229288832
229291435	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229291435
229291636	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229291636
229302798	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229302798
229303000	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	229303000
229306676	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229306676
229306877	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229306877
229316634	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229316634
229316837	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	229316837
229319575	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229319575
229319776	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229319776
229328999	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229328999
229329203	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	229329203
229333012	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229333012
229333213	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229333213
229342367	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229342367
229342570	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	229342570
229345308	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229345308
229345509	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229345509
229355134	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229355134
229355336	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	229355336
229358410	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229358410
229358612	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229358612
229368503	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229368503
229368706	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	229368706
229371510	Triggered	4,42,43,44,45,46,	 NoSound	40	2	229371510
229371712	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	229371712
229382338	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	229382338
229382551	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	229382551
229405934	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229405934
229409488	Triggered	2,37,38,39,40,41,	 NoSound	40	2	229409488
229414355	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229414355
229420103	Triggered	2,37,38,39,40,41,	 NoSound	40	2	229420103
229425387	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229425387
229455667	Triggered	2,37,38,39,40,41,	 NoSound	40	2	229455667
229471504	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229471504
229471707	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229471707
229475782	Triggered	2,37,38,39,40,41,	 NoSound	40	2	229475782
229481263	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229481263
229481467	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229481467
229485139	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229485139
229485341	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	229485341
229492961	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229492961
229493165	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229493165
229498039	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229498039
229498240	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	229498240
229505592	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229505592
229505798	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229505798
229509269	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229509269
229509469	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	229509469
229516756	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229516756
229516961	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229516961
229520100	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229520100
229520301	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	229520301
229527316	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229527316
229527520	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229527520
229530391	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229530391
229530591	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	229530591
229539014	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229539014
229539233	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229539233
229542295	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229542295
229542496	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	229542496
229548706	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229548706
229548910	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229548910
229551513	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229551513
229551713	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	229551713
229557728	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	229557728
229557933	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	229557933
229561138	Triggered	8,52,53,54,55,56,	 NoSound	40	2	229561138
