Ver1.3	114512533	StartFile	7/26/2020	7:52:51 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\072620B\SoundData.txt	114512533
114826801	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	114826801
114827002	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	114827002
114846854	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114846854
114853271	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114853271
114853474	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114853474
114865302	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114865302
114865505	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114865505
114869046	Triggered	6,47,48,49,50,51,	 NoSound	40	2	114869046
114869247	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	114869247
114876806	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114876806
114877012	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114877012
114880876	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114880876
114881078	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114881078
114893042	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114893042
114893244	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114893245
114896523	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114896523
114896725	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114896725
114906679	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114906679
114906881	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114906881
114909819	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114909819
114910021	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114910021
114920580	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114920580
114920783	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114920783
114923655	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114923655
114923857	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114923857
114933754	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114933754
114933956	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114933956
114936822	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114936822
114937024	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114937024
114949789	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114949789
114949991	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114949991
114952663	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114952663
114952865	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114952865
114962490	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114962490
114962693	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114962693
114965430	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114965430
114965632	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114965632
114977997	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114977997
114978199	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114978199
114981071	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114981071
114981273	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114981273
114992567	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	114992567
114992769	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	114992769
114996111	Triggered	4,42,43,44,45,46,	 NoSound	40	2	114996111
114996313	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	114996313
115007740	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	115007740
115007958	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	115007958
115010948	Triggered	4,42,43,44,45,46,	 NoSound	40	2	115010948
115011150	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	115011150
115021443	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	115021443
