Ver1.3	1101765754	StartFile	2/22/2021	12:37:03 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\022221\SoundData.txt	1101765754
1102162362	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1102162362
1102162573	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1102162573
1102200987	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102200987
1102208749	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102208749
1102208963	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102208963
1102222648	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102222648
1102226378	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102226378
1102226581	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102226581
1102238832	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102238832
1102242322	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102242322
1102242523	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102242523
1102254956	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102254956
1102255161	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102255161
1102258145	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102258145
1102258348	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102258348
1102271021	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102271021
1102271226	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102271226
1102274271	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102274271
1102274473	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102274473
1102286844	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102286844
1102287049	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102287049
1102290094	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102290094
1102290296	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102290296
1102303149	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102303149
1102303353	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102303353
1102306339	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102306339
1102306541	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102306541
1102319635	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102319635
1102319840	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102319840
1102322763	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102322763
1102322966	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102322966
1102336241	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102336241
1102336445	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102336445
1102339550	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102339550
1102339753	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102339753
1102352787	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102352787
1102352989	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102352989
1102356035	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102356035
1102356238	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102356238
1102377636	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102377636
1102377840	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102377840
1102380830	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102380830
1102381035	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102381035
1102393941	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102393941
1102394144	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1102394144
1102397249	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102397249
1102397451	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102397451
1102410426	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102410426
1102410629	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1102410629
1102413554	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102413554
1102413755	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102413755
1102427153	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102427153
1102427355	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1102427355
1102430459	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102430459
1102430663	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102430663
1102443816	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102443816
1102444020	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1102444020
1102447186	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102447186
1102447388	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102447388
1102459761	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102459761
1102459964	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1102459964
1102463252	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102463252
1102463453	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102463453
1102475404	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102475404
1102475605	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1102475605
1102478543	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102478543
1102478745	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102478745
1102490627	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102490627
1102490829	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1102490829
1102493935	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1102493935
1102494138	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1102494138
1102507653	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1102507653
1102507853	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1102507853
1102522453	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1102522453
1102522660	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1102522660
1102533404	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1102533404
1102536774	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1102536774
1102536975	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1102536975
1102545558	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1102545558
1102549710	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1102549710
1102549912	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1102549912
1102560364	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1102560364
1102560567	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1102560567
1102563547	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1102563547
1102563747	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1102563747
1102573655	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1102573655
1102573872	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1102573872
1102577445	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1102577445
1102577646	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1102577646
1102588643	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1102588643
1102588848	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1102588848
1102592247	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1102592247
1102592448	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1102592448
1102607829	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1102607829
1102608032	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1102608032
