Ver1.3	772690235	StartFile	4/6/2021	11:56:27 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\040621\SoundData.txt	772690235
773081376	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	773081376
773081577	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	773081577
773108849	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773108849
773109054	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	773109054
773112993	Triggered	6,47,48,49,50,51,	 NoSound	40	2	773112993
773113194	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	773113194
773120145	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773120145
773120348	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	773120348
773124423	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773124423
773124624	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	773124624
773137792	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773137792
773137994	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	773137994
773141267	Triggered	6,47,48,49,50,51,	 NoSound	40	2	773141267
773141467	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	773141467
773146880	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773146880
773147083	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	773147083
773150222	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773150222
773150424	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	773150424
773163992	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773163992
773164195	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	773164195
773167000	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773167000
773167201	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	773167201
773179165	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773179165
773179369	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	773179369
773182111	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773182111
773182316	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	773182316
773195473	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773195473
773195676	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	773195676
773199016	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773199016
773199217	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	773199217
773210982	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773210982
773211182	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	773211182
773225017	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	773225017
773225222	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	773225222
773228426	Triggered	2,37,38,39,40,41,	 NoSound	40	2	773228426
773228628	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	773228628
773238786	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	773238786
773238988	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	773238989
773241727	Triggered	8,52,53,54,55,56,	 NoSound	40	2	773241727
773241930	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	773241930
773256833	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	773256833
773257035	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	773257035
773268264	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773268264
773268472	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	773268472
773271271	Triggered	6,47,48,49,50,51,	 NoSound	40	2	773271271
773280294	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773280294
773280499	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	773280499
773283436	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773283436
773283636	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	773283636
773289718	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773289718
773289930	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	773289930
773293863	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773293863
773294064	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	773294064
773300213	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773300213
773300417	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	773300417
773302953	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773302953
773303155	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	773303155
773309705	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773309705
773309906	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	773309906
773312780	Triggered	6,47,48,49,50,51,	 NoSound	40	2	773312780
773316455	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773316455
773316657	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	773316657
773319997	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773319997
773320198	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	773320198
773325880	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773325880
773326081	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	773326081
773329958	Triggered	6,47,48,49,50,51,	 NoSound	40	2	773329958
773334035	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773334035
773334237	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	773334237
773351079	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	773351079
773351285	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	773351285
773354889	Triggered	8,52,53,54,55,56,	 NoSound	40	2	773354889
773355091	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	773355091
773364047	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	773364047
773364249	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	773364249
773366987	Triggered	8,52,53,54,55,56,	 NoSound	40	2	773366987
773367189	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	773367189
773375542	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	773375542
773375743	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	773375743
773390728	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773390728
773390932	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	773390932
773400139	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773400139
773400343	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	773400343
773402480	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773402480
773402681	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	773402681
773410780	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773410780
773410983	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	773410983
773413308	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773413308
773413509	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	773413509
773421328	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773421328
773421532	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	773421532
773423935	Triggered	4,42,43,44,45,46,	 NoSound	40	2	773423935
773424137	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	773424137
773432759	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	773432759
773432960	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	773432960
773435700	Triggered	6,47,48,49,50,51,	 NoSound	40	2	773435700
