Ver1.3	1297352499	StartFile	1/8/2021	1:59:08 PM	E:\BehavioralExperiments\Bobo\RawData\010821\SoundData.txt	1297352499
1297823589	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297823589
1297823791	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1297823791
1297829545	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297829545
1297829745	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297829745
1297835742	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1297835742
1297839894	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297839894
1297844165	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297844165
1297844365	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1297844365
1297850664	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297850664
1297850864	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297850864
1297857703	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297857703
1297857903	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1297857903
1297865410	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297865410
1297865611	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297865611
1297872744	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297872744
1297877919	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1297877919
1297881949	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297881949
1297882150	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297882150
1297888026	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297888026
1297892238	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1297892238
1297892439	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1297892439
1297898436	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297898436
1297903670	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297903670
1297903871	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297903871
1297910287	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1297910287
1297910488	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1297910488
1297916304	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1297916304
1297916505	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1297916505
1297921600	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297921600
1297921800	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297921800
1297928638	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297928638
1297928839	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1297928839
1297933332	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1297933332
1297938626	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1297938626
1297938827	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1297938827
1297943499	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297943499
1297943699	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297943699
1297949877	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1297949877
1297950078	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1297950078
1297956976	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297956976
1297957177	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1297957177
1297965045	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297965045
1297968650	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1297968650
1297972379	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297972379
1297976049	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1297976049
1297983810	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297983810
1297984011	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1297984011
1297989106	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1297989106
1297989306	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1297989306
1297993738	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1297993738
1297997952	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1297997952
1297998152	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1297998152
1298002584	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298002584
1298002785	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298002785
1298007516	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298007516
1298007717	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298007717
1298014617	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298014617
1298014825	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298014825
1298020452	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298020452
1298020653	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298020653
1298029238	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298029238
1298029439	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298029439
1298035553	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298035553
1298039645	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298039645
1298039846	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298039846
1298049571	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298049571
1298049772	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298049772
1298054686	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298054686
1298054886	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298054886
1298060762	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298060762
1298060975	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298060975
1298066780	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298066780
1298070631	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298070631
1298070832	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298070832
1298078150	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298078150
1298078351	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298078351
1298084719	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298084719
1298084920	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298084920
1298092049	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298092049
1298092250	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298092250
1298098186	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298098186
1298098387	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298098387
1298102587	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298102587
1298102788	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298102788
1298108661	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298108661
1298108862	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298108862
1298127608	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298127608
1298132129	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298132129
1298132329	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298132329
1298137896	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298137896
1298141565	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298141565
1298145355	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298145355
1298148664	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298148664
1298148866	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298148866
1298153960	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298153960
1298154161	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298154161
1298159736	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298159736
1298164249	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298164249
1298164450	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298164450
1298171709	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298171709
1298171909	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298171909
1298178026	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298178026
1298178227	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298178227
1298184585	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298184585
1298188013	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298188013
1298188224	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298188224
1298193127	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298193127
1298198843	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298198843
1298199043	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298199043
1298208770	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298208770
1298208972	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298208972
1298215509	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298215509
1298215710	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298215710
1298222007	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298222007
1298222207	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298222207
1298229467	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298229467
1298229669	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298229669
1298236507	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298236507
1298236707	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298236707
1298241984	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298241984
1298242185	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298242185
1298247519	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298247519
1298247719	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298247719
1298253594	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298253594
1298257866	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298257866
1298258066	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298258066
1298263762	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298263762
1298263963	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298263963
1298270080	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298270080
1298270282	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298270282
1298277600	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298277600
1298277803	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298277803
1298288490	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298288490
1298288691	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298288691
1298293785	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298293785
1298293985	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298293985
1298301185	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298301185
1298301396	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298301396
1298309188	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298309188
1298309389	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298309389
1298316347	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298316347
1298321643	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298321643
1298321845	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298321845
1298329163	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298329163
1298333264	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298333264
1298339932	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298339932
1298340132	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298340132
1298346369	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298346369
1298346570	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298346570
1298354973	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298354973
1298355174	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298355174
1298362253	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298362253
1298366404	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298366404
1298370558	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298370558
1298380964	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298380964
1298381165	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298381165
1298389328	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298389328
1298395285	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298395285
1298400158	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298400158
1298404670	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298404670
1298404871	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298404871
1298411830	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298411830
1298412043	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298412043
1298417548	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298417548
1298417748	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298417748
1298428796	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298428796
1298432828	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298432828
1298433030	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298433030
1298441371	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298441371
1298441571	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298441571
1298447028	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298447028
1298450818	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298450818
1298451018	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298451018
1298461588	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298461588
1298461789	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298461789
1298468145	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298468145
1298468345	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298468345
1298475245	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298475245
1298475446	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298475446
1298483848	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298483848
1298484049	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298484049
1298489745	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298489745
1298489946	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298489946
1298499501	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298499501
1298499703	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298499703
1298506771	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298506771
1298511114	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298511114
1298517723	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298517723
1298517924	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298517924
1298526385	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298526385
1298526586	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298526586
1298533545	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298533545
1298533746	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298533746
1298548466	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298548466
1298548666	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298548666
1298557852	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298557852
1298558052	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298558052
1298569473	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298569473
1298569673	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298569673
1298577766	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298577766
1298582888	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298582888
1298583088	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298583088
1298588596	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298588596
1298588797	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298588797
1298595215	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298595215
1298600810	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298600810
1298601012	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298601012
1298608210	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298608210
1298608411	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298608411
1298616635	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298616635
1298620604	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298620604
1298620805	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298620805
1298629811	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298629811
1298630023	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1298630023
1298639316	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298639316
1298639517	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298639517
1298645634	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298645634
1298650387	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298650387
1298650588	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298650588
1298663565	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298663565
1298663778	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298663778
1298670483	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298670483
1298670683	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298670683
1298680891	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298680891
1298685285	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298685285
1298691661	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298691661
1298691863	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1298691863
1298704235	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298704235
1298710313	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298710313
1298710525	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1298710525
1298716750	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298716750
1298716952	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1298716952
1298727580	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298727580
1298734017	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298734017
1298734228	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298734228
1298741959	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298741959
1298742160	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1298742160
1298747554	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298747554
1298751947	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298751947
1298756881	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298756881
1298757081	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298757081
1298765483	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298765483
1298765684	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298765684
1298772643	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298772643
1298772844	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298772844
1298801765	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298801765
1298801966	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1298801966
1298811150	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298811150
1298811351	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298811351
1298818670	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1298818670
1298818872	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1298818872
1298830523	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298830523
1298838346	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1298838346
1298838546	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1298838546
1298844181	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1298844181
1298849656	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1298849656
