Ver1.3	839590365	StartFile	4/23/2021	3:00:50 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\042321\SoundData.txt	839590365
840006481	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	840006481
840006682	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	840006682
840022389	Triggered	6,47,48,49,50,51,	 NoSound	40	2	840022389
840022593	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	840022593
840035959	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840035959
840040170	Triggered	6,47,48,49,50,51,	 NoSound	40	2	840040170
840040373	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	840040373
840050395	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840050395
840054874	Triggered	6,47,48,49,50,51,	 NoSound	40	2	840054874
840055078	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	840055078
840068042	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840068042
840068246	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	840068246
840072054	Triggered	4,42,43,44,45,46,	 NoSound	40	2	840072054
840086429	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840086429
840086634	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	840086634
840091169	Triggered	6,47,48,49,50,51,	 NoSound	40	2	840091169
840091370	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	840091370
840099391	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840099391
840099592	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	840099592
840103469	Triggered	6,47,48,49,50,51,	 NoSound	40	2	840103469
840103669	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	840103669
840116835	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840116835
840117038	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	840117038
840120311	Triggered	4,42,43,44,45,46,	 NoSound	40	2	840120311
840120515	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	840120515
840135082	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840135082
840135285	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	840135285
840139234	Triggered	6,47,48,49,50,51,	 NoSound	40	2	840139234
840139436	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	840139436
840176725	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840176725
840176927	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	840176927
840179599	Triggered	4,42,43,44,45,46,	 NoSound	40	2	840179599
840179802	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	840179802
840197179	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	840197179
840197380	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	840197380
840216161	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	840216161
840221374	Triggered	2,37,38,39,40,41,	 NoSound	40	2	840221374
840221576	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	840221576
