Ver1.2	57788161	StartFile	2/13/2020	12:30:54 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\021320\SoundData.txt	57788161
58137457	Triggered	5	 Modulated Tone	25	2	58137457
58144734	Triggered	8	 NoSound	50	2	58144734
58158452	Triggered	7	 NoSound	50	2	58158452
58160650	Triggered	6	 NoSound	50	2	58160650
58169333	Triggered	5	 Modulated Tone	25	2	58169333
58174280	Triggered	2	 NoSound	50	2	58174280
58185843	Triggered	1	 Modulated Tone	25	2	58185843
58195940	Triggered	6	 NoSound	50	2	58195940
58201019	Triggered	5	 Modulated Tone	25	2	58201019
58205302	Triggered	8	 NoSound	50	2	58205302
58227618	Triggered	4	 NoSound	50	2	58227618
58238447	Triggered	5	 Modulated Tone	25	2	58238447
58242129	Triggered	2	 NoSound	50	2	58242129
58248271	Triggered	5	 Modulated Tone	25	2	58248271
58251681	Triggered	8	 NoSound	50	2	58251681
58263110	Triggered	1	 Modulated Tone	25	2	58263110
58269058	Triggered	5	 Modulated Tone	25	2	58269058
58272805	Triggered	2	 NoSound	50	2	58272805
58277815	Triggered	5	 Modulated Tone	25	2	58277815
58281360	Triggered	8	 NoSound	50	2	58281360
58292988	Triggered	5	 Modulated Tone	25	2	58292988
58296798	Triggered	8	 NoSound	50	2	58296798
58312039	Triggered	5	 Modulated Tone	25	2	58312039
58315989	Triggered	2	 NoSound	50	2	58315989
58321196	Triggered	5	 Modulated Tone	25	2	58321196
58324337	Triggered	8	 NoSound	50	2	58324337
58334963	Triggered	5	 Modulated Tone	25	2	58334963
58339910	Triggered	2	 NoSound	50	2	58339910
58345192	Triggered	5	 Modulated Tone	25	2	58345192
58348131	Triggered	8	 NoSound	50	2	58348131
58359161	Triggered	5	 Modulated Tone	25	2	58359161
58364040	Triggered	1	 Modulated Tone	25	2	58364040
58368991	Triggered	4	 NoSound	50	2	58368991
58382621	Triggered	1	 Modulated Tone	25	2	58382621
58386970	Triggered	4	 NoSound	50	2	58386970
58399006	Triggered	1	 Modulated Tone	25	2	58399006
58403276	Triggered	6	 NoSound	50	2	58403276
58409293	Triggered	1	 Modulated Tone	25	2	58409293
58412441	Triggered	4	 NoSound	50	2	58412441
58422727	Triggered	1	 Modulated Tone	25	2	58422727
58451803	Triggered	6	 NoSound	50	2	58451803
58456417	Triggered	1	 Modulated Tone	25	2	58456418
58461895	Triggered	6	 NoSound	50	2	58461895
58465308	Triggered	1	 Modulated Tone	25	2	58465308
58468714	Triggered	4	 NoSound	50	2	58468714
58481211	Triggered	1	 Modulated Tone	25	2	58481211
58487564	Triggered	8	 NoSound	50	2	58487564
58492041	Triggered	4	 NoSound	50	2	58492041
58504076	Triggered	1	 Modulated Tone	25	2	58504076
58508416	Triggered	4	 NoSound	50	2	58508416
58519378	Triggered	1	 Modulated Tone	25	2	58519378
58523328	Triggered	4	 NoSound	50	2	58523328
58535357	Triggered	1	 Modulated Tone	25	2	58535357
58539571	Triggered	4	 NoSound	50	2	58539571
58549055	Triggered	1	 Modulated Tone	25	2	58549055
58552937	Triggered	4	 NoSound	50	2	58552937
58563103	Triggered	1	 Modulated Tone	25	2	58563103
58567704	Triggered	5	 Modulated Tone	25	2	58567704
58571045	Triggered	2	 NoSound	50	2	58571045
58587158	Triggered	1	 Modulated Tone	25	2	58587158
58591566	Triggered	5	 Modulated Tone	25	2	58591566
58594646	Triggered	8	 NoSound	50	2	58594646
58601058	Triggered	5	 Modulated Tone	25	2	58601058
58604132	Triggered	8	 NoSound	50	2	58604132
58609484	Triggered	5	 Modulated Tone	25	2	58609484
58613089	Triggered	2	 NoSound	50	2	58613089
