Ver1.3	936718253	StartFile	1/4/2021	9:48:34 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\010421\SoundData.txt	936718253
937138845	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	937138845
937139046	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	937139046
937156826	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937156826
937162841	Triggered	6,47,48,49,50,51,	 NoSound	40	2	937162841
937177880	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937177880
937190112	Triggered	6,47,48,49,50,51,	 NoSound	40	2	937190112
937193991	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937193991
937234627	Triggered	6,47,48,49,50,51,	 NoSound	40	2	937234627
937239373	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937239373
937239577	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	937239577
937243116	Triggered	4,42,43,44,45,46,	 NoSound	40	2	937243116
937243317	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	937243317
937258096	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937258096
937258300	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	937258300
937261031	Triggered	4,42,43,44,45,46,	 NoSound	40	2	937261031
937261232	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	937261232
937273797	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937273797
937274001	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	937274001
937277205	Triggered	4,42,43,44,45,46,	 NoSound	40	2	937277205
937277406	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	937277406
937288775	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937288775
937288978	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	937288978
937291377	Triggered	4,42,43,44,45,46,	 NoSound	40	2	937291377
937291578	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	937291578
937304610	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937304610
937304813	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	937304813
937307351	Triggered	4,42,43,44,45,46,	 NoSound	40	2	937307351
937307553	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	937307553
937322524	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937322524
937322725	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	937322725
937325731	Triggered	4,42,43,44,45,46,	 NoSound	40	2	937325731
937325934	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	937325934
937339703	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	937339703
937339904	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	937339904
937366772	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	937366772
937370048	Triggered	8,52,53,54,55,56,	 NoSound	40	2	937370048
937370259	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	937370259
937379806	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	937379806
937382684	Triggered	8,52,53,54,55,56,	 NoSound	40	2	937382684
937382886	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	937382886
937392111	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	937392111
937395914	Triggered	8,52,53,54,55,56,	 NoSound	40	2	937395914
937396115	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	937396115
937404203	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	937404203
937404407	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	937404407
937407746	Triggered	8,52,53,54,55,56,	 NoSound	40	2	937407746
937407947	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	937407947
937415632	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	937415632
937415836	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	937415836
937419844	Triggered	2,37,38,39,40,41,	 NoSound	40	2	937419844
937420045	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	937420045
937429068	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	937429068
