Monday, January 25, 2021	12:25:49 PM	Game1.txt	1083316647
Cued	Now	1083349196
9	BlinkStart	1083349269
9	BlinkEnd	1083444735
23,5	BlinkStart	1083444822
23,5	BlinkEnd	1083492313
5	0DropFeed	1083492393
23	NoFeedAbort	1083492473
1	BlinkStart	1083502488
1	BlinkEnd	1083507175
1	NoFeedLowProb	1083507255
6,50	BlinkStart	1083507287
6,50	BlinkEnd	1083511326
6	Feed	1083511406
50	Feed	1083511486
1	BlinkStart	1083511573
1	BlinkEnd	1083527329
1	NoFeedLowProb	1083527409
6,50	BlinkStart	1083527433
6,50	BlinkEnd	1083531120
6	Feed	1083531200
50	Feed	1083531280
1	BlinkStart	1083531399
1	BlinkEnd	1083543996
1	NoFeedLowProb	1083544076
6,50	BlinkStart	1083544103
6,50	BlinkEnd	1083547612
6	Feed	1083547693
50	Feed	1083547773
21,1	BlinkStart	1083547864
21,1	BlinkEnd	1083559519
1	0DropFeed	1083559599
21	Feed	1083559679
6,50,4,43	BlinkStart	1083559789
6,50,4,43	BlinkEnd	1083563550
6	Feed	1083563630
50	Feed	1083563710
20,1	BlinkStart	1083563807
20,1	BlinkEnd	1083575763
1	0DropFeed	1083575843
20	Feed	1083575924
6,50,4,43	BlinkStart	1083576023
6,50,4,43	BlinkEnd	1083579675
4	Feed	1083579755
43	Feed	1083579835
19,1	BlinkStart	1083579932
19,1	BlinkEnd	1083587497
1	0DropFeed	1083587577
19	Feed	1083587657
6,50,4,43	BlinkStart	1083587772
6,50,4,43	BlinkEnd	1083591407
6	Feed	1083591487
50	Feed	1083591567
18,1	BlinkStart	1083591674
18,1	BlinkEnd	1083603319
1	0DropFeed	1083603400
18	Feed	1083603481
6,50,4,43	BlinkStart	1083603595
6,50,4,43	BlinkEnd	1083606869
6	Feed	1083606949
50	Feed	1083607030
17,1	BlinkStart	1083607140
17,1	BlinkEnd	1083620167
1	0DropFeed	1083620248
17	Feed	1083620328
6,50,4,43	BlinkStart	1083620442
6,50,4,43	BlinkEnd	1083623300
6	Feed	1083623380
50	Feed	1083623460
16,1	BlinkStart	1083623560
16,1	BlinkEnd	1083635510
1	0DropFeed	1083635590
16	Feed	1083635670
6,50,4,43	BlinkStart	1083635785
6,50,4,43	BlinkEnd	1083638818
6	Feed	1083638898
50	Feed	1083638978
14,1	BlinkStart	1083639086
14,1	BlinkEnd	1083652053
1	0DropFeed	1083652133
14	NoFeedAbort	1083652213
5	BlinkStart	1083662229
5	BlinkEnd	1083670648
5	NoFeedLowProb	1083670728
8,55	BlinkStart	1083670744
8,55	BlinkEnd	1083674379
8	Feed	1083674459
55	Feed	1083674539
5	BlinkStart	1083674640
5	BlinkEnd	1083684243
5	NoFeedLowProb	1083684323
8,55	BlinkStart	1083684342
8,55	BlinkEnd	1083687311
8	Feed	1083687391
55	Feed	1083687471
5	BlinkStart	1083687577
5	BlinkEnd	1083696396
5	NoFeedLowProb	1083696476
8,55	BlinkStart	1083696501
8,55	BlinkEnd	1083699413
8	Feed	1083699493
55	Feed	1083699573
30,5	BlinkStart	1083699675
30,5	BlinkEnd	1083709031
5	0DropFeed	1083709111
30	Feed	1083709192
8,55,2	BlinkStart	1083709278
8,55,2	BlinkEnd	1083711558
8	Feed	1083711638
55	Feed	1083711718
29,5	BlinkStart	1083711864
29,5	BlinkEnd	1083720707
5	0DropFeed	1083720788
29	Feed	1083720868
8,55,2	BlinkStart	1083721009
8,55,2	BlinkEnd	1083723474
8	Feed	1083723554
55	Feed	1083723634
28,5	BlinkStart	1083723784
28,5	BlinkEnd	1083733043
5	0DropFeed	1083733123
28	Feed	1083733203
8,55,2	BlinkStart	1083733376
8,55,2	BlinkEnd	1083735684
8	Feed	1083735765
55	Feed	1083735845
27,5	BlinkStart	1083736020
27,5	BlinkEnd	1083746032
5	0DropFeed	1083746113
27	Feed	1083746193
8,55,2	BlinkStart	1083746354
8,55,2	BlinkEnd	1083749644
8	Feed	1083749724
