Ver1.2	927836337	StartFile	5/23/2020	7:28:52 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\052320\SoundData.txt	927836337
928232982	Triggered	1	 Modulated Tone	25	2	928232982
928256910	Triggered	6	 NoSound	25	2	928256910
928274690	Triggered	1	 Modulated Tone	25	2	928274690
928328630	Triggered	4	 NoSound	25	2	928328630
928348349	Triggered	1	 Modulated Tone	25	2	928348349
928354699	Triggered	4	 NoSound	25	2	928354699
928365728	Triggered	1	 Modulated Tone	25	2	928365728
928370941	Triggered	4	 NoSound	25	2	928370941
928385779	Triggered	1	 Modulated Tone	25	2	928385779
928390926	Triggered	6	 NoSound	25	2	928390926
928404629	Triggered	1	 Modulated Tone	25	2	928404629
928409107	Triggered	4	 NoSound	25	2	928409107
928421678	Triggered	1	 Modulated Tone	25	2	928421678
928425617	Triggered	4	 NoSound	25	2	928425617
928435977	Triggered	1	 Modulated Tone	25	2	928435977
928441124	Triggered	5	 PureTone-5kHz	25	2	928441124
928446605	Triggered	8	 NoSound	25	2	928446605
928472942	Triggered	5	 PureTone-5kHz	25	2	928472942
928477953	Triggered	8	 NoSound	25	2	928477953
928489784	Triggered	5	 PureTone-5kHz	25	2	928489784
928494865	Triggered	8	 NoSound	25	2	928494865
928504623	Triggered	5	 PureTone-5kHz	25	2	928504623
928508836	Triggered	2	 NoSound	25	2	928508836
928523138	Triggered	5	 PureTone-5kHz	25	2	928523138
928528887	Triggered	1	 Modulated Tone	25	2	928528887
928533899	Triggered	6	 NoSound	25	2	928533899
928546465	Triggered	1	 Modulated Tone	25	2	928546465
928550747	Triggered	6	 NoSound	25	2	928550747
928561371	Triggered	1	 Modulated Tone	25	2	928561371
928570528	Triggered	4	 NoSound	25	2	928570528
928579619	Triggered	1	 Modulated Tone	25	2	928579619
928589444	Triggered	6	 NoSound	25	2	928589444
928598869	Triggered	1	 Modulated Tone	25	2	928598869
928603552	Triggered	4	 NoSound	25	2	928603552
928611771	Triggered	1	 Modulated Tone	25	2	928611771
928617249	Triggered	6	 NoSound	25	2	928617249
928626475	Triggered	1	 Modulated Tone	25	2	928626475
928631955	Triggered	6	 NoSound	25	2	928631955
928641045	Triggered	1	 Modulated Tone	25	2	928641045
928645189	Triggered	4	 NoSound	25	2	928645189
928651138	Triggered	1	 Modulated Tone	25	2	928651138
928655349	Triggered	5	 PureTone-5kHz	25	2	928655349
928659293	Triggered	2	 NoSound	25	2	928659293
928670526	Triggered	5	 PureTone-5kHz	25	2	928670526
928675936	Triggered	8	 NoSound	25	2	928675936
928691109	Triggered	5	 PureTone-5kHz	25	2	928691109
928696523	Triggered	1	 Modulated Tone	25	2	928696523
928699932	Triggered	4	 NoSound	25	2	928699932
928710092	Triggered	1	 Modulated Tone	25	2	928710092
928713634	Triggered	4	 NoSound	25	2	928713634
928725065	Triggered	1	 Modulated Tone	25	2	928725065
