Ver1.2	1453461587	StartFile	3/30/2020	2:18:37 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\033020\SoundData.txt	1453461587
1453736351	Triggered	2	 NoSound	50	2	1453736351
1453783549	Triggered	1	 PureTone-5kHz	50	2	1453783549
1453820579	Triggered	4	 NoSound	50	2	1453820579
1453840972	Triggered	1	 PureTone-5kHz	50	2	1453840972
1453845313	Triggered	4	 NoSound	50	2	1453845313
1453862764	Triggered	1	 PureTone-5kHz	50	2	1453862764
1453866501	Triggered	4	 NoSound	50	2	1453866501
1453883543	Triggered	1	 PureTone-5kHz	50	2	1453883543
1453888290	Triggered	4	 NoSound	50	2	1453888290
1453902594	Triggered	1	 PureTone-5kHz	50	2	1453902594
1453907539	Triggered	5	 PureTone-5kHz	50	2	1453907539
1453913086	Triggered	2	 NoSound	50	2	1453913086
1453921109	Triggered	5	 PureTone-5kHz	50	2	1453921109
1453926393	Triggered	2	 NoSound	50	2	1453926393
1453933274	Triggered	5	 PureTone-5kHz	50	2	1453933274
1453937687	Triggered	2	 NoSound	50	2	1453937687
1453961279	Triggered	5	 PureTone-5kHz	50	2	1453961279
1453966093	Triggered	2	 NoSound	50	2	1453966093
1453973511	Triggered	5	 PureTone-5kHz	50	2	1453973511
1453978259	Triggered	1	 PureTone-5kHz	50	2	1453978259
1453981934	Triggered	4	 NoSound	50	2	1453981934
1453992764	Triggered	1	 PureTone-5kHz	50	2	1453992764
1453996710	Triggered	4	 NoSound	50	2	1453996710
1454007806	Triggered	1	 PureTone-5kHz	50	2	1454007806
1454013420	Triggered	8	 NoSound	50	2	1454013420
1454026784	Triggered	7	 NoSound	50	2	1454026784
1454029325	Triggered	6	 NoSound	50	2	1454029325
1454036148	Triggered	4	 NoSound	50	2	1454036148
1454047704	Triggered	1	 PureTone-5kHz	50	2	1454047704
1454051983	Triggered	6	 NoSound	50	2	1454051983
1454062075	Triggered	1	 PureTone-5kHz	50	2	1454062075
1454067022	Triggered	5	 PureTone-5kHz	50	2	1454067022
1454071037	Triggered	2	 NoSound	50	2	1454071037
1454082595	Triggered	5	 PureTone-5kHz	50	2	1454082595
1454086338	Triggered	2	 NoSound	50	2	1454086338
1454097371	Triggered	5	 PureTone-5kHz	50	2	1454097371
1454101379	Triggered	2	 NoSound	50	2	1454101379
1454114878	Triggered	5	 PureTone-5kHz	50	2	1454114878
1454118822	Triggered	2	 NoSound	50	2	1454118822
1454143354	Triggered	5	 PureTone-5kHz	50	2	1454143354
1454148235	Triggered	1	 PureTone-5kHz	50	2	1454148235
1454151978	Triggered	6	 NoSound	50	2	1454151978
1454164543	Triggered	1	 PureTone-5kHz	50	2	1454164543
1454168085	Triggered	6	 NoSound	50	2	1454168085
1454181118	Triggered	1	 PureTone-5kHz	50	2	1454181118
1454184862	Triggered	6	 NoSound	50	2	1454184862
1454196832	Triggered	1	 PureTone-5kHz	50	2	1454196832
1454201241	Triggered	6	 NoSound	50	2	1454201241
1454214206	Triggered	1	 PureTone-5kHz	50	2	1454214206
1454219486	Triggered	5	 PureTone-5kHz	50	2	1454219486
1454222894	Triggered	8	 NoSound	50	2	1454222894
1454232856	Triggered	5	 PureTone-5kHz	50	2	1454232856
1454238266	Triggered	8	 NoSound	50	2	1454238266
1454247635	Triggered	5	 PureTone-5kHz	50	2	1454247635
1454257050	Triggered	2	 NoSound	50	2	1454257050
1454274830	Triggered	1	 PureTone-5kHz	50	2	1454274830
1454286800	Triggered	8	 NoSound	50	2	1454286800
1454315736	Triggered	7	 NoSound	50	2	1454315736
1454318551	Triggered	6	 NoSound	50	2	1454318551
1454326097	Triggered	5	 PureTone-5kHz	50	2	1454326097
1454330910	Triggered	8	 NoSound	50	2	1454330910
1454336864	Triggered	5	 PureTone-5kHz	50	2	1454336864
1454341537	Triggered	1	 PureTone-5kHz	50	2	1454341537
1454344281	Triggered	4	 NoSound	50	2	1454344281
1454377096	Triggered	1	 PureTone-5kHz	50	2	1454377096
1454381109	Triggered	4	 NoSound	50	2	1454381109
1454392538	Triggered	1	 PureTone-5kHz	50	2	1454392538
1454395878	Triggered	4	 NoSound	50	2	1454395878
1454404840	Triggered	1	 PureTone-5kHz	50	2	1454404840
1454410582	Triggered	6	 NoSound	50	2	1454410582
1454422550	Triggered	1	 PureTone-5kHz	50	2	1454422550
1454447349	Triggered	5	 PureTone-5kHz	50	2	1454447349
1454472015	Triggered	5	 PureTone-5kHz	50	2	1454472015
1454503562	Triggered	1	 PureTone-5kHz	50	2	1454503562
1454512849	Triggered	8	 NoSound	50	2	1454512849
1454527087	Triggered	5	 PureTone-5kHz	50	2	1454527087
1454531568	Triggered	8	 NoSound	50	2	1454531568
1454545670	Triggered	5	 PureTone-5kHz	50	2	1454545670
1454554633	Triggered	8	 NoSound	50	2	1454554633
1454568668	Triggered	5	 PureTone-5kHz	50	2	1454568668
1454573545	Triggered	2	 NoSound	50	2	1454573545
1454592257	Triggered	5	 PureTone-5kHz	50	2	1454592257
1454596602	Triggered	1	 PureTone-5kHz	50	2	1454596602
1454600011	Triggered	4	 NoSound	50	2	1454600011
1454616660	Triggered	1	 PureTone-5kHz	50	2	1454616660
1454620396	Triggered	4	 NoSound	50	2	1454620396
1454637108	Triggered	1	 PureTone-5kHz	50	2	1454637108
1454640584	Triggered	4	 NoSound	50	2	1454640584
1454650610	Triggered	1	 PureTone-5kHz	50	2	1454650610
1454654619	Triggered	6	 NoSound	50	2	1454654619
1454663513	Triggered	1	 PureTone-5kHz	50	2	1454663513
1454693058	Triggered	5	 PureTone-5kHz	50	2	1454693058
1454697064	Triggered	8	 NoSound	50	2	1454697064
1454737905	Triggered	2	 NoSound	50	2	1454737905
1454742450	Triggered	3	 NoSound	50	2	1454742450
1454744590	Triggered	4	 NoSound	50	2	1454744590
1454759295	Triggered	5	 PureTone-5kHz	50	2	1454759295
1454763712	Triggered	8	 NoSound	50	2	1454763712
1454876733	Triggered	7	 NoSound	50	2	1454876733
1454883214	Triggered	6	 NoSound	50	2	1454883214
1454896516	Triggered	5	 PureTone-5kHz	50	2	1454896516
1454900795	Triggered	8	 NoSound	50	2	1454900795
1454918245	Triggered	5	 PureTone-5kHz	50	2	1454918245
1454922455	Triggered	2	 NoSound	50	2	1454922455
1454937690	Triggered	5	 PureTone-5kHz	50	2	1454937690
1454942503	Triggered	1	 PureTone-5kHz	50	2	1454942503
1454946518	Triggered	4	 NoSound	50	2	1454946518
1454960684	Triggered	1	 PureTone-5kHz	50	2	1454960684
1454965031	Triggered	4	 NoSound	50	2	1454965031
1455099111	Triggered	1	 PureTone-5kHz	50	2	1455099111
1455141755	Triggered	4	 NoSound	50	2	1455141755
1455623682	Triggered	3	 NoSound	50	2	1455623682
1455659704	Triggered	6	 NoSound	50	2	1455659704
1455679425	Triggered	1	 PureTone-5kHz	50	2	1455679425
1455684035	Triggered	6	 NoSound	50	2	1455684035
1455707831	Triggered	1	 PureTone-5kHz	50	2	1455707831
1455753817	Triggered	5	 PureTone-5kHz	50	2	1455753817
1455757834	Triggered	8	 NoSound	50	2	1455757834
1455768655	Triggered	5	 PureTone-5kHz	50	2	1455768655
1455779082	Triggered	8	 NoSound	50	2	1455779082
1455799402	Triggered	5	 PureTone-5kHz	50	2	1455799402
1455808494	Triggered	8	 NoSound	50	2	1455808494
1455813840	Triggered	7	 NoSound	50	2	1455813840
1455815852	Triggered	6	 NoSound	50	2	1455815852
1455850139	Triggered	5	 PureTone-5kHz	50	2	1455850139
1455855414	Triggered	2	 NoSound	50	2	1455855414
1455869390	Triggered	5	 PureTone-5kHz	50	2	1455869390
1455874138	Triggered	1	 PureTone-5kHz	50	2	1455874138
1455877474	Triggered	4	 NoSound	50	2	1455877474
1455920184	Triggered	1	 PureTone-5kHz	50	2	1455920184
1455923732	Triggered	4	 NoSound	50	2	1455923732
1455933686	Triggered	1	 PureTone-5kHz	50	2	1455933686
1455939702	Triggered	4	 NoSound	50	2	1455939702
1455950863	Triggered	1	 PureTone-5kHz	50	2	1455950863
1455954340	Triggered	6	 NoSound	50	2	1455954340
1455966304	Triggered	1	 PureTone-5kHz	50	2	1455966304
1455974391	Triggered	5	 PureTone-5kHz	50	2	1455974391
1455978268	Triggered	2	 NoSound	50	2	1455978268
1455992576	Triggered	5	 PureTone-5kHz	50	2	1455992576
1456000660	Triggered	2	 NoSound	50	2	1456000660
1456013031	Triggered	5	 PureTone-5kHz	50	2	1456013031
1456017571	Triggered	2	 NoSound	50	2	1456017571
1456028334	Triggered	5	 PureTone-5kHz	50	2	1456028334
1456033150	Triggered	2	 NoSound	50	2	1456033150
1456043310	Triggered	5	 PureTone-5kHz	50	2	1456043310
1456049120	Triggered	1	 PureTone-5kHz	50	2	1456049120
1456052738	Triggered	6	 NoSound	50	2	1456052738
1456065837	Triggered	1	 PureTone-5kHz	50	2	1456065837
1456069907	Triggered	6	 NoSound	50	2	1456069907
1456081138	Triggered	1	 PureTone-5kHz	50	2	1456081138
1456095311	Triggered	6	 NoSound	50	2	1456095311
1456124384	Triggered	7	 NoSound	50	2	1456124384
1456126255	Triggered	8	 NoSound	50	2	1456126255
1456139488	Triggered	1	 PureTone-5kHz	50	2	1456139488
1456145642	Triggered	4	 NoSound	50	2	1456145642
1456169306	Triggered	1	 PureTone-5kHz	50	2	1456169306
1456184273	Triggered	5	 PureTone-5kHz	50	2	1456184273
1456187881	Triggered	2	 NoSound	50	2	1456187881
1456198781	Triggered	5	 PureTone-5kHz	50	2	1456198781
1456243692	Triggered	2	 NoSound	50	2	1456243692
1456258338	Triggered	5	 PureTone-5kHz	50	2	1456258338
1456262877	Triggered	2	 NoSound	50	2	1456262877
1456275442	Triggered	5	 PureTone-5kHz	50	2	1456275442
1456280724	Triggered	8	 NoSound	50	2	1456280724
1456299179	Triggered	5	 PureTone-5kHz	50	2	1456299179
1456304721	Triggered	1	 PureTone-5kHz	50	2	1456304721
1456307659	Triggered	4	 NoSound	50	2	1456307659
1456322030	Triggered	1	 PureTone-5kHz	50	2	1456322030
1456326246	Triggered	4	 NoSound	50	2	1456326246
1456341020	Triggered	1	 PureTone-5kHz	50	2	1456341020
1456345893	Triggered	4	 NoSound	50	2	1456345893
1456362003	Triggered	1	 PureTone-5kHz	50	2	1456362003
1456386266	Triggered	6	 NoSound	50	2	1456386266
1457877685	Triggered	1	 PureTone-5kHz	50	2	1457877685
1457886648	Triggered	5	 PureTone-5kHz	50	2	1457886648
1457892058	Triggered	8	 NoSound	50	2	1457892058
1458069651	Triggered	7	 NoSound	50	2	1458069651
1458071856	Triggered	8	 NoSound	50	2	1458071856
1458119654	Triggered	1	 PureTone-5kHz	50	2	1458119654
