Ver1.3	820848358	StartFile	7/8/2020	11:19:52 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\070820\SoundData.txt	820848358
821761161	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	821761161
821761364	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	821761364
821778682	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821778682
821783553	Triggered	6,47,48,49,50,51,	 NoSound	40	2	821783553
821783755	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	821783755
821793646	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821793646
821800798	Triggered	6,47,48,49,50,51,	 NoSound	40	2	821800798
821801000	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	821801000
821809422	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821809422
821812563	Triggered	6,47,48,49,50,51,	 NoSound	40	2	821812563
821812764	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	821812764
821821185	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821821185
821821388	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	821821388
821824259	Triggered	6,47,48,49,50,51,	 NoSound	40	2	821824259
821824459	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	821824459
821833484	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821833484
821833687	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	821833687
821836625	Triggered	6,47,48,49,50,51,	 NoSound	40	2	821836625
821836826	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	821836826
821844379	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821844379
821844580	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	821844580
821848190	Triggered	4,42,43,44,45,46,	 NoSound	40	2	821848190
821848392	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	821848392
821860219	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821860219
821860421	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	821860421
821864631	Triggered	6,47,48,49,50,51,	 NoSound	40	2	821864631
821864833	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	821864833
821872585	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821872585
821872788	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	821872788
821876462	Triggered	4,42,43,44,45,46,	 NoSound	40	2	821876462
821876665	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	821876665
821888494	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821888494
821888695	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	821888695
821892103	Triggered	4,42,43,44,45,46,	 NoSound	40	2	821892103
821892305	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	821892305
821903603	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821903603
821903803	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	821903803
821914898	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	821914898
821918505	Triggered	2,37,38,39,40,41,	 NoSound	40	2	821918505
821918719	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	821918719
821929467	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	821929467
821932876	Triggered	2,37,38,39,40,41,	 NoSound	40	2	821932876
821933080	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	821933080
821945175	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	821945175
821947915	Triggered	2,37,38,39,40,41,	 NoSound	40	2	821947915
821948130	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	821948130
821960683	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	821960683
821960884	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	821960884
821964291	Triggered	2,37,38,39,40,41,	 NoSound	40	2	821964291
821964493	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	821964493
821977191	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	821977191
821977393	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	821977393
821987887	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	821987887
821991764	Triggered	6,47,48,49,50,51,	 NoSound	40	2	821991764
821991967	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	821991967
822001455	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822001455
822005269	Triggered	6,47,48,49,50,51,	 NoSound	40	2	822005269
822005471	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	822005471
822014233	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822014233
822020504	Triggered	6,47,48,49,50,51,	 NoSound	40	2	822020504
822020705	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	822020705
822029862	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822029862
822030066	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	822030066
822032870	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822032870
822033073	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	822033073
822044770	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822044770
822044973	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	822044973
822047441	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822047441
822047642	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	822047642
822059211	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822059211
822059415	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	822059415
822061885	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822061885
822062087	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	822062087
822071907	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822071907
822072110	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	822072110
822074657	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822074657
822074860	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	822074860
822084938	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822084938
822085141	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	822085141
822087550	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822087550
822087754	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	822087754
822098579	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822098579
822098782	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	822098782
822101584	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822101584
822101786	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	822101786
822113147	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822113147
822113347	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	822113347
822126915	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	822126915
822130726	Triggered	2,37,38,39,40,41,	 NoSound	40	2	822130726
822136942	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	822136942
822140885	Triggered	2,37,38,39,40,41,	 NoSound	40	2	822140885
822145563	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	822145563
822150777	Triggered	2,37,38,39,40,41,	 NoSound	40	2	822150777
822154721	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	822154721
822154923	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	822154923
822159801	Triggered	8,52,53,54,55,56,	 NoSound	40	2	822159801
822160003	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	822160003
822170161	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	822170161
822170362	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	822170362
822181926	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822181926
822186403	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822186403
822186617	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	822186617
822195829	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822195829
822198643	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822198643
822198845	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	822198845
822207860	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	822207860
822211002	Triggered	4,42,43,44,45,46,	 NoSound	40	2	822211002
822211203	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	822211203
