Ver1.3	768815967	StartFile	8/3/2020	9:37:54 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\080320A\SoundData.txt	768815967
769142168	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	769142168
769142371	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	769142371
769165376	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769165376
769173184	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769173184
769173385	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769173385
769181671	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769181671
769186417	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769186417
769186618	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769186618
769194038	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769194038
769197914	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769197914
769198116	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769198116
769205534	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769205534
769205739	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769205739
769209410	Triggered	4,42,43,44,45,46,	 NoSound	40	2	769209410
769209612	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	769209612
769219035	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769219035
769219237	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769219237
769223383	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769223383
769223598	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769223598
769230866	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769230866
769231071	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769231071
769233474	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769233474
769233675	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769233675
769240759	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769240759
769240964	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769240964
769243767	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769243767
769243969	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769243969
769250717	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769250717
769250920	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769250920
769253926	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769253926
769254127	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769254127
769261212	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769261212
769261416	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769261416
769264355	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769264355
769264556	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769264556
769271640	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769271640
769271845	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769271845
769275050	Triggered	4,42,43,44,45,46,	 NoSound	40	2	769275050
769275266	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	769275266
769284340	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769284340
769284542	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769284542
769287547	Triggered	4,42,43,44,45,46,	 NoSound	40	2	769287547
769287747	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	769287747
769296838	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769296838
769297042	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769297042
769300045	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769300045
769300246	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769300246
769306936	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769306936
769307142	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769307142
769309818	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769309818
769310019	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769310019
769317364	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769317364
769317569	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769317569
769319967	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769319967
769320169	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769320169
769326328	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769326328
769326530	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769326530
769329055	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769329055
769329257	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769329257
769336541	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769336541
769336745	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769336745
769341028	Triggered	4,42,43,44,45,46,	 NoSound	40	2	769341028
769341230	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	769341230
769348507	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769348507
769348711	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	769348711
769351861	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769351861
769352063	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769352063
769359069	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769359069
769359273	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	769359273
769361475	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769361475
769361676	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769361676
769367555	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769367555
769367756	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	769367757
769370161	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769370161
769370363	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769370363
769377516	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769377516
769377720	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	769377720
769379654	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769379654
769379870	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769379870
769387807	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769387807
769388009	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	769388009
769390151	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769390151
769390353	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769390353
769398170	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769398170
769398385	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	769398385
769400375	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769400375
769400576	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769400576
769407461	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769407461
769407662	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	769407662
769410602	Triggered	6,47,48,49,50,51,	 NoSound	40	2	769410602
769410802	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	769410802
769418095	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	769418095
769418297	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	769418297
769432527	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	769432527
769437205	Triggered	8,52,53,54,55,56,	 NoSound	40	2	769437205
769437409	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	769437409
769451040	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	769451040
769453648	Triggered	8,52,53,54,55,56,	 NoSound	40	2	769453648
769453851	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	769453851
769463739	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	769463739
769466548	Triggered	8,52,53,54,55,56,	 NoSound	40	2	769466548
769466752	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	769466752
769477788	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	769477788
769477991	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	769477991
769480518	Triggered	8,52,53,54,55,56,	 NoSound	40	2	769480518
769480720	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	769480720
769492080	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	769492080
769492285	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	769492285
769494620	Triggered	8,52,53,54,55,56,	 NoSound	40	2	769494620
