Ver1.3	269760621	StartFile	7/28/2020	3:00:19 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\072820B\SoundData.txt	269760621
270006458	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270006458
270006659	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	270006659
270019426	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270019426
270033943	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270033943
270048101	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270048101
270048305	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270048305
270052378	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270052378
270052579	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270052579
270060667	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270060667
270060871	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270060871
270064743	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270064743
270070291	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270070291
270070493	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270070493
270080450	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270080450
270080652	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270080652
270093820	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270093820
270094023	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270094023
270097428	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270097428
270110328	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270110328
270110531	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270110531
270113670	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270113670
270113871	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270113871
270122627	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270122627
270122829	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270122829
270130781	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270130781
270130993	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270130993
270140206	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270140206
270140408	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270140408
270144485	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270144485
270144685	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270144685
270153775	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270153775
270153977	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270153977
270157785	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270157785
270162931	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270162931
270163136	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270163136
270168751	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270168751
270168953	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270168953
270191139	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270191139
270191343	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270191343
270194281	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270194281
270199694	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270199694
270199897	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270199897
270203172	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270203172
270203372	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270203372
270213263	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270213263
270213466	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270213466
270216940	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270216940
270236055	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270236055
270236258	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270236258
270239393	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270239393
270239594	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270239594
270250696	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270250696
270250898	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	270250898
270264605	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270264605
270264807	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270264807
270275024	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270275024
270275227	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	270275227
270277900	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270277900
270278100	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270278100
270286388	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270286388
270286589	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	270286589
270289195	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270289195
270289397	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270289397
270296220	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270296220
270296423	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	270296423
270299697	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270299697
270304569	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270304569
270304771	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	270304771
270307375	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270307375
270307576	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270307576
270314601	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270314601
270314803	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	270314803
270318405	Triggered	4,42,43,44,45,46,	 NoSound	40	2	270318405
270318605	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	270318605
270325701	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270325701
270325904	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	270325904
270329167	Triggered	6,47,48,49,50,51,	 NoSound	40	2	270329167
270333243	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	270333243
270333443	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	270333443
270356102	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270356102
270364524	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270364524
270364727	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270364727
270377492	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270377492
270377696	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270377696
270380165	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270380165
270380367	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270380367
270391596	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270391596
270391799	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270391799
270394073	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270394073
270394275	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270394275
270406033	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270406033
270406238	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270406238
270408373	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270408373
270408574	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270408574
270420737	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270420737
270420940	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270420940
270423076	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270423076
270423278	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270423278
270435776	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270435776
270435981	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270435981
270438115	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270438115
270438318	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270438318
270450348	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270450348
270450552	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270450552
270452688	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270452688
270452890	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270452890
270468461	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270468461
270468667	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270468667
270471002	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270471002
270471204	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270471204
270483033	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270483033
270483236	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270483236
270485439	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270485439
270485641	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270485641
270498073	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270498073
270498276	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270498276
270501146	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270501146
270501347	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270501347
270514182	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270514182
270514384	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270514384
270516721	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270516721
270516923	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270516923
270529822	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	270529822
270530028	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	270530028
270532429	Triggered	8,52,53,54,55,56,	 NoSound	40	2	270532429
270532630	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	270532630
