Ver1.3	1380663785	StartFile	4/13/2021	12:49:20 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\041321\SoundData.txt	1380663785
1381002846	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381002846
1381003049	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1381003049
1381017709	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381017709
1381017925	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1381017925
1381024449	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1381024449
1381024652	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1381024652
1381035757	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381035757
1381035959	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1381035959
1381040090	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1381040090
1381040292	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1381040292
1381053265	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381053265
1381053466	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1381053466
1381067344	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381067344
1381067549	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1381067549
1381070835	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1381070835
1381071035	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1381071035
1381076609	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381076609
1381076811	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1381076811
1381080820	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381080820
1381081022	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1381081022
1381091183	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381091183
1381091386	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1381091386
1381094898	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381094898
1381095100	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1381095100
1381103623	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381103623
1381103826	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1381103826
1381107474	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381107474
1381107676	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1381107676
1381117522	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381117522
1381117723	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1381117723
1381121432	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381121432
1381121632	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1381121632
1381131902	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381131902
1381132104	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1381132104
1381134971	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381134971
1381135173	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1381135173
1381145017	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381145017
1381145219	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1381145219
1381148087	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381148087
1381148289	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1381148289
1381158074	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381158074
1381158274	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1381158274
1381178170	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381178170
1381178373	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1381178373
1381180635	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1381180635
1381180837	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1381180837
1381190207	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381190207
1381190409	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1381190409
1381193512	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1381193512
1381193713	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1381193713
1381199648	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381199648
1381199850	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1381199850
1381215773	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381215773
1381215979	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1381215979
1381219021	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1381219021
1381219224	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1381219224
1381227926	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381227926
1381228129	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1381228129
1381230814	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381230814
1381231017	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1381231017
1381245252	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381245252
1381245456	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1381245456
1381247900	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381247900
1381248102	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1381248102
1381261740	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381261740
1381261943	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1381261943
1381264326	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381264326
1381264528	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1381264528
1381280036	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381280036
1381280238	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1381280238
1381282676	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381282676
1381282878	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1381282878
1381297838	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381297838
1381298041	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1381298041
1381300435	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381300435
1381300637	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1381300637
1381316791	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381316791
1381316993	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1381316993
1381319497	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381319497
1381319701	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	1381319701
1381333637	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381333637
1381333837	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1381333837
1381349280	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381349280
1381349495	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1381349495
1381352228	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1381352228
1381352429	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1381352429
1381362456	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381362456
1381362658	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1381362658
1381365585	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1381365585
1381365787	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1381365787
1381374730	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381374730
1381374931	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1381374931
1381394714	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381394714
1381394919	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1381394919
1381397353	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381397353
1381397555	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1381397555
1381412274	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381412274
1381412478	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1381412478
1381414981	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381414981
1381415183	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1381415183
1381428640	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381428640
1381428857	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1381428857
1381431346	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381431346
1381431548	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1381431548
1381446627	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381446627
1381446830	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1381446830
1381449396	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381449396
1381449597	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1381449597
1381464376	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381464376
1381464578	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1381464578
1381467024	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381467024
1381467225	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1381467225
1381487059	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381487059
1381487261	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1381487261
1381489766	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381489766
1381489969	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1381489969
1381505350	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381505350
1381505562	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1381505562
1381508117	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1381508117
1381508319	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1381508319
1381523519	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1381523519
1381523720	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1381523720
1381554024	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1381554024
1381554226	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1381554226
1381561364	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1381561364
1381561567	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1381561567
1381564011	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1381564011
