Ver1.2	1039042220	StartFile	2/6/2020	12:00:56 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\020620\SoundData.txt	1039042220
1039415079	Triggered	5	 Modulated Tone	25	2	1039415079
1039419556	Triggered	8	 NoSound	50	2	1039419556
1039438601	Triggered	5	 Modulated Tone	25	2	1039438601
1039443281	Triggered	2	 NoSound	50	2	1039443281
1039451635	Triggered	5	 Modulated Tone	25	2	1039451635
1039455981	Triggered	8	 NoSound	50	2	1039455981
1039476299	Triggered	5	 Modulated Tone	25	2	1039476299
1039480178	Triggered	2	 NoSound	50	2	1039480178
1039486929	Triggered	5	 Modulated Tone	25	2	1039486929
1039490677	Triggered	8	 NoSound	50	2	1039490677
1039508317	Triggered	5	 Modulated Tone	25	2	1039508317
1039512396	Triggered	2	 NoSound	50	2	1039512396
1039519147	Triggered	5	 Modulated Tone	25	2	1039519147
1039523358	Triggered	2	 NoSound	50	2	1039523358
1039529639	Triggered	5	 Modulated Tone	25	2	1039529639
1039533517	Triggered	2	 NoSound	50	2	1039533517
1039540200	Triggered	5	 Modulated Tone	25	2	1039540200
1039544211	Triggered	2	 NoSound	50	2	1039544211
1039550695	Triggered	5	 Modulated Tone	25	2	1039550695
1039554571	Triggered	2	 NoSound	50	2	1039554571
1039561121	Triggered	5	 Modulated Tone	25	2	1039561121
1039564930	Triggered	8	 NoSound	50	2	1039564930
1039581307	Triggered	5	 Modulated Tone	25	2	1039581307
1039585251	Triggered	8	 NoSound	50	2	1039585251
1039602831	Triggered	5	 Modulated Tone	25	2	1039602831
1039607443	Triggered	1	 Modulated Tone	25	2	1039607443
1039611126	Triggered	4	 NoSound	50	2	1039611126
1039629370	Triggered	1	 Modulated Tone	25	2	1039629370
1039633109	Triggered	6	 NoSound	50	2	1039633109
1039639860	Triggered	1	 Modulated Tone	25	2	1039639860
1039643471	Triggered	4	 NoSound	50	2	1039643471
1039662318	Triggered	1	 Modulated Tone	25	2	1039662318
1039665927	Triggered	6	 NoSound	50	2	1039665927
1039672277	Triggered	1	 Modulated Tone	25	2	1039672277
1039675898	Triggered	4	 NoSound	50	2	1039675898
1039693399	Triggered	1	 Modulated Tone	25	2	1039693399
1039697216	Triggered	6	 NoSound	50	2	1039697216
1039703559	Triggered	1	 Modulated Tone	25	2	1039703559
1039707903	Triggered	4	 NoSound	50	2	1039707903
1039723343	Triggered	1	 Modulated Tone	25	2	1039723343
1039727826	Triggered	6	 NoSound	50	2	1039727826
1039734040	Triggered	1	 Modulated Tone	25	2	1039734040
1039738650	Triggered	4	 NoSound	50	2	1039738650
1039755294	Triggered	1	 Modulated Tone	25	2	1039755294
1039759638	Triggered	4	 NoSound	50	2	1039759638
1039775746	Triggered	1	 Modulated Tone	25	2	1039775746
1039781228	Triggered	6	 NoSound	50	2	1039781228
1039787979	Triggered	1	 Modulated Tone	25	2	1039787979
1039792057	Triggered	4	 NoSound	50	2	1039792057
1039810037	Triggered	1	 Modulated Tone	25	2	1039810037
1039815654	Triggered	5	 Modulated Tone	25	2	1039815654
1039819663	Triggered	2	 NoSound	50	2	1039819663
1039833498	Triggered	5	 Modulated Tone	25	2	1039833498
1039838110	Triggered	8	 NoSound	50	2	1039838110
1039846665	Triggered	5	 Modulated Tone	25	2	1039846665
1039851084	Triggered	2	 NoSound	50	2	1039851084
1039865182	Triggered	5	 Modulated Tone	25	2	1039865182
1039869123	Triggered	8	 NoSound	50	2	1039869123
1039876343	Triggered	5	 Modulated Tone	25	2	1039876343
1039880353	Triggered	2	 NoSound	50	2	1039880353
1039895663	Triggered	5	 Modulated Tone	25	2	1039895663
1039899539	Triggered	8	 NoSound	50	2	1039899539
1039906090	Triggered	5	 Modulated Tone	25	2	1039906090
1039912370	Triggered	2	 NoSound	50	2	1039912370
1039931487	Triggered	5	 Modulated Tone	25	2	1039931488
1039935703	Triggered	2	 NoSound	50	2	1039935703
1039953146	Triggered	5	 Modulated Tone	25	2	1039953146
1039957893	Triggered	8	 NoSound	50	2	1039957893
1039970990	Triggered	5	 Modulated Tone	25	2	1039970990
1039974936	Triggered	8	 NoSound	50	2	1039974936
1040004276	Triggered	5	 Modulated Tone	25	2	1040004276
1040008887	Triggered	2	 NoSound	50	2	1040008887
1040025396	Triggered	5	 Modulated Tone	25	2	1040025396
1040031013	Triggered	2	 NoSound	50	2	1040031013
1040047996	Triggered	5	 Modulated Tone	25	2	1040047996
1040053206	Triggered	1	 Modulated Tone	25	2	1040053206
1040057548	Triggered	6	 NoSound	50	2	1040057548
1040078069	Triggered	1	 Modulated Tone	25	2	1040078069
1040082747	Triggered	4	 NoSound	50	2	1040082747
1040090501	Triggered	1	 Modulated Tone	25	2	1040090501
1040095380	Triggered	6	 NoSound	50	2	1040095380
1040114832	Triggered	1	 Modulated Tone	25	2	1040114832
1040119910	Triggered	4	 NoSound	50	2	1040119910
1040127667	Triggered	1	 Modulated Tone	25	2	1040127667
1040133546	Triggered	6	 NoSound	50	2	1040133546
1040156741	Triggered	1	 Modulated Tone	25	2	1040156741
1040161955	Triggered	4	 NoSound	50	2	1040161955
1040181741	Triggered	1	 Modulated Tone	25	2	1040181741
1040186149	Triggered	4	 NoSound	50	2	1040186149
1040194038	Triggered	1	 Modulated Tone	25	2	1040194038
1040199183	Triggered	4	 NoSound	50	2	1040199183
1040207872	Triggered	1	 Modulated Tone	25	2	1040207872
1040212819	Triggered	4	 NoSound	50	2	1040212819
1040221644	Triggered	1	 Modulated Tone	25	2	1040221644
1040226723	Triggered	4	 NoSound	50	2	1040226723
1040237550	Triggered	1	 Modulated Tone	25	2	1040237550
1040242300	Triggered	4	 NoSound	50	2	1040242300
1040249649	Triggered	1	 Modulated Tone	25	2	1040249649
1040254595	Triggered	4	 NoSound	50	2	1040254595
1040261881	Triggered	1	 Modulated Tone	25	2	1040261881
1040268435	Triggered	5	 Modulated Tone	25	2	1040268435
1040272508	Triggered	8	 NoSound	50	2	1040272508
1040379052	Triggered	5	 Modulated Tone	25	2	1040379052
1040384001	Triggered	2	 NoSound	50	2	1040384001
1040392621	Triggered	5	 Modulated Tone	25	2	1040392621
1040397568	Triggered	8	 NoSound	50	2	1040397568
1040416553	Triggered	5	 Modulated Tone	25	2	1040416553
1040422299	Triggered	2	 NoSound	50	2	1040422299
1040430921	Triggered	5	 Modulated Tone	25	2	1040430921
1040435600	Triggered	8	 NoSound	50	2	1040435600
1040459529	Triggered	5	 Modulated Tone	25	2	1040459529
1040465084	Triggered	2	 NoSound	50	2	1040465084
1040473035	Triggered	5	 Modulated Tone	25	2	1040473035
1040478045	Triggered	8	 NoSound	50	2	1040478045
1040497762	Triggered	5	 Modulated Tone	25	2	1040497762
1040503310	Triggered	8	 NoSound	50	2	1040503310
1040544083	Triggered	5	 Modulated Tone	25	2	1040544083
1040549431	Triggered	8	 NoSound	50	2	1040549431
1040571087	Triggered	5	 Modulated Tone	25	2	1040571087
1040576567	Triggered	8	 NoSound	50	2	1040576567
1040598500	Triggered	5	 Modulated Tone	25	2	1040598500
1040604107	Triggered	8	 NoSound	50	2	1040604107
