Ver1.2	898285681	StartFile	2/25/2020	12:12:18 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\022520\SoundData.txt	898285681
898730247	Triggered	4	 NoSound	50	2	898730247
898735691	Triggered	1	 Modulated Tone	25	2	898735691
898741703	Triggered	6	 NoSound	50	2	898741703
898751812	Triggered	1	 Modulated Tone	25	2	898751812
898758190	Triggered	4	 NoSound	50	2	898758190
898780045	Triggered	1	 Modulated Tone	25	2	898780045
898785148	Triggered	4	 NoSound	50	2	898785148
898801328	Triggered	1	 Modulated Tone	25	2	898801328
898810413	Triggered	5	 Modulated Tone	25	2	898810413
898818781	Triggered	6	 NoSound	50	2	898818781
898824732	Triggered	1	 Modulated Tone	25	2	898824732
898833756	Triggered	6	 NoSound	50	2	898833756
898838389	Triggered	8	 NoSound	50	2	898838389
898845369	Triggered	1	 Modulated Tone	25	2	898845369
898849280	Triggered	4	 NoSound	50	2	898849280
898862516	Triggered	1	 Modulated Tone	25	2	898862516
898866968	Triggered	4	 NoSound	50	2	898866968
898877685	Triggered	1	 Modulated Tone	25	2	898877685
898881589	Triggered	4	 NoSound	50	2	898881589
898891400	Triggered	1	 Modulated Tone	25	2	898891400
898895307	Triggered	4	 NoSound	50	2	898895307
898906076	Triggered	1	 Modulated Tone	25	2	898906076
898909934	Triggered	4	 NoSound	50	2	898909934
898920576	Triggered	1	 Modulated Tone	25	2	898920576
898924127	Triggered	4	 NoSound	50	2	898924127
898935197	Triggered	1	 Modulated Tone	25	2	898935197
898938928	Triggered	4	 NoSound	50	2	898938928
898948734	Triggered	1	 Modulated Tone	25	2	898948734
898954028	Triggered	5	 Modulated Tone	25	2	898954028
898957281	Triggered	8	 NoSound	50	2	898957281
898968108	Triggered	5	 Modulated Tone	25	2	898968108
898973040	Triggered	8	 NoSound	50	2	898973040
898984774	Triggered	6	 NoSound	50	2	898984774
898989647	Triggered	5	 Modulated Tone	25	2	898989647
898993437	Triggered	2	 NoSound	50	2	898993437
898998610	Triggered	5	 Modulated Tone	25	2	898998610
899004326	Triggered	2	 NoSound	50	2	899004326
899008479	Triggered	5	 Modulated Tone	25	2	899008479
899015699	Triggered	8	 NoSound	50	2	899015699
899021776	Triggered	1	 Modulated Tone	25	2	899021776
899026230	Triggered	2	 NoSound	50	2	899026230
899030980	Triggered	5	 Modulated Tone	25	2	899030980
899033809	Triggered	8	 NoSound	50	2	899033809
899043675	Triggered	5	 Modulated Tone	25	2	899043675
899046563	Triggered	8	 NoSound	50	2	899046563
899055830	Triggered	5	 Modulated Tone	25	2	899055830
899058657	Triggered	8	 NoSound	50	2	899058657
899068404	Triggered	5	 Modulated Tone	25	2	899068404
899071111	Triggered	8	 NoSound	50	2	899071111
899080859	Triggered	5	 Modulated Tone	25	2	899080859
899083747	Triggered	8	 NoSound	50	2	899083747
899092892	Triggered	5	 Modulated Tone	25	2	899092892
899095779	Triggered	8	 NoSound	50	2	899095779
899104443	Triggered	5	 Modulated Tone	25	2	899104443
899107154	Triggered	8	 NoSound	50	2	899107154
899116355	Triggered	5	 Modulated Tone	25	2	899116355
899120146	Triggered	8	 NoSound	50	2	899120146
899125141	Triggered	1	 Modulated Tone	25	2	899125141
899128270	Triggered	4	 NoSound	50	2	899128270
899133142	Triggered	1	 Modulated Tone	25	2	899133142
899138199	Triggered	4	 NoSound	50	2	899138199
899143490	Triggered	1	 Modulated Tone	25	2	899143490
899148785	Triggered	5	 Modulated Tone	25	2	899148785
899153057	Triggered	6	 NoSound	50	2	899153057
899158832	Triggered	4	 NoSound	50	2	899158832
899163710	Triggered	1	 Modulated Tone	25	2	899163710
899166535	Triggered	6	 NoSound	50	2	899166535
899176762	Triggered	1	 Modulated Tone	25	2	899176762
899179952	Triggered	6	 NoSound	50	2	899179952
899190240	Triggered	1	 Modulated Tone	25	2	899190240
899193131	Triggered	6	 NoSound	50	2	899193131
899204378	Triggered	1	 Modulated Tone	25	2	899204378
899208410	Triggered	6	 NoSound	50	2	899208410
899219480	Triggered	1	 Modulated Tone	25	2	899219480
899222488	Triggered	6	 NoSound	50	2	899222488
899233258	Triggered	1	 Modulated Tone	25	2	899233258
899236207	Triggered	6	 NoSound	50	2	899236207
899246435	Triggered	1	 Modulated Tone	25	2	899246435
899249201	Triggered	6	 NoSound	50	2	899249201
899259250	Triggered	1	 Modulated Tone	25	2	899259250
899262139	Triggered	6	 NoSound	50	2	899262139
899272426	Triggered	1	 Modulated Tone	25	2	899272426
899275254	Triggered	6	 NoSound	50	2	899275254
899287412	Triggered	1	 Modulated Tone	25	2	899287412
899292521	Triggered	5	 Modulated Tone	25	2	899292521
899295233	Triggered	8	 NoSound	50	2	899295233
899312978	Triggered	5	 Modulated Tone	25	2	899312978
899315628	Triggered	8	 NoSound	50	2	899315628
899325433	Triggered	5	 Modulated Tone	25	2	899325433
899329222	Triggered	8	 NoSound	50	2	899329222
899334938	Triggered	2	 NoSound	50	2	899334938
899339571	Triggered	5	 Modulated Tone	25	2	899339571
899345949	Triggered	1	 Modulated Tone	25	2	899345949
899349678	Triggered	2	 NoSound	50	2	899349678
899353110	Triggered	5	 Modulated Tone	25	2	899353110
899357741	Triggered	8	 NoSound	50	2	899357741
899363340	Triggered	1	 Modulated Tone	25	2	899363340
899367308	Triggered	2	 NoSound	50	2	899367308
899371458	Triggered	5	 Modulated Tone	25	2	899371458
899374046	Triggered	8	 NoSound	50	2	899374046
899382950	Triggered	5	 Modulated Tone	25	2	899382950
899385659	Triggered	8	 NoSound	50	2	899385659
899395766	Triggered	5	 Modulated Tone	25	2	899395766
899398419	Triggered	8	 NoSound	50	2	899398419
899407559	Triggered	5	 Modulated Tone	25	2	899407559
899410385	Triggered	8	 NoSound	50	2	899410385
