Ver1.3	1982552867	StartFile	8/17/2020	10:46:51 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\081720A\SoundData.txt	1982552867
1983149900	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983149900
1983150101	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1983150101
1983163267	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983163267
1983166743	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1983166743
1983166944	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1983166944
1983177772	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983177772
1983177974	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1983177974
1983181115	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1983181115
1983181317	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1983181317
1983195953	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983195953
1983196154	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1983196154
1983208720	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983208720
1983211527	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983211527
1983211728	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1983211728
1983221619	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983221619
1983221822	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1983221822
1983225362	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983225362
1983225563	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1983225563
1983234252	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983234252
1983234456	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1983234456
1983237728	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983237728
1983242273	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983242273
1983242476	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1983242476
1983246016	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983246016
1983246218	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1983246218
1983255241	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983255241
1983255457	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1983255457
1983259049	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983259049
1983270078	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983270078
1983270280	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1983270280
1983273823	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983273823
1983274024	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1983274024
1983281107	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983281107
1983281308	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1983281308
1983285052	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983285052
1983289129	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983289129
1983289330	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1983289330
1983304033	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983304033
1983306649	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1983306649
1983306850	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1983306850
1983318270	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983318270
1983318472	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1983318472
1983321548	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1983321548
1983321748	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1983321748
1983330437	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983330437
1983330639	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1983330639
1983341465	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983341465
1983344472	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983344472
1983344673	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1983344673
1983352760	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983352760
1983352963	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1983352963
1983355569	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983355569
1983355771	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1983355771
1983363322	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983363322
1983363526	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1983363526
1983366598	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983366598
1983366799	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983366799
1983377893	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983377893
1983378094	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1983378094
1983380834	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983380834
1983381035	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983381035
1983393613	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983393613
1983393816	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1983393816
1983396344	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983396344
1983396546	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983396546
1983407719	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983407719
1983407921	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1983407921
1983411112	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983411112
1983411314	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983411314
1983423683	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983423683
1983423885	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1983423885
1983427222	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983427222
1983427422	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983427422
1983440790	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983440790
1983440990	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1983440990
1983455162	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1983455162
1983455366	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1983455366
1983465588	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983465588
1983465790	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1983465790
1983469199	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1983469199
1983469400	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1983469400
1983481363	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983481363
1983481566	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1983481566
1983495332	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983495332
1983495547	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983495547
1983506628	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983506628
1983506832	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1983506832
1983509636	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983509636
1983509838	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983509838
1983521536	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983521536
1983521738	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1983521738
1983524742	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983524742
1983524944	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983524944
1983537920	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983537920
1983538124	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1983538124
1983541185	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983541185
1983541387	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983541387
1983553017	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983553017
1983553221	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1983553221
1983555956	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983555956
1983556158	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983556158
1983568791	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983568791
1983568993	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1983568993
1983572333	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983572333
1983572534	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983572534
1983583496	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983583496
1983583710	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1983583710
1983587305	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983587305
1983587507	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983587507
1983598400	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983598400
1983598613	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1983598613
1983612437	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1983612437
1983612641	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1983612641
1983622062	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983622062
1983622264	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1983622264
1983625538	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1983625538
1983631691	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983631691
1983631893	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1983631893
1983642582	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983642582
1983646192	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983646192
1983646393	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1983646393
1983656421	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983656421
1983656625	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1983656625
1983660096	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983660096
1983660297	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983660297
1983671793	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983671793
1983671996	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1983671996
1983675402	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983675402
1983675603	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983675603
1983688302	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983688302
1983688506	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1983688506
1983691712	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983691712
1983691914	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983691914
1983703546	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983703546
1983703748	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1983703748
1983706818	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983706818
1983707018	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983707018
1983719182	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983719182
1983719384	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1983719384
1983722925	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983722925
1983723126	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983723126
1983737162	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983737162
1983737365	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1983737365
1983740509	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983740509
1983740710	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1983740710
1983754341	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983754341
1983754542	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1983754542
1983768645	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1983768645
1983768847	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1983768847
1983776332	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983776332
1983776533	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1983776533
1983780008	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1983780008
1983793711	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983793711
1983793911	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1983793911
1983805748	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983805748
1983809150	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983809150
1983809352	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1983809352
1983820046	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983820046
1983820250	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1983820250
1983822987	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983822987
1983823188	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1983823188
1983835085	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983835085
1983835289	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1983835289
1983838096	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983838096
1983838299	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1983838299
1983848393	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983848393
1983848594	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1983848594
1983851460	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983851460
1983851661	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1983851661
1983864227	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983864227
1983864428	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1983864428
1983867502	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983867502
1983867704	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1983867704
1983883349	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983883349
1983883551	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1983883551
1983886285	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983886285
1983886487	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1983886487
1983901006	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983901006
1983901208	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1983901208
1983904539	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983904539
1983904742	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1983904742
1983920175	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983920175
1983920389	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1983920389
1983934945	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1983934945
1983935149	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1983935149
1983944239	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983944239
1983944441	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1983944441
1983948714	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1983948714
1983948916	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1983948916
1983960879	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1983960879
1983961081	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1983961081
1983976319	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1983976319
1983976524	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1983976524
1983990424	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1983990424
1983990626	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1983990626
1983993631	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1983993631
1983993831	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1983993831
1984004393	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984004393
1984004595	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1984004595
1984007600	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984007600
1984007814	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1984007814
1984017427	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984017427
1984017630	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1984017630
1984020767	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984020767
1984020969	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1984020969
1984030125	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984030126
1984030328	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1984030328
1984033669	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984033669
1984033870	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1984033870
1984042023	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984042023
1984042225	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1984042225
1984045969	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984045969
1984046170	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1984046170
1984054863	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984054863
1984055066	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1984055066
1984058735	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984058735
1984058936	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1984058936
1984066822	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984066822
1984067022	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1984067022
1984077248	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1984077248
1984081326	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1984081326
1984081528	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1984081528
1984093090	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1984093090
1984093292	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1984093292
1984097167	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1984097167
1984097368	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1984097368
1984109273	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1984109273
1984109475	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1984109475
1984124438	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1984124438
1984124641	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1984124641
1984137138	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984137138
1984137342	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1984137342
1984140614	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984140614
1984140816	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1984140816
1984151977	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984151977
1984152180	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1984152180
1984155252	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984155252
1984155453	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1984155453
1984168955	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984168955
1984169158	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1984169158
1984172028	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984172028
1984172230	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1984172230
1984185065	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984185065
1984185267	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1984185267
1984188740	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984188740
1984188940	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1984188940
1984209059	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984209059
1984209261	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1984209261
1984212603	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1984212603
1984212805	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1984212805
1984228244	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1984228244
1984228446	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1984228446
