Ver1.3	1446878147	StartFile	11/7/2020	9:58:30 AM	E:\BehavioralExperiments\Bobo\RawData\110720\SoundData.txt	1446878147
1449354419	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1449354419
1449354634	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1449354634
1449375176	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449375176
1449375394	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1449375394
1449379568	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449379568
1449379768	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1449379768
1449388652	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449388652
1449388855	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1449388855
1449393708	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449393708
1449393908	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1449393908
1449403093	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449403093
1449403295	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1449403295
1449408568	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449408568
1449408781	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1449408781
1449472223	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449472223
1449472436	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1449472436
1449491175	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449491175
1449495989	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449495989
1449496189	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449496189
1449508444	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449508444
1449512902	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449512902
1449513102	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449513102
1449524086	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449524086
1449528839	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1449528839
1449529040	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1449529040
1449555612	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449555612
1449561509	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1449561509
1449561710	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1449561710
1449592494	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449592494
1449592698	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1449592698
1449597187	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449597187
1449597388	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449597388
1449623359	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449623359
1449623561	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1449623561
1449628053	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449628053
1449628253	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449628253
1449640989	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449640989
1449641193	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1449641193
1449646103	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449646103
1449646317	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449646317
1449654344	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449654344
1449654547	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1449654547
1449659699	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449659699
1449659900	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449659900
1449668128	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449668128
1449668330	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1449668330
1449673056	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449673056
1449673257	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449673257
1449680817	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449680817
1449681019	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1449681019
1449686112	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1449686112
1449686312	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1449686312
1449695322	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1449695322
1449695522	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1449695522
1449718602	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449718602
1449722693	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1449722693
1449722894	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1449722894
1449731176	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449731176
1449735931	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449735931
1449736150	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1449736150
1449782256	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449782256
1449786528	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1449786528
1449786729	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1449786729
1449796696	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449796696
1449801149	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449801149
1449801351	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1449801351
1449879003	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449879003
1449879207	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1449879207
1449883215	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449883215
1449883416	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1449883416
1449901024	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449901024
1449901226	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1449901226
1449908424	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449908424
1449908625	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1449908625
1449938567	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449938567
1449938771	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1449938771
1449946329	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449946329
1449946530	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1449946530
1449966845	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449966845
1449967046	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1449967046
1449972741	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449972741
1449972943	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1449972943
1449985857	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1449985857
1449986059	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1449986059
1449990130	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1449990130
1449990331	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1449990331
1450003305	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1450003305
1450003506	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1450003506
1450009142	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1450009142
1450009343	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1450009343
1450025867	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1450025867
1450026068	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1450026068
