Ver1.3	1159343310	StartFile	5/26/2020	11:47:18 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\052620\SoundData.txt	1159343310
1159958970	Triggered	5,	 PureTone-5kHz	25	2	1159958970
1159964717	Triggered	8,	 NoSound	25	2	1159964717
1159977684	Triggered	5,	 PureTone-5kHz	25	2	1159977685
1159981165	Triggered	8,	 NoSound	25	2	1159981165
1159992322	Triggered	5,	 PureTone-5kHz	25	2	1159992322
1159996133	Triggered	2,	 NoSound	25	2	1159996133
1160005422	Triggered	5,	 PureTone-5kHz	25	2	1160005422
1160008899	Triggered	1,	 Modulated Tone	25	2	1160008899
1160012776	Triggered	4,	 NoSound	25	2	1160012776
1160024673	Triggered	1,	 Modulated Tone	25	2	1160024673
1160028416	Triggered	6,	 NoSound	25	2	1160028416
1160036575	Triggered	1,	 Modulated Tone	25	2	1160036575
1160040180	Triggered	4,	 NoSound	25	2	1160040180
1160049003	Triggered	1,	 Modulated Tone	25	2	1160049003
1160052211	Triggered	4,	 NoSound	25	2	1160052211
1160060902	Triggered	1,	 Modulated Tone	25	2	1160060902
1160063915	Triggered	4,	 NoSound	25	2	1160063915
1160072532	Triggered	1,	 Modulated Tone	25	2	1160072532
1160075807	Triggered	4,	 NoSound	25	2	1160075807
1160084896	Triggered	1,	 Modulated Tone	25	2	1160084896
1160087971	Triggered	4,	 NoSound	25	2	1160087971
1160096259	Triggered	1,	 Modulated Tone	25	2	1160096259
1160099534	Triggered	5,	 PureTone-5kHz	25	2	1160099534
1160102676	Triggered	2,	 NoSound	25	2	1160102676
1160111902	Triggered	5,	 PureTone-5kHz	25	2	1160111902
1160114841	Triggered	2,	 NoSound	25	2	1160114841
1160124200	Triggered	5,	 PureTone-5kHz	25	2	1160124200
1160127208	Triggered	2,	 NoSound	25	2	1160127208
1160136302	Triggered	5,	 PureTone-5kHz	25	2	1160136302
1160139104	Triggered	8,	 NoSound	25	2	1160139104
1160149999	Triggered	5,	 PureTone-5kHz	25	2	1160149999
1160153141	Triggered	1,	 Modulated Tone	25	2	1160153141
1160156083	Triggered	4,	 NoSound	25	2	1160156083
1160162298	Triggered	1,	 Modulated Tone	25	2	1160162298
1160165575	Triggered	4,	 NoSound	25	2	1160165575
1160172393	Triggered	1,	 Modulated Tone	25	2	1160172393
1160175533	Triggered	4,	 NoSound	25	2	1160175533
1160182151	Triggered	1,	 Modulated Tone	25	2	1160182151
1160185024	Triggered	4,	 NoSound	25	2	1160185024
1160191575	Triggered	1,	 Modulated Tone	25	2	1160191575
1160194516	Triggered	4,	 NoSound	25	2	1160194516
1160200932	Triggered	1,	 Modulated Tone	25	2	1160200932
1160204141	Triggered	6,	 NoSound	25	2	1160204141
1160214100	Triggered	1,	 Modulated Tone	25	2	1160214100
1160217242	Triggered	4,	 NoSound	25	2	1160217242
1160223391	Triggered	1,	 Modulated Tone	25	2	1160223391
1160226800	Triggered	5,	 PureTone-5kHz	25	2	1160226800
1160229941	Triggered	8,	 NoSound	25	2	1160229941
1160240033	Triggered	5,	 PureTone-5kHz	25	2	1160240033
1160243109	Triggered	2,	 NoSound	25	2	1160243109
1160253870	Triggered	5,	 PureTone-5kHz	25	2	1160253870
1160256945	Triggered	1,	 Modulated Tone	25	2	1160256945
1160259886	Triggered	6,	 NoSound	25	2	1160259886
1160268509	Triggered	1,	 Modulated Tone	25	2	1160268509
1160271650	Triggered	6,	 NoSound	25	2	1160271650
1160281275	Triggered	1,	 Modulated Tone	25	2	1160281275
1160284217	Triggered	6,	 NoSound	25	2	1160284217
1160292304	Triggered	1,	 Modulated Tone	25	2	1160292304
1160295311	Triggered	4,	 NoSound	25	2	1160295311
1160300193	Triggered	1,	 Modulated Tone	25	2	1160300193
1160303734	Triggered	6,	 NoSound	25	2	1160303734
1160313560	Triggered	1,	 Modulated Tone	25	2	1160313560
1160316566	Triggered	4,	 NoSound	25	2	1160316566
1160321513	Triggered	1,	 Modulated Tone	25	2	1160321513
1160324995	Triggered	6,	 NoSound	25	2	1160324995
1160334212	Triggered	1,	 Modulated Tone	25	2	1160334212
1160337087	Triggered	6,	 NoSound	25	2	1160337087
1160350522	Triggered	1,	 Modulated Tone	25	2	1160350522
1160353598	Triggered	6,	 NoSound	25	2	1160353598
1160361952	Triggered	1,	 Modulated Tone	25	2	1160361952
1160365433	Triggered	5,	 PureTone-5kHz	25	2	1160365433
1160368369	Triggered	8,	 NoSound	25	2	1160368369
1160376657	Triggered	5,	 PureTone-5kHz	25	2	1160376657
1160380533	Triggered	8,	 NoSound	25	2	1160380533
1160390226	Triggered	5,	 PureTone-5kHz	25	2	1160390226
1160393769	Triggered	1,	 Modulated Tone	25	2	1160393769
1160397378	Triggered	4,	 NoSound	25	2	1160397378
1160405666	Triggered	1,	 Modulated Tone	25	2	1160405666
1160410679	Triggered	6,	 NoSound	25	2	1160410679
1160420504	Triggered	1,	 Modulated Tone	25	2	1160420504
1160425050	Triggered	6,	 NoSound	25	2	1160425050
1160432604	Triggered	1,	 Modulated Tone	25	2	1160432604
1160435679	Triggered	4,	 NoSound	25	2	1160435679
1160441768	Triggered	1,	 Modulated Tone	25	2	1160441768
1160444902	Triggered	4,	 NoSound	25	2	1160444902
1160450984	Triggered	1,	 Modulated Tone	25	2	1160450984
1160453858	Triggered	4,	 NoSound	25	2	1160453858
1160460410	Triggered	1,	 Modulated Tone	25	2	1160460410
1160463483	Triggered	4,	 NoSound	25	2	1160463483
1160468095	Triggered	3,	 Noisy Tone	25	2	1160468095
1160471170	Triggered	2,	 NoSound	25	2	1160471170
1160475180	Triggered	1,	 Modulated Tone	25	2	1160475180
1160479326	Triggered	5,	 PureTone-5kHz	25	2	1160479326
1160482334	Triggered	2,	 NoSound	25	2	1160482334
1160490086	Triggered	5,	 PureTone-5kHz	25	2	1160490086
1160492893	Triggered	2,	 NoSound	25	2	1160492893
1160503454	Triggered	5,	 PureTone-5kHz	25	2	1160503454
1160506728	Triggered	8,	 NoSound	25	2	1160506728
1160513814	Triggered	5,	 PureTone-5kHz	25	2	1160513814
1160517223	Triggered	1,	 Modulated Tone	25	2	1160517223
1160520566	Triggered	6,	 NoSound	25	2	1160520566
1160531126	Triggered	1,	 Modulated Tone	25	2	1160531126
1160534402	Triggered	6,	 NoSound	25	2	1160534402
1160544695	Triggered	1,	 Modulated Tone	25	2	1160544695
1160547703	Triggered	6,	 NoSound	25	2	1160547703
1160558330	Triggered	1,	 Modulated Tone	25	2	1160558330
1160561472	Triggered	6,	 NoSound	25	2	1160561472
1160574709	Triggered	1,	 Modulated Tone	25	2	1160574709
1160577714	Triggered	6,	 NoSound	25	2	1160577714
1160594290	Triggered	1,	 Modulated Tone	25	2	1160594290
1160597299	Triggered	6,	 NoSound	25	2	1160597299
1160608393	Triggered	1,	 Modulated Tone	25	2	1160608393
1160611402	Triggered	6,	 NoSound	25	2	1160611402
1160622832	Triggered	1,	 Modulated Tone	25	2	1160622832
1160625640	Triggered	6,	 NoSound	25	2	1160625640
1160637470	Triggered	1,	 Modulated Tone	25	2	1160637470
1160640544	Triggered	6,	 NoSound	25	2	1160640544
1160652041	Triggered	1,	 Modulated Tone	25	2	1160652041
1160655384	Triggered	5,	 PureTone-5kHz	25	2	1160655384
1160658330	Triggered	8,	 NoSound	25	2	1160658330
1160665810	Triggered	5,	 PureTone-5kHz	25	2	1160665810
1160668886	Triggered	2,	 NoSound	25	2	1160668886
1160677112	Triggered	5,	 PureTone-5kHz	25	2	1160677112
1160680448	Triggered	1,	 Modulated Tone	25	2	1160680448
1160684259	Triggered	6,	 NoSound	25	2	1160684259
1160690809	Triggered	1,	 Modulated Tone	25	2	1160690809
1160694887	Triggered	6,	 NoSound	25	2	1160694887
1160703175	Triggered	1,	 Modulated Tone	25	2	1160703175
1160706583	Triggered	6,	 NoSound	25	2	1160706583
1160713736	Triggered	1,	 Modulated Tone	25	2	1160713736
1160716877	Triggered	4,	 NoSound	25	2	1160716877
1160724362	Triggered	1,	 Modulated Tone	25	2	1160724362
1160727704	Triggered	4,	 NoSound	25	2	1160727704
1160735393	Triggered	1,	 Modulated Tone	25	2	1160735393
1160738807	Triggered	4,	 NoSound	25	2	1160738807
1160746488	Triggered	1,	 Modulated Tone	25	2	1160746488
1160749763	Triggered	4,	 NoSound	25	2	1160749763
1160758184	Triggered	1,	 Modulated Tone	25	2	1160758184
1160762329	Triggered	5,	 PureTone-5kHz	25	2	1160762329
1160765403	Triggered	2,	 NoSound	25	2	1160765403
1160775029	Triggered	5,	 PureTone-5kHz	25	2	1160775029
1160777902	Triggered	2,	 NoSound	25	2	1160777902
1160788070	Triggered	5,	 PureTone-5kHz	25	2	1160788070
1160790936	Triggered	2,	 NoSound	25	2	1160790936
1160801899	Triggered	5,	 PureTone-5kHz	25	2	1160801899
1160804840	Triggered	8,	 NoSound	25	2	1160804840
1160811991	Triggered	5,	 PureTone-5kHz	25	2	1160811991
1160815803	Triggered	1,	 Modulated Tone	25	2	1160815803
1160819277	Triggered	4,	 NoSound	25	2	1160819277
1160828300	Triggered	1,	 Modulated Tone	25	2	1160828300
1160831576	Triggered	4,	 NoSound	25	2	1160831576
1160842002	Triggered	1,	 Modulated Tone	25	2	1160842002
1160845278	Triggered	4,	 NoSound	25	2	1160845278
1160854703	Triggered	1,	 Modulated Tone	25	2	1160854703
1160858313	Triggered	4,	 NoSound	25	2	1160858313
1160868271	Triggered	1,	 Modulated Tone	25	2	1160868271
1160871349	Triggered	4,	 NoSound	25	2	1160871349
1160883711	Triggered	1,	 Modulated Tone	25	2	1160883711
1160888460	Triggered	4,	 NoSound	25	2	1160888460
1160898082	Triggered	1,	 Modulated Tone	25	2	1160898082
1160901023	Triggered	4,	 NoSound	25	2	1160901023
1160911583	Triggered	1,	 Modulated Tone	25	2	1160911583
1160914726	Triggered	4,	 NoSound	25	2	1160914726
1160924752	Triggered	1,	 Modulated Tone	25	2	1160924752
1160928762	Triggered	5,	 PureTone-5kHz	25	2	1160928762
1160931838	Triggered	2,	 NoSound	25	2	1160931838
1160938388	Triggered	5,	 PureTone-5kHz	25	2	1160938388
1160941464	Triggered	8,	 NoSound	25	2	1160941464
1160951289	Triggered	5,	 PureTone-5kHz	25	2	1160951289
1160955165	Triggered	1,	 Modulated Tone	25	2	1160955165
1160958442	Triggered	4,	 NoSound	25	2	1160958442
1160964195	Triggered	1,	 Modulated Tone	25	2	1160964195
1160968733	Triggered	4,	 NoSound	25	2	1160968733
1160974549	Triggered	1,	 Modulated Tone	25	2	1160974549
1160979228	Triggered	4,	 NoSound	25	2	1160979228
1160985978	Triggered	1,	 Modulated Tone	25	2	1160985978
1160989322	Triggered	6,	 NoSound	25	2	1160989322
1160997476	Triggered	1,	 Modulated Tone	25	2	1160997476
1161001284	Triggered	6,	 NoSound	25	2	1161001284
1161010309	Triggered	1,	 Modulated Tone	25	2	1161010309
1161013717	Triggered	6,	 NoSound	25	2	1161013717
1161022139	Triggered	1,	 Modulated Tone	25	2	1161022139
1161026082	Triggered	6,	 NoSound	25	2	1161026082
1161034906	Triggered	1,	 Modulated Tone	25	2	1161034906
1161037980	Triggered	6,	 NoSound	25	2	1161037980
1161046135	Triggered	1,	 Modulated Tone	25	2	1161046135
1161049883	Triggered	6,	 NoSound	25	2	1161049883
1161058901	Triggered	1,	 Modulated Tone	25	2	1161058901
1161062778	Triggered	5,	 PureTone-5kHz	25	2	1161062778
1161065854	Triggered	8,	 NoSound	25	2	1161065854
1161074876	Triggered	5,	 PureTone-5kHz	25	2	1161074876
1161078358	Triggered	8,	 NoSound	25	2	1161078358
1161087443	Triggered	5,	 PureTone-5kHz	25	2	1161087443
1161091587	Triggered	1,	 Modulated Tone	25	2	1161091587
1161094929	Triggered	4,	 NoSound	25	2	1161094929
1161102415	Triggered	1,	 Modulated Tone	25	2	1161102415
1161106091	Triggered	4,	 NoSound	25	2	1161106091
1161114046	Triggered	1,	 Modulated Tone	25	2	1161114046
1161118124	Triggered	6,	 NoSound	25	2	1161118124
1161124611	Triggered	1,	 Modulated Tone	25	2	1161124611
1161132359	Triggered	4,	 NoSound	25	2	1161132359
1161139511	Triggered	1,	 Modulated Tone	25	2	1161139511
1161143723	Triggered	4,	 NoSound	25	2	1161143723
1161151007	Triggered	1,	 Modulated Tone	25	2	1161151007
1161154752	Triggered	6,	 NoSound	25	2	1161154752
1161160834	Triggered	1,	 Modulated Tone	25	2	1161160834
1161164778	Triggered	6,	 NoSound	25	2	1161164778
1161171060	Triggered	1,	 Modulated Tone	25	2	1161171060
1161174736	Triggered	4,	 NoSound	25	2	1161174736
1161183492	Triggered	1,	 Modulated Tone	25	2	1161183492
1161187840	Triggered	5,	 PureTone-5kHz	25	2	1161187840
1161191247	Triggered	2,	 NoSound	25	2	1161191247
1161199869	Triggered	5,	 PureTone-5kHz	25	2	1161199869
1161203011	Triggered	2,	 NoSound	25	2	1161203011
1161213103	Triggered	5,	 PureTone-5kHz	25	2	1161213103
1161216446	Triggered	2,	 NoSound	25	2	1161216446
1161224601	Triggered	5,	 PureTone-5kHz	25	2	1161224601
1161227675	Triggered	8,	 NoSound	25	2	1161227675
1161235829	Triggered	5,	 PureTone-5kHz	25	2	1161235829
1161240842	Triggered	1,	 Modulated Tone	25	2	1161240842
1161244721	Triggered	6,	 NoSound	25	2	1161244721
1161251471	Triggered	1,	 Modulated Tone	25	2	1161251471
1161255615	Triggered	6,	 NoSound	25	2	1161255615
1161262232	Triggered	1,	 Modulated Tone	25	2	1161262232
1161267918	Triggered	6,	 NoSound	25	2	1161267918
