Ver1.2	1627017662	StartFile	5/5/2020	12:49:36 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\050520\SoundData.txt	1627017662
1627362415	Triggered	1	 Modulated Tone	25	2	1627362415
1627379326	Triggered	6	 NoSound	50	2	1627379326
1627403590	Triggered	1	 Modulated Tone	25	2	1627403590
1627407665	Triggered	6	 NoSound	50	2	1627407665
1627416823	Triggered	1	 Modulated Tone	25	2	1627416823
1627420571	Triggered	6	 NoSound	50	2	1627420571
1627432596	Triggered	1	 Modulated Tone	25	2	1627432596
1627436609	Triggered	6	 NoSound	50	2	1627436609
1627446966	Triggered	1	 Modulated Tone	25	2	1627446966
1627451251	Triggered	6	 NoSound	50	2	1627451251
1627461940	Triggered	1	 Modulated Tone	25	2	1627461940
1627465755	Triggered	6	 NoSound	50	2	1627465755
1627475178	Triggered	1	 Modulated Tone	25	2	1627475178
1627478648	Triggered	6	 NoSound	50	2	1627478648
1627486805	Triggered	1	 Modulated Tone	25	2	1627486805
1627490280	Triggered	4	 NoSound	50	2	1627490280
1627503179	Triggered	2	 NoSound	50	2	1627503179
1627511468	Triggered	5	 Modulated Tone	25	2	1627511468
1627520500	Triggered	1	 Modulated Tone	25	2	1627520500
1627523967	Triggered	4	 NoSound	50	2	1627523967
1627541213	Triggered	1	 Modulated Tone	25	2	1627541213
1627545089	Triggered	4	 NoSound	50	2	1627545089
1627550703	Triggered	5	 Modulated Tone	25	2	1627550703
1627554781	Triggered	8	 NoSound	50	2	1627554781
1627568483	Triggered	5	 Modulated Tone	25	2	1627568483
1627571759	Triggered	8	 NoSound	50	2	1627571759
1627582319	Triggered	5	 Modulated Tone	25	2	1627582319
1627585395	Triggered	8	 NoSound	50	2	1627585395
1627599964	Triggered	5	 Modulated Tone	25	2	1627599964
1627603173	Triggered	8	 NoSound	50	2	1627603173
1627616815	Triggered	5	 Modulated Tone	25	2	1627616815
1627619819	Triggered	8	 NoSound	50	2	1627619819
1627630512	Triggered	5	 Modulated Tone	25	2	1627630512
1627633454	Triggered	2	 NoSound	50	2	1627633454
1627641210	Triggered	5	 Modulated Tone	25	2	1627641210
1627644349	Triggered	8	 NoSound	50	2	1627644349
1627656046	Triggered	5	 Modulated Tone	25	2	1627656046
1627658718	Triggered	8	 NoSound	50	2	1627658718
1627671152	Triggered	5	 Modulated Tone	25	2	1627671152
1627674493	Triggered	8	 NoSound	50	2	1627674493
1627683985	Triggered	5	 Modulated Tone	25	2	1627683985
1627690671	Triggered	1	 Modulated Tone	25	2	1627690671
1627693609	Triggered	4	 NoSound	50	2	1627693609
1627702230	Triggered	1	 Modulated Tone	25	2	1627702230
1627705712	Triggered	4	 NoSound	50	2	1627705712
1627712397	Triggered	1	 Modulated Tone	25	2	1627712397
1627715400	Triggered	4	 NoSound	50	2	1627715400
1627722016	Triggered	1	 Modulated Tone	25	2	1627722016
1627725159	Triggered	6	 NoSound	50	2	1627725159
1627737258	Triggered	1	 Modulated Tone	25	2	1627737258
1627740265	Triggered	6	 NoSound	50	2	1627740265
1627753163	Triggered	1	 Modulated Tone	25	2	1627753163
1627756309	Triggered	6	 NoSound	50	2	1627756309
