Ver1.2	325812179	StartFile	3/17/2020	1:04:27 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\031720\SoundData.txt	325812179
326231480	Triggered	6	 NoSound	50	2	326231480
326236295	Triggered	5	 Modulated Tone	25	2	326236295
326241039	Triggered	8	 NoSound	50	2	326241039
326249260	Triggered	5	 Modulated Tone	25	2	326249260
326252940	Triggered	4	 NoSound	50	2	326252940
326260489	Triggered	8	 NoSound	50	2	326260489
326266105	Triggered	5	 Modulated Tone	25	2	326266105
326278002	Triggered	1	 Modulated Tone	25	2	326278002
326297117	Triggered	8	 NoSound	50	2	326297117
326306609	Triggered	2	 NoSound	50	2	326306609
326315700	Triggered	5	 Modulated Tone	25	2	326315700
326318642	Triggered	2	 NoSound	50	2	326318642
326327733	Triggered	5	 Modulated Tone	25	2	326327733
326330741	Triggered	2	 NoSound	50	2	326330741
326338229	Triggered	5	 Modulated Tone	25	2	326338229
326341634	Triggered	2	 NoSound	50	2	326341634
326354067	Triggered	1	 Modulated Tone	25	2	326354067
326357476	Triggered	5	 Modulated Tone	25	2	326357476
326360484	Triggered	2	 NoSound	50	2	326360484
326364894	Triggered	3	 NoSound	50	2	326364894
326366566	Triggered	4	 NoSound	50	2	326366566
326371446	Triggered	5	 Modulated Tone	25	2	326371446
326374318	Triggered	2	 NoSound	50	2	326374318
326381138	Triggered	5	 Modulated Tone	25	2	326381138
326384078	Triggered	2	 NoSound	50	2	326384078
326390160	Triggered	5	 Modulated Tone	25	2	326390160
326397184	Triggered	2	 NoSound	50	2	326397184
326423113	Triggered	6	 NoSound	50	2	326423113
326445976	Triggered	5	 Modulated Tone	25	2	326445976
326449184	Triggered	8	 NoSound	50	2	326449184
326461681	Triggered	1	 Modulated Tone	25	2	326461681
326465491	Triggered	5	 Modulated Tone	25	2	326465491
326468899	Triggered	2	 NoSound	50	2	326468899
326476652	Triggered	5	 Modulated Tone	25	2	326476652
326480127	Triggered	1	 Modulated Tone	25	2	326480127
326483136	Triggered	6	 NoSound	50	2	326483136
326491830	Triggered	1	 Modulated Tone	25	2	326491830
326494769	Triggered	6	 NoSound	50	2	326494769
326501050	Triggered	1	 Modulated Tone	25	2	326501050
326504058	Triggered	6	 NoSound	50	2	326504058
326510808	Triggered	1	 Modulated Tone	25	2	326510808
326514485	Triggered	4	 NoSound	50	2	326514485
326529724	Triggered	1	 Modulated Tone	25	2	326529724
326532666	Triggered	4	 NoSound	50	2	326532666
326548173	Triggered	1	 Modulated Tone	25	2	326548173
326550914	Triggered	4	 NoSound	50	2	326550914
326564949	Triggered	1	 Modulated Tone	25	2	326564949
326567693	Triggered	4	 NoSound	50	2	326567693
326590550	Triggered	1	 Modulated Tone	25	2	326590550
326593289	Triggered	4	 NoSound	50	2	326593289
326612540	Triggered	1	 Modulated Tone	25	2	326612540
326615682	Triggered	4	 NoSound	50	2	326615682
326629182	Triggered	1	 Modulated Tone	25	2	326629182
326632259	Triggered	4	 NoSound	50	2	326632259
326651107	Triggered	1	 Modulated Tone	25	2	326651107
326654119	Triggered	4	 NoSound	50	2	326654119
326666748	Triggered	1	 Modulated Tone	25	2	326666748
326670026	Triggered	4	 NoSound	50	2	326670026
326686466	Triggered	1	 Modulated Tone	25	2	326686466
326693083	Triggered	4	 NoSound	50	2	326693083
326697026	Triggered	1	 Modulated Tone	25	2	326697026
326700836	Triggered	5	 Modulated Tone	25	2	326700836
326703646	Triggered	8	 NoSound	50	2	326703646
326722831	Triggered	5	 Modulated Tone	25	2	326722831
326725638	Triggered	8	 NoSound	50	2	326725638
326743815	Triggered	5	 Modulated Tone	25	2	326743815
326746622	Triggered	8	 NoSound	50	2	326746622
326762531	Triggered	1	 Modulated Tone	25	2	326762531
326780712	Triggered	1	 Modulated Tone	25	2	326780712
326786260	Triggered	6	 NoSound	50	2	326786260
326793814	Triggered	1	 Modulated Tone	25	2	326793814
326797223	Triggered	5	 Modulated Tone	25	2	326797223
326800095	Triggered	8	 NoSound	50	2	326800095
326823357	Triggered	1	 Modulated Tone	25	2	326823357
326826965	Triggered	5	 Modulated Tone	25	2	326826965
326829712	Triggered	8	 NoSound	50	2	326829712
326847819	Triggered	5	 Modulated Tone	25	2	326847819
