Ver1.3	71202974	StartFile	10/22/2020	11:50:34 AM	E:\BehavioralExperiments\Bobo\RawData\102220\SoundData.txt	71202974
71530959	Triggered	8,52,53,54,55,56,	 NoSound	40	2	71530959
71531160	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	71531160
71726876	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	71726876
71727077	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	71727077
71735961	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	71735961
71820898	Triggered	8,52,53,54,55,56,	 NoSound	40	2	71820898
71821102	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	71821102
71847249	Triggered	2,37,38,39,40,41,	 NoSound	40	2	71847249
71862652	Triggered	8,52,53,54,55,56,	 NoSound	40	2	71862652
71862854	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	71862854
72158367	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72158367
72169737	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72169737
72169938	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72169938
72189112	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72189112
72209208	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72209208
72209410	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72209410
72245667	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72245667
72267086	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72267086
72267288	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	72267288
72304630	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72304630
72316724	Triggered	4,42,43,44,45,46,	 NoSound	40	2	72316724
72316926	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	72316926
72338622	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72338622
72338826	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	72338826
72344880	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72344880
72345080	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72345080
72428632	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72428632
72428835	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	72428835
72449448	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72449448
72449649	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72449649
72465572	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72465572
72465777	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	72465777
72472555	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72472555
72472757	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72472757
72490962	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72490962
72491164	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	72491164
72495836	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72495836
72496037	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72496037
72516776	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72516776
72516979	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	72516979
72526160	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72526160
72526361	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72526361
72544451	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72544451
72544652	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	72544652
72549084	Triggered	6,47,48,49,50,51,	 NoSound	40	2	72549084
72549284	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	72549284
72618215	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	72618215
72618415	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	72618415
