Ver1.3	1479338499	StartFile	8/11/2020	2:59:57 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\081120B\SoundData.txt	1479338499
1479468961	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479468961
1479469162	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1479469162
1479505788	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1479505788
1479508931	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1479508931
1479509132	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1479509133
1479522032	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1479522032
1479522234	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1479522234
1479529719	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1479529719
1479529920	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1479529920
1479554516	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1479554516
1479554717	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1479554717
1479568753	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479568753
1479575638	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479575638
1479575839	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479575839
1479592080	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479592080
1479592283	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1479592283
1479597562	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479597562
1479597776	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479597776
1479615007	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479615007
1479615224	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1479615224
1479620287	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479620287
1479620501	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479620501
1479634257	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479634257
1479634458	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1479634458
1479640942	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479640942
1479641142	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479641142
1479658989	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479658989
1479659191	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1479659191
1479665739	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479665739
1479665939	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479665939
1479682718	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479682718
1479682933	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1479682933
1479688332	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479688332
1479688533	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479688533
1479706981	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479706981
1479707183	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1479707183
1479710389	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479710389
1479710604	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479710604
1479730241	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479730241
1479730442	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1479730442
1479740735	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1479740735
1479744746	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1479744746
1479744947	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1479744947
1479755440	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1479755440
1479755642	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1479755642
1479760720	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1479760720
1479766067	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1479766067
1479766269	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1479766269
1479779502	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479779502
1479784047	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1479784047
1479784248	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1479784248
1479795878	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479795878
1479796081	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1479796081
1479799155	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479799155
1479799357	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479799357
1479812389	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479812389
1479812593	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1479812593
1479815262	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479815262
1479815463	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479815463
1479828029	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1479828029
1479828231	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1479828231
1479831037	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1479831037
1479831237	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1479831237
1480021666	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1480021666
1480021868	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1480021868
1480027293	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1480027293
1480027494	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1480027494
1480040716	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1480040716
1480040918	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1480040918
1480043993	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1480043993
1480044208	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1480044208
1480063643	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1480063643
1480063844	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1480063844
1480066650	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1480066650
1480066851	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1480066851
1480077145	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1480077145
1480077345	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1480077345
1480093253	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1480093253
1480096135	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1480096135
1480096336	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1480096336
1480105754	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1480105754
1480105955	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1480105955
1480109509	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1480109509
1480109711	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1480109711
1480121194	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1480121194
1480121395	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1480121395
1480135705	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1480135705
1480138839	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1480138839
1480139040	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1480139040
1480149065	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1480149065
1480149268	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1480149268
1480152207	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1480152207
1480152407	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1480152407
1480162373	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1480162373
1480162577	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1480162577
1480165375	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1480165375
