Ver1.3	554787626	StartFile	1/19/2021	9:37:00 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\011921\SoundData.txt	554787626
555114318	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555114318
555114520	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	555114520
555135107	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555135107
555140053	Triggered	6,47,48,49,50,51,	 NoSound	40	2	555140053
555148407	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555148407
555204154	Triggered	6,47,48,49,50,51,	 NoSound	40	2	555204154
555209635	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555209635
555232026	Triggered	6,47,48,49,50,51,	 NoSound	40	2	555232026
555236773	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555236773
555236977	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	555236977
555241323	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555241323
555241523	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	555241523
555250809	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555250809
555251011	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	555251011
555254818	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555254818
555255019	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	555255019
555263241	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555263241
555263444	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	555263444
555266783	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555266783
555266984	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	555266984
555274002	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555274002
555274204	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	555274204
555278815	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555278815
555279017	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	555279017
555285699	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555285699
555285902	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	555285902
555289979	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555289979
555290181	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	555290181
555296127	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555296127
555296327	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	555296327
555300071	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555300071
555300271	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	555300271
555306954	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555306954
555307155	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	555307155
555317515	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555317515
555321391	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555321391
555321595	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555321595
555331284	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555331284
555334360	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555334360
555334562	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555334562
555344387	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555344387
555347395	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555347395
555347596	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555347596
555356349	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555356349
555356552	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	555356552
555359226	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555359226
555359431	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555359431
555368447	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555368447
555368651	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	555368651
555371456	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555371456
555371658	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555371658
555380746	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555380746
555380950	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	555380950
555383487	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555383487
555383689	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555383689
555393046	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555393046
555393248	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	555393248
555395719	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555395719
555395922	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555395922
555408419	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555408419
555408620	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	555408620
555411895	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555411895
555412097	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555412097
555423191	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555423191
555423405	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	555423405
555426132	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555426132
555426335	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	555426335
555435022	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555435022
555435222	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	555435222
555449459	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555449459
555449664	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555449664
555461223	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555461223
555464297	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555464297
555464500	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555464500
555476463	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555476463
555479337	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555479337
555479540	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555479540
555491168	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555491168
555491372	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	555491372
555494042	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555494042
555494243	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555494243
555506541	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555506541
555506746	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	555506746
555509817	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555509817
555510019	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555510019
555521848	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555521848
555522050	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	555522050
555525257	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555525257
555525458	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555525458
555539227	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555539227
555539428	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	555539428
555542434	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555542434
555542637	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555542637
555555342	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555555342
555555544	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	555555544
555558744	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555558744
555558946	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555558946
555570575	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555570575
555570777	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	555570777
555574052	Triggered	4,42,43,44,45,46,	 NoSound	40	2	555574052
555574253	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	555574253
555586283	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	555586283
555586483	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	555586483
555600721	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555600721
555600922	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	555600922
555606268	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555606268
555618566	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555618566
555618766	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	555618766
555625451	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555625451
555629528	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555629528
555629729	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	555629729
555635612	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555635612
555635815	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	555635815
555639354	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555639354
555639555	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	555639555
555645838	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555645838
555646041	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	555646041
555650049	Triggered	8,52,53,54,55,56,	 NoSound	40	2	555650049
555650250	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	555650250
555661344	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555661344
555661546	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	555661546
555664419	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555664419
555664621	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	555664621
555669767	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555669767
555669970	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	555669970
555674779	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555674779
555674980	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	555674980
555681063	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555681063
555681266	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	555681266
555684872	Triggered	2,37,38,39,40,41,	 NoSound	40	2	555684872
555685073	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	555685073
555690826	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555690826
555691028	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	555691028
555694831	Triggered	8,52,53,54,55,56,	 NoSound	40	2	555694831
555695033	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	555695033
555706262	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	555706262
