Friday, March 26, 2021	12:04:39 PM	Game1.txt	1348506601
Cued	Now	1348519540
9	BlinkStart	1348519560
9	BlinkEnd	1348918000
24,5	BlinkStart	1348918087
24,5	BlinkEnd	1348931133
5	0DropFeed	1348931213
24	NoFeedAbort	1348931294
23,1	BlinkStart	1348941309
23,1	BlinkEnd	1348952188
1	0DropFeed	1348952268
6,49,4	BlinkStart	1348952377
6,49,4	BlinkEnd	1348970036
6	Feed	1348970116
49	Feed	1348970196
22,1	BlinkStart	1348970295
22,1	BlinkEnd	1348979727
1	0DropFeed	1348979807
22	Feed	1348979888
6,49,4	BlinkStart	1348979980
6,49,4	BlinkEnd	1348983610
4	0DropFeed	1348983690
21,1	BlinkStart	1348983784
21,1	BlinkEnd	1348989618
1	0DropFeed	1348989698
21	Feed	1348989779
6,49,4	BlinkStart	1348989866
6,49,4	BlinkEnd	1348996904
6	Feed	1348996984
49	Feed	1348997064
20,1	BlinkStart	1348997153
20,1	BlinkEnd	1349016222
1	0DropFeed	1349016302
20	Feed	1349016383
6,49,4	BlinkStart	1349016471
6,49,4	BlinkEnd	1349019098
4	0DropFeed	1349019178
19,1	BlinkStart	1349019278
19,1	BlinkEnd	1349026315
1	0DropFeed	1349026396
19	Feed	1349026476
6,49,4	BlinkStart	1349026563
6,49,4	BlinkEnd	1349029992
6	Feed	1349030072
49	Feed	1349030152
18,1	BlinkStart	1349030241
18,1	BlinkEnd	1349040552
1	0DropFeed	1349040632
18	Feed	1349040713
6,49,4	BlinkStart	1349040825
6,49,4	BlinkEnd	1349043626
6	Feed	1349043706
49	Feed	1349043786
17,1	BlinkStart	1349043890
17,1	BlinkEnd	1349087210
1	0DropFeed	1349087290
17	Feed	1349087370
6,49,4	BlinkStart	1349087469
6,49,4	BlinkEnd	1349090215
4	0DropFeed	1349090295
16,1	BlinkStart	1349090391
16,1	BlinkEnd	1349095295
1	0DropFeed	1349095376
16	Feed	1349095456
6,49,4	BlinkStart	1349095563
6,49,4	BlinkEnd	1349098971
6	Feed	1349099051
49	Feed	1349099132
14,1	BlinkStart	1349099219
14,1	BlinkEnd	1349108666
1	0DropFeed	1349108746
14	NoFeedAbort	1349108826
27,5	BlinkStart	1349118841
27,5	BlinkEnd	1349124571
5	0DropFeed	1349124651
27	Feed	1349124732
2,41,8	BlinkStart	1349124829
2,41,8	BlinkEnd	1349127850
8	0DropFeed	1349127930
26,5	BlinkStart	1349128034
26,5	BlinkEnd	1349132124
5	0DropFeed	1349132204
26	Feed	1349132284
2,41,8	BlinkStart	1349132371
2,41,8	BlinkEnd	1349135400
2	Feed	1349135480
41	Feed	1349135561
25,5	BlinkStart	1349135668
25,5	BlinkEnd	1349146027
5	0DropFeed	1349146107
25	Feed	1349146187
2,41,8	BlinkStart	1349146281
2,41,8	BlinkEnd	1349148767
8	0DropFeed	1349148847
24,5	BlinkStart	1349148948
24,5	BlinkEnd	1349152111
5	0DropFeed	1349152192
24	NoFeedAbort	1349152272
23,1	BlinkStart	1349162285
23,1	BlinkEnd	1349165343
1	0DropFeed	1349165424
6,48,4,42	BlinkStart	1349165540
6,48,4,42	BlinkEnd	1349168084
6	Feed	1349168164
48	Feed	1349168244
22,1	BlinkStart	1349168349
22,1	BlinkEnd	1349176172
1	0DropFeed	1349176252
22	Feed	1349176332
6,48,4,42	BlinkStart	1349176490
6,48,4,42	BlinkEnd	1349181185
6	Feed	1349181265
48	Feed	1349181345
21,1	BlinkStart	1349181522
21,1	BlinkEnd	1349205783
1	0DropFeed	1349205863
21	Feed	1349205943
6,48,4,42	BlinkStart	1349206107
6,48,4,42	BlinkEnd	1349209459
4	Feed	1349209539
42	Feed	1349209619
20,1	BlinkStart	1349209773
20,1	BlinkEnd	1349216682
1	0DropFeed	1349216762
20	Feed	1349216842
6,48,4,42	BlinkStart	1349217029
6,48,4,42	BlinkEnd	1349219552
6	Feed	1349219632
48	Feed	1349219712
19,1	BlinkStart	1349219899
19,1	BlinkEnd	1349227313
1	0DropFeed	1349227393
19	Feed	1349227474
6,48,4,42	BlinkStart	1349227648
6,48,4,42	BlinkEnd	1349231650
4	Feed	1349231730
42	Feed	1349231810
18,1	BlinkStart	1349231973
18,1	BlinkEnd	1349238267
1	0DropFeed	1349238347
18	Feed	1349238428
6,48,4,42	BlinkStart	1349238595
6,48,4,42	BlinkEnd	1349257518
6	Feed	1349257598
48	Feed	1349257678
17,1	BlinkStart	1349257883
17,1	BlinkEnd	1349264737
1	0DropFeed	1349264817
17	Feed	1349264897
6,48,4,42	BlinkStart	1349265075
6,48,4,42	BlinkEnd	1349267611
6	Feed	1349267691
48	Feed	1349267771
16,1	BlinkStart	1349267914
16,1	BlinkEnd	1349281514
1	0DropFeed	1349281594
16	Feed	1349281675
6,48,4,42	BlinkStart	1349281848
6,48,4,42	BlinkEnd	1349284454
4	Feed	1349284534
42	Feed	1349284614
14,1	BlinkStart	1349284776
14,1	BlinkEnd	1349296219
1	0DropFeed	1349296299
14	NoFeedAbort	1349296379
27,5	BlinkStart	1349306452
27,5	BlinkEnd	1349311660
5	0DropFeed	1349311740
27	Feed	1349311820
8,56,2	BlinkStart	1349311978
8,56,2	BlinkEnd	1349314533
2	0DropFeed	1349314613
26,5	BlinkStart	1349314782
