Ver1.2	208334598	StartFile	5/15/2020	11:37:10 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\051520\SoundData.txt	208334598
208745598	Triggered	8	 NoSound	25	2	208745598
208752751	Triggered	6	 NoSound	25	2	208752751
208755423	Triggered	7	 Noisy Tone	25	2	208755423
208760102	Triggered	5	 PureTone-5kHz	25	2	208760102
208765583	Triggered	2	 NoSound	25	2	208765583
208771799	Triggered	5	 PureTone-5kHz	25	2	208771799
208777414	Triggered	3	 Noisy Tone	25	2	208777414
208781291	Triggered	4	 NoSound	25	2	208781291
208785635	Triggered	3	 Noisy Tone	25	2	208785635
208789112	Triggered	2	 NoSound	25	2	208789112
208794658	Triggered	8	 NoSound	25	2	208794658
208801143	Triggered	7	 Noisy Tone	25	2	208801143
208803415	Triggered	6	 NoSound	25	2	208803415
208808295	Triggered	5	 PureTone-5kHz	25	2	208808295
208811837	Triggered	2	 NoSound	25	2	208811837
208820393	Triggered	5	 PureTone-5kHz	25	2	208820393
208824203	Triggered	8	 NoSound	25	2	208824203
208834295	Triggered	5	 PureTone-5kHz	25	2	208834295
208838439	Triggered	1	 Modulated Tone	25	2	208838439
208842049	Triggered	6	 NoSound	25	2	208842049
208848666	Triggered	1	 Modulated Tone	25	2	208848666
208852208	Triggered	6	 NoSound	25	2	208852208
208858693	Triggered	1	 Modulated Tone	25	2	208858693
208861701	Triggered	6	 NoSound	25	2	208861701
208867248	Triggered	1	 Modulated Tone	25	2	208867248
208870724	Triggered	4	 NoSound	25	2	208870724
208880348	Triggered	1	 Modulated Tone	25	2	208880348
208883490	Triggered	4	 NoSound	25	2	208883490
208892717	Triggered	1	 Modulated Tone	25	2	208892717
208895722	Triggered	4	 NoSound	25	2	208895722
208904880	Triggered	1	 Modulated Tone	25	2	208904880
208907888	Triggered	4	 NoSound	25	2	208907888
208917045	Triggered	1	 Modulated Tone	25	2	208917045
208919920	Triggered	4	 NoSound	25	2	208919920
208929008	Triggered	1	 Modulated Tone	25	2	208929008
208932083	Triggered	4	 NoSound	25	2	208932083
208941977	Triggered	1	 Modulated Tone	25	2	208941977
208945184	Triggered	5	 PureTone-5kHz	25	2	208945184
208948726	Triggered	8	 NoSound	25	2	208948727
208956747	Triggered	5	 PureTone-5kHz	25	2	208956747
208961294	Triggered	8	 NoSound	25	2	208961294
208968115	Triggered	5	 PureTone-5kHz	25	2	208968115
208971253	Triggered	8	 NoSound	25	2	208971253
208979674	Triggered	5	 PureTone-5kHz	25	2	208979674
208982882	Triggered	8	 NoSound	25	2	208982882
208989834	Triggered	5	 PureTone-5kHz	25	2	208989834
208993180	Triggered	1	 Modulated Tone	25	2	208993180
208996117	Triggered	4	 NoSound	25	2	208996117
209000395	Triggered	3	 Noisy Tone	25	2	209000395
209004606	Triggered	1	 Modulated Tone	25	2	209004606
209008149	Triggered	4	 NoSound	25	2	209008149
209013296	Triggered	1	 Modulated Tone	25	2	209013296
209017639	Triggered	4	 NoSound	25	2	209017639
209023589	Triggered	1	 Modulated Tone	25	2	209023589
209026597	Triggered	6	 NoSound	25	2	209026597
209035553	Triggered	1	 Modulated Tone	25	2	209035553
209038632	Triggered	6	 NoSound	25	2	209038632
209047517	Triggered	1	 Modulated Tone	25	2	209047517
209050129	Triggered	6	 NoSound	25	2	209050129
209058547	Triggered	1	 Modulated Tone	25	2	209058547
209061289	Triggered	6	 NoSound	25	2	209061289
209069711	Triggered	1	 Modulated Tone	25	2	209069711
209072449	Triggered	6	 NoSound	25	2	209072449
209079467	Triggered	1	 Modulated Tone	25	2	209079467
209082809	Triggered	6	 NoSound	25	2	209082809
209090630	Triggered	1	 Modulated Tone	25	2	209090630
209094173	Triggered	5	 PureTone-5kHz	25	2	209094173
209097582	Triggered	2	 NoSound	25	2	209097582
209106071	Triggered	5	 PureTone-5kHz	25	2	209106071
209109345	Triggered	2	 NoSound	25	2	209109345
209118169	Triggered	5	 PureTone-5kHz	25	2	209118169
209121109	Triggered	2	 NoSound	25	2	209121109
