Tuesday, January 19, 2021	10:37:54 AM	Game1.txt	558441369
Cued	Now	558457689
9	BlinkStart	558457710
9	BlinkEnd	558737955
23,5	BlinkStart	558738046
23,5	BlinkEnd	558809986
5	0DropFeed	558810066
23	NoFeedAbort	558810146
1	BlinkStart	558820164
1	BlinkEnd	558820426
1	NoFeedLowProb	558820507
4,43	BlinkStart	558820516
4,43	BlinkEnd	558826294
4	Feed	558826374
43	Feed	558826454
1	BlinkStart	558826543
1	BlinkEnd	558840866
1	NoFeedLowProb	558840946
4,43	BlinkStart	558840983
4,43	BlinkEnd	558844543
4	Feed	558844623
43	Feed	558844704
1	BlinkStart	558844798
1	BlinkEnd	558854301
1	NoFeedLowProb	558854381
4,43	BlinkStart	558854405
4,43	BlinkEnd	558858178
4	Feed	558858259
43	Feed	558858340
21,1	BlinkStart	558858433
21,1	BlinkEnd	558869748
1	0DropFeed	558869828
21	Feed	558869908
4,43,6,49	BlinkStart	558870019
4,43,6,49	BlinkEnd	558873686
4	Feed	558873766
43	Feed	558873846
20,1	BlinkStart	558873936
20,1	BlinkEnd	558883578
1	0DropFeed	558883658
20	Feed	558883738
4,43,6,49	BlinkStart	558883840
4,43,6,49	BlinkEnd	558886787
4	Feed	558886867
43	Feed	558886947
19,1	BlinkStart	558887037
19,1	BlinkEnd	558896879
1	0DropFeed	558896959
19	Feed	558897039
4,43,6,49	BlinkStart	558897147
4,43,6,49	BlinkEnd	558901375
6	Feed	558901456
49	Feed	558901536
18,1	BlinkStart	558901655
18,1	BlinkEnd	558911784
1	0DropFeed	558911864
18	Feed	558911944
4,43,6,49	BlinkStart	558912033
4,43,6,49	BlinkEnd	558915728
6	Feed	558915808
49	Feed	558915889
17,1	BlinkStart	558915988
17,1	BlinkEnd	558926422
1	0DropFeed	558926502
17	Feed	558926582
4,43,6,49	BlinkStart	558926700
4,43,6,49	BlinkEnd	558930232
6	Feed	558930312
49	Feed	558930393
16,1	BlinkStart	558930484
16,1	BlinkEnd	558941662
1	0DropFeed	558941742
16	Feed	558941822
4,43,6,49	BlinkStart	558941909
4,43,6,49	BlinkEnd	558944937
4	Feed	558945017
43	Feed	558945098
14,1	BlinkStart	558945185
14,1	BlinkEnd	558953961
1	0DropFeed	558954041
14	NoFeedAbort	558954122
5	BlinkStart	558964156
5	BlinkEnd	558970604
5	NoFeedLowProb	558970684
8,55	BlinkStart	558970714
8,55	BlinkEnd	558974481
8	Feed	558974562
55	Feed	558974642
5	BlinkStart	558974744
5	BlinkEnd	558985911
5	NoFeedLowProb	558985991
8,55	BlinkStart	558986022
8,55	BlinkEnd	558989252
8	Feed	558989332
55	Feed	558989413
5	BlinkStart	558989518
5	BlinkEnd	559000683
5	NoFeedLowProb	559000763
8,55	BlinkStart	559000798
8,55	BlinkEnd	559004091
8	Feed	559004171
55	Feed	559004251
30,5	BlinkStart	559004351
30,5	BlinkEnd	559014787
5	0DropFeed	559014867
30	Feed	559014947
8,55,2,41	BlinkStart	559015047
8,55,2,41	BlinkEnd	559018062
8	Feed	559018142
55	Feed	559018223
29,5	BlinkStart	559018383
29,5	BlinkEnd	559028957
5	0DropFeed	559029038
29	Feed	559029118
8,55,2,41	BlinkStart	559029308
8,55,2,41	BlinkEnd	559032305
8	Feed	559032385
55	Feed	559032465
28,5	BlinkStart	559032631
28,5	BlinkEnd	559044464
5	0DropFeed	559044544
28	Feed	559044624
8,55,2,41	BlinkStart	559044775
8,55,2,41	BlinkEnd	559047738
8	Feed	559047818
55	Feed	559047898
27,5	BlinkStart	559048095
27,5	BlinkEnd	559064515
5	0DropFeed	559064595
27	Feed	559064675
8,55,2,41	BlinkStart	559064843
8,55,2,41	BlinkEnd	559069060
8	Feed	559069140
55	Feed	559069220
26,5	BlinkStart	559069396
