Ver1.3	1115458522	StartFile	8/7/2020	9:55:17 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\080720A\SoundData.txt	1115458522
1115577051	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1115577051
1115577252	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1115577252
1115589508	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115589508
1115599374	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1115599374
1115608451	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115608451
1115614408	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1115614408
1115619942	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115619942
1115626381	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1115626381
1115631085	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115631085
1115631291	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1115631291
1115635046	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1115635046
1115635246	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1115635246
1115643649	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115643649
1115643852	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1115643852
1115646417	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1115646417
1115646618	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1115646618
1115653758	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115653758
1115653960	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1115653960
1115656644	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1115656644
1115656845	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1115656845
1115666331	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115666331
1115666534	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1115666534
1115668919	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1115668919
1115669120	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1115669120
1115676680	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115676680
1115676883	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1115676883
1115679267	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1115679267
1115679468	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1115679468
1115685704	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1115685704
1115685907	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1115685907
1115688654	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1115688654
