Ver1.3	572250513	StartFile	2/16/2021	9:31:48 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\021621\SoundData.txt	572250513
572380901	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	572380901
572381103	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	572381103
572393868	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572393868
572399216	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572399216
572399417	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572399417
572412250	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572412250
572415993	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572415993
572416195	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572416195
572428358	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572428358
572432101	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572432101
572432305	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572432305
572444334	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572444334
572444539	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572444539
572447474	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572447474
572447675	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572447675
572459305	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572459305
572459508	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572459508
572462380	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572462380
572462582	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572462582
572473742	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572473742
572473945	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572473945
572476885	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572476885
572477087	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572477087
572487476	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572487476
572487681	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572487681
572490455	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572490455
572490656	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572490656
572501081	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572501081
572501297	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572501297
572504155	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572504155
572504357	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572504357
572514181	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572514181
572514386	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572514386
572517257	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572517257
572517458	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572517458
572527416	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572527416
572527619	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572527619
572530424	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572530424
572530626	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	572530626
572540784	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	572540784
572540988	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	572540988
572543860	Triggered	4,42,43,44,45,46,	 NoSound	40	2	572543860
