Ver1.2	1436456259	StartFile	3/2/2020	5:41:48 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\030220\SoundData.txt	1436456259
1436720055	Triggered	8	 NoSound	50	2	1436720055
1436731758	Triggered	5	 Modulated Tone	25	2	1436731758
1436736168	Triggered	2	 NoSound	50	2	1436736168
1436754345	Triggered	5	 Modulated Tone	25	2	1436754345
1436758287	Triggered	8	 NoSound	50	2	1436758287
1436768447	Triggered	5	 Modulated Tone	25	2	1436768447
1436772881	Triggered	2	 NoSound	50	2	1436772881
1436792712	Triggered	5	 Modulated Tone	25	2	1436792712
1436796386	Triggered	8	 NoSound	50	2	1436796386
1436803873	Triggered	5	 Modulated Tone	25	2	1436803873
1436807216	Triggered	2	 NoSound	50	2	1436807216
1436823659	Triggered	5	 Modulated Tone	25	2	1436823659
1436827870	Triggered	8	 NoSound	50	2	1436827870
1436834888	Triggered	5	 Modulated Tone	25	2	1436834888
1436838431	Triggered	2	 NoSound	50	2	1436838431
1436850461	Triggered	5	 Modulated Tone	25	2	1436850461
1436853803	Triggered	2	 NoSound	50	2	1436853803
1436873522	Triggered	5	 Modulated Tone	25	2	1436873522
1436876730	Triggered	2	 NoSound	50	2	1436876730
1436892974	Triggered	5	 Modulated Tone	25	2	1436892974
1436896180	Triggered	2	 NoSound	50	2	1436896180
1436911086	Triggered	5	 Modulated Tone	25	2	1436911086
1436914095	Triggered	2	 NoSound	50	2	1436914095
1436925524	Triggered	5	 Modulated Tone	25	2	1436925524
1436928598	Triggered	2	 NoSound	50	2	1436928598
1436939894	Triggered	5	 Modulated Tone	25	2	1436939894
1436945911	Triggered	1	 Modulated Tone	25	2	1436945911
1436955401	Triggered	4	 NoSound	50	2	1436955401
1436961550	Triggered	1	 Modulated Tone	25	2	1436961550
1436965027	Triggered	6	 NoSound	50	2	1436965027
1436974455	Triggered	1	 Modulated Tone	25	2	1436974455
1436978327	Triggered	6	 NoSound	50	2	1436978327
1436987285	Triggered	1	 Modulated Tone	25	2	1436987285
1436990627	Triggered	4	 NoSound	50	2	1436990627
1436995042	Triggered	1	 Modulated Tone	25	2	1436995042
1436998649	Triggered	4	 NoSound	50	2	1436998649
1437002458	Triggered	1	 Modulated Tone	25	2	1437002458
1437005533	Triggered	6	 NoSound	50	2	1437005533
