Ver1.3	1003753740	StartFile	3/22/2021	12:18:46 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\032221\SoundData.txt	1003753740
1004095333	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1004095333
1004095534	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1004095534
1004106645	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004106645
1004112063	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004112063
1004112265	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004112265
1004127589	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004127589
1004127794	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1004127794
1004131492	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004131492
1004131696	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004131696
1004143226	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004143226
1004143431	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1004143431
1004146594	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004146594
1004146797	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004146797
1004159229	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004159229
1004159432	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1004159432
1004164344	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004164344
1004164547	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004164547
1004177519	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004177519
1004177732	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1004177732
1004180708	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004180708
1004180909	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004180909
1004193284	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004193284
1004193488	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1004193488
1004196953	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004196953
1004197155	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004197155
1004209233	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004209233
1004209436	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1004209436
1004212175	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004212175
1004212378	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004212378
1004223912	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004223912
1004224114	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1004224114
1004227037	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004227037
1004227240	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1004227240
1004238588	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004238588
1004238789	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1004238789
1004250688	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1004250688
1004250893	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1004250893
1004253809	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1004253809
1004254010	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1004254010
1004258925	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1004258925
1004259126	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1004259126
1004262894	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1004262894
1004263096	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1004263096
1004273665	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1004273665
1004273866	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1004273866
1004276854	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1004276854
1004277056	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1004277056
1004287865	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1004287865
1004288077	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1004288077
1004303027	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004303027
1004308140	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004308140
1004308342	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1004308342
1004318068	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004318068
1004318273	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1004318273
1004320655	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004320655
1004320857	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1004320857
1004331425	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004331425
1004331627	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1004331627
1004339426	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004339426
1004339627	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1004339627
1004350435	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004350435
1004350639	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1004350639
1004353865	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004353865
1004354067	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1004354067
1004364334	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004364334
1004364538	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1004364538
1004367650	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004367650
1004367853	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1004367853
1004377331	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1004377331
1004377533	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1004377533
1004380278	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1004380278
