Ver1.2	759707054	StartFile	2/23/2020	9:42:39 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\022320\SoundData.txt	759707054
760262917	Triggered	1	 Modulated Tone	25	2	760262917
760267797	Triggered	6	 NoSound	50	2	760267797
760278025	Triggered	1	 Modulated Tone	25	2	760278025
760282708	Triggered	6	 NoSound	50	2	760282708
760292194	Triggered	1	 Modulated Tone	25	2	760292194
760296205	Triggered	4	 NoSound	50	2	760296205
760304426	Triggered	1	 Modulated Tone	25	2	760304426
760308374	Triggered	4	 NoSound	50	2	760308374
760312379	Triggered	1	 Modulated Tone	25	2	760312379
760319867	Triggered	5	 Modulated Tone	25	2	760319867
760326885	Triggered	4	 NoSound	50	2	760326885
760333770	Triggered	1	 Modulated Tone	25	2	760333770
760337178	Triggered	6	 NoSound	50	2	760337178
760347941	Triggered	1	 Modulated Tone	25	2	760347941
760352618	Triggered	6	 NoSound	50	2	760352618
760361976	Triggered	1	 Modulated Tone	25	2	760361976
760365658	Triggered	6	 NoSound	50	2	760365658
760375278	Triggered	1	 Modulated Tone	25	2	760375278
760378686	Triggered	6	 NoSound	50	2	760378686
760386907	Triggered	1	 Modulated Tone	25	2	760386907
760390451	Triggered	6	 NoSound	50	2	760390451
760400476	Triggered	1	 Modulated Tone	25	2	760400476
760403818	Triggered	6	 NoSound	50	2	760403818
760412641	Triggered	1	 Modulated Tone	25	2	760412641
760416184	Triggered	6	 NoSound	50	2	760416184
760424005	Triggered	1	 Modulated Tone	25	2	760424005
760429753	Triggered	5	 Modulated Tone	25	2	760429753
760435100	Triggered	8	 NoSound	50	2	760435100
760445065	Triggered	5	 Modulated Tone	25	2	760445065
760448471	Triggered	2	 NoSound	50	2	760448471
760455424	Triggered	5	 Modulated Tone	25	2	760455424
760460499	Triggered	2	 NoSound	50	2	760460499
760467319	Triggered	6	 NoSound	50	2	760467319
760470930	Triggered	7	 NoSound	50	2	760470930
760475472	Triggered	5	 Modulated Tone	25	2	760475472
760479956	Triggered	2	 NoSound	50	2	760479956
760485965	Triggered	5	 Modulated Tone	25	2	760485965
760489646	Triggered	8	 NoSound	50	2	760489646
760499267	Triggered	5	 Modulated Tone	25	2	760499267
760502950	Triggered	8	 NoSound	50	2	760502950
760511370	Triggered	5	 Modulated Tone	25	2	760511370
760514313	Triggered	8	 NoSound	50	2	760514313
760522260	Triggered	5	 Modulated Tone	25	2	760522260
760525676	Triggered	8	 NoSound	50	2	760525676
760533824	Triggered	5	 Modulated Tone	25	2	760533824
760537166	Triggered	8	 NoSound	50	2	760537166
760545253	Triggered	5	 Modulated Tone	25	2	760545253
760548797	Triggered	8	 NoSound	50	2	760548797
