Ver1.3	316313491	StartFile	10/2/2020	11:02:54 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\100220\SoundData.txt	316313491
316497331	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	316497331
316497534	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	316497534
316531443	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316531443
316537641	Triggered	6,47,48,49,50,51,	 NoSound	40	2	316537641
316537843	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	316537843
316549254	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316549254
316555088	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316555088
316555289	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	316555289
316563632	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316563632
316567966	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316567966
316568166	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	316568166
316578674	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316578674
316582225	Triggered	6,47,48,49,50,51,	 NoSound	40	2	316582225
316582426	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	316582426
316593956	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316593956
316594159	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	316594159
316598535	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316598535
316598736	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	316598736
316605929	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316605929
316606132	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	316606132
316609786	Triggered	6,47,48,49,50,51,	 NoSound	40	2	316609786
316609988	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	316609988
316621271	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316621271
316621474	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	316621474
316624762	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316624762
316624964	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	316624964
316653760	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316653760
316653964	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	316653964
316658394	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316658394
316658595	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	316658595
316666220	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316666220
316666423	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	316666423
316670849	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316670849
316671050	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	316671050
316678128	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316678128
316678330	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	316678330
316682581	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316682581
316682781	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	316682781
316689199	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316689199
316689399	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	316689399
316704962	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	316704962
316708873	Triggered	8,52,53,54,55,56,	 NoSound	40	2	316708873
316709074	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	316709074
316722893	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	316722893
316726200	Triggered	8,52,53,54,55,56,	 NoSound	40	2	316726200
316726401	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	316726401
316734683	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	316734683
316739136	Triggered	8,52,53,54,55,56,	 NoSound	40	2	316739136
316739337	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	316739337
316747259	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	316747259
316751056	Triggered	8,52,53,54,55,56,	 NoSound	40	2	316751056
316751256	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	316751256
316765496	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	316765496
316765698	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	316765698
316769098	Triggered	8,52,53,54,55,56,	 NoSound	40	2	316769098
316769299	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	316769299
316778244	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	316778244
316778445	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	316778445
316790577	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316790577
316793346	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316793346
316793549	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316793549
316803153	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316803153
316806221	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316806221
316806422	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316806422
316816030	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316816030
316818976	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316818976
316819178	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316819178
316828543	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316828543
316831371	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316831371
316831572	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316831572
316841899	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316841899
316842119	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	316842119
316850925	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316850925
316851126	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316851126
316859407	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316859407
316859611	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	316859611
316862415	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316862415
316862618	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316862618
316872044	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316872044
316872248	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	316872248
316875172	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316875172
316875374	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316875374
316884737	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316884737
316884940	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	316884940
316887745	Triggered	4,42,43,44,45,46,	 NoSound	40	2	316887745
316887947	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	316887947
316897735	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	316897735
316897938	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	316897938
