Ver1.2	182804524	StartFile	1/27/2020	2:10:19 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\012720\SoundData.txt	182804524
183130945	Triggered	1	 Modulated Tone	25	2	183130945
183149790	Triggered	5	 Modulated Tone	25	2	183149790
183153936	Triggered	8	 NoSound	50	2	183153936
183175992	Triggered	5	 Modulated Tone	25	2	183175992
183179936	Triggered	2	 NoSound	50	2	183179936
183191633	Triggered	5	 Modulated Tone	25	2	183191633
183195443	Triggered	8	 NoSound	50	2	183195443
183222114	Triggered	5	 Modulated Tone	25	2	183222114
183225721	Triggered	2	 NoSound	50	2	183225721
183233743	Triggered	5	 Modulated Tone	25	2	183233743
183237286	Triggered	8	 NoSound	50	2	183237286
183258949	Triggered	5	 Modulated Tone	25	2	183258949
183264756	Triggered	8	 NoSound	50	2	183264756
183272844	Triggered	1	 Modulated Tone	25	2	183272844
183276321	Triggered	2	 NoSound	50	2	183276321
183284274	Triggered	5	 Modulated Tone	25	2	183284274
183288558	Triggered	8	 NoSound	50	2	183288558
183312816	Triggered	5	 Modulated Tone	25	2	183312816
183316358	Triggered	8	 NoSound	50	2	183316358
183339289	Triggered	5	 Modulated Tone	25	2	183339289
183342560	Triggered	8	 NoSound	50	2	183342560
183369300	Triggered	5	 Modulated Tone	25	2	183369300
183372770	Triggered	8	 NoSound	50	2	183372770
183394632	Triggered	5	 Modulated Tone	25	2	183394632
183398579	Triggered	8	 NoSound	50	2	183398579
183420833	Triggered	5	 Modulated Tone	25	2	183420833
183424774	Triggered	8	 NoSound	50	2	183424774
183459268	Triggered	5	 Modulated Tone	25	2	183459268
183467352	Triggered	1	 Modulated Tone	25	2	183467352
183470426	Triggered	6	 NoSound	50	2	183470426
183483460	Triggered	1	 Modulated Tone	25	2	183483460
183487002	Triggered	4	 NoSound	50	2	183487002
183509060	Triggered	1	 Modulated Tone	25	2	183509060
183512202	Triggered	6	 NoSound	50	2	183512202
183519955	Triggered	1	 Modulated Tone	25	2	183519955
183523233	Triggered	4	 NoSound	50	2	183523233
183540275	Triggered	1	 Modulated Tone	25	2	183540275
183543550	Triggered	6	 NoSound	50	2	183543550
183551638	Triggered	1	 Modulated Tone	25	2	183551638
183554915	Triggered	4	 NoSound	50	2	183554915
183572626	Triggered	1	 Modulated Tone	25	2	183572626
183576309	Triggered	6	 NoSound	50	2	183576309
183583987	Triggered	1	 Modulated Tone	25	2	183583987
183587866	Triggered	4	 NoSound	50	2	183587866
183607852	Triggered	1	 Modulated Tone	25	2	183607852
183611461	Triggered	4	 NoSound	50	2	183611461
183635923	Triggered	1	 Modulated Tone	25	2	183635923
183639467	Triggered	4	 NoSound	50	2	183639467
183659051	Triggered	1	 Modulated Tone	25	2	183659051
183662730	Triggered	4	 NoSound	50	2	183662730
183682118	Triggered	1	 Modulated Tone	25	2	183682118
183686325	Triggered	4	 NoSound	50	2	183686325
183706174	Triggered	1	 Modulated Tone	25	2	183706174
183714666	Triggered	5	 Modulated Tone	25	2	183714666
183718070	Triggered	8	 NoSound	50	2	183718070
183764928	Triggered	5	 Modulated Tone	25	2	183764928
183769137	Triggered	2	 NoSound	50	2	183769137
183799158	Triggered	5	 Modulated Tone	25	2	183799158
183802228	Triggered	8	 NoSound	50	2	183802228
183811915	Triggered	5	 Modulated Tone	25	2	183811915
183815666	Triggered	2	 NoSound	50	2	183815666
183834507	Triggered	5	 Modulated Tone	25	2	183834507
