Ver1.3	397882560	StartFile	7/3/2020	1:50:26 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\070320\SoundData.txt	397882560
398368246	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	398368246
398368449	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	398368449
398386477	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398386477
398389846	Triggered	6,47,48,49,50,51,	 NoSound	40	2	398389846
398399714	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398399714
398403564	Triggered	4,42,43,44,45,46,	 NoSound	40	2	398403564
398403767	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	398403767
398416559	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398416559
398420229	Triggered	6,47,48,49,50,51,	 NoSound	40	2	398420229
398430037	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398430037
398437799	Triggered	4,42,43,44,45,46,	 NoSound	40	2	398437799
398438001	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	398438001
398452240	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398452240
398452444	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	398452444
398455735	Triggered	6,47,48,49,50,51,	 NoSound	40	2	398455735
398464391	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398464391
398464594	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	398464594
398467160	Triggered	6,47,48,49,50,51,	 NoSound	40	2	398467160
398474440	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398474440
398474642	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	398474642
398482562	Triggered	4,42,43,44,45,46,	 NoSound	40	2	398482562
398482764	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	398482764
398500913	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	398500913
398501128	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	398501128
399204732	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	399204732
399204934	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	399204934
399246848	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399246848
399251067	Triggered	4,42,43,44,45,46,	 NoSound	40	2	399251067
399269290	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399269290
399273081	Triggered	6,47,48,49,50,51,	 NoSound	40	2	399273081
399273284	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	399273284
399291373	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399291373
399294921	Triggered	4,42,43,44,45,46,	 NoSound	40	2	399294921
399323741	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399323741
399330599	Triggered	6,47,48,49,50,51,	 NoSound	40	2	399330599
399330802	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	399330802
399347145	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399347145
399347349	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	399347349
399350696	Triggered	4,42,43,44,45,46,	 NoSound	40	2	399350696
399366518	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399366518
399366722	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	399366722
399518017	Triggered	6,47,48,49,50,51,	 NoSound	40	2	399518017
399518220	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	399518220
399553273	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399553273
399553475	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	399553475
399557966	Triggered	6,47,48,49,50,51,	 NoSound	40	2	399557966
399558169	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	399558169
399569459	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399569459
399569661	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	399569661
399573490	Triggered	4,42,43,44,45,46,	 NoSound	40	2	399573490
399583784	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399583784
399583986	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	399583986
399587447	Triggered	4,42,43,44,45,46,	 NoSound	40	2	399587447
399606520	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399606520
399606722	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	399606722
399799052	Triggered	6,47,48,49,50,51,	 NoSound	40	2	399799052
399799256	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	399799256
399814891	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399814891
399815092	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	399815092
399839484	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	399839484
399843453	Triggered	2,37,38,39,40,41,	 NoSound	40	2	399843453
399861924	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	399861924
399865413	Triggered	2,37,38,39,40,41,	 NoSound	40	2	399865413
399878289	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	399878289
399881786	Triggered	8,52,53,54,55,56,	 NoSound	40	2	399881786
399881988	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	399881988
399891767	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	399891767
399896640	Triggered	2,37,38,39,40,41,	 NoSound	40	2	399896640
399944291	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	399944291
399944494	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	399944494
399948383	Triggered	8,52,53,54,55,56,	 NoSound	40	2	399948383
399948585	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	399948585
399957648	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	399957648
399957849	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	399957849
399968658	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399968658
399972871	Triggered	4,42,43,44,45,46,	 NoSound	40	2	399972871
399973093	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	399973093
399999828	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	399999828
400003204	Triggered	6,47,48,49,50,51,	 NoSound	40	2	400003204
400003405	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	400003405
400010774	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400010774
400014870	Triggered	4,42,43,44,45,46,	 NoSound	40	2	400014870
400015070	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	400015070
400026178	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400026178
400029366	Triggered	6,47,48,49,50,51,	 NoSound	40	2	400029366
400029568	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	400029568
400037548	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400037548
400037752	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	400037752
400040677	Triggered	4,42,43,44,45,46,	 NoSound	40	2	400040677
400040878	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	400040878
400046935	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400046935
400047138	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	400047138
400051387	Triggered	6,47,48,49,50,51,	 NoSound	40	2	400051387
400051588	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	400051588
400058487	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400058487
400058689	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	400058689
400061855	Triggered	6,47,48,49,50,51,	 NoSound	40	2	400061855
400062056	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	400062056
400068963	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400068963
400069167	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	400069167
400072445	Triggered	6,47,48,49,50,51,	 NoSound	40	2	400072445
400072647	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	400072647
400078943	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400078943
400079145	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	400079145
400082072	Triggered	4,42,43,44,45,46,	 NoSound	40	2	400082072
400082273	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	400082273
400094045	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400094045
400094248	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	400094248
400105355	Triggered	4,42,43,44,45,46,	 NoSound	40	2	400105355
400105556	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	400105556
400115406	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	400115406
400115607	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	400115607
400130385	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	400130385
400134415	Triggered	2,37,38,39,40,41,	 NoSound	40	2	400134415
400134617	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	400134617
400153068	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	400153068
400156151	Triggered	2,37,38,39,40,41,	 NoSound	40	2	400156151
400156353	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	400156353
400164739	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	400164739
400167808	Triggered	2,37,38,39,40,41,	 NoSound	40	2	400167808
