Ver1.2	58463412	StartFile	3/13/2020	1:28:36 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\031320\SoundData.txt	58463412
58838571	Triggered	1	 Modulated Tone	25	2	58838571
59250310	Triggered	5	 Modulated Tone	25	2	59250310
59259937	Triggered	8	 NoSound	50	2	59259937
59267221	Triggered	1	 Modulated Tone	25	2	59267221
59293690	Triggered	5	 Modulated Tone	25	2	59293690
59310066	Triggered	1	 Modulated Tone	25	2	59310066
59335267	Triggered	8	 NoSound	50	2	59335267
59361807	Triggered	5	 Modulated Tone	25	2	59361807
59380248	Triggered	8	 NoSound	50	2	59380248
59387739	Triggered	1	 Modulated Tone	25	2	59387739
59576639	Triggered	5	 Modulated Tone	25	2	59576639
59589662	Triggered	1	 Modulated Tone	25	2	59589662
59615996	Triggered	2	 NoSound	50	2	59615996
59629231	Triggered	5	 Modulated Tone	25	2	59629231
59636382	Triggered	2	 NoSound	50	2	59636382
59648618	Triggered	5	 Modulated Tone	25	2	59648618
59654230	Triggered	2	 NoSound	50	2	59654230
59665462	Triggered	5	 Modulated Tone	25	2	59665462
59672818	Triggered	2	 NoSound	50	2	59672818
59683638	Triggered	5	 Modulated Tone	25	2	59683638
59689322	Triggered	2	 NoSound	50	2	59689322
59700216	Triggered	4	 NoSound	50	2	59700216
59710910	Triggered	5	 Modulated Tone	25	2	59710910
59716130	Triggered	2	 NoSound	50	2	59716130
59729026	Triggered	5	 Modulated Tone	25	2	59729026
59736444	Triggered	2	 NoSound	50	2	59736444
59749877	Triggered	5	 Modulated Tone	25	2	59749877
59756830	Triggered	2	 NoSound	50	2	59756830
59767055	Triggered	5	 Modulated Tone	25	2	59767055
59772475	Triggered	2	 NoSound	50	2	59772475
59783099	Triggered	5	 Modulated Tone	25	2	59783099
59789850	Triggered	6	 NoSound	50	2	59789850
59797271	Triggered	1	 Modulated Tone	25	2	59797271
59802890	Triggered	2	 NoSound	50	2	59802890
59809701	Triggered	6	 NoSound	50	2	59809701
59821870	Triggered	1	 Modulated Tone	25	2	59821870
59827486	Triggered	2	 NoSound	50	2	59827486
59834102	Triggered	6	 NoSound	50	2	59834102
59845459	Triggered	1	 Modulated Tone	25	2	59845459
59850540	Triggered	6	 NoSound	50	2	59850540
59858962	Triggered	1	 Modulated Tone	25	2	59858962
59888172	Triggered	4	 NoSound	50	2	59888172
59905483	Triggered	1	 Modulated Tone	25	2	59905483
59909431	Triggered	4	 NoSound	50	2	59909431
59925603	Triggered	1	 Modulated Tone	25	2	59925603
59929347	Triggered	4	 NoSound	50	2	59929347
59944920	Triggered	1	 Modulated Tone	25	2	59944920
59949131	Triggered	4	 NoSound	50	2	59949131
59963569	Triggered	1	 Modulated Tone	25	2	59963569
59967243	Triggered	4	 NoSound	50	2	59967243
59981150	Triggered	1	 Modulated Tone	25	2	59981150
59985694	Triggered	4	 NoSound	50	2	59985694
60001334	Triggered	1	 Modulated Tone	25	2	60001334
60005210	Triggered	4	 NoSound	50	2	60005210
60021521	Triggered	1	 Modulated Tone	25	2	60021521
60025731	Triggered	4	 NoSound	50	2	60025731
60039498	Triggered	1	 Modulated Tone	25	2	60039498
60043046	Triggered	4	 NoSound	50	2	60043046
