Ver1.3	584595983	StartFile	9/25/2020	12:48:45 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\092520\SoundData.txt	584595983
585158320	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585158320
585158523	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	585158523
585194823	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585194823
585199829	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585199829
585200030	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	585200030
585212195	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585212195
585216539	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585216539
585216752	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	585216752
585232649	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585232649
585236324	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585236324
585236525	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585236525
585244946	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585244946
585249159	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585249159
585249360	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585249360
585258582	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585258582
585258787	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	585258787
585263127	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585263127
585263328	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585263328
585268943	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585268943
585269147	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	585269147
585272352	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585272352
585272553	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585272553
585278501	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585278501
585278702	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	585278702
585282244	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585282244
585282444	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585282444
585294477	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585294477
585294679	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	585294679
585298761	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585298761
585298962	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585298962
585318271	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585318271
585318473	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	585318473
585322355	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585322355
585322557	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585322557
585332777	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585332777
585332978	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	585332978
585336385	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585336385
585336586	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	585336586
585343337	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585343337
585343539	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	585343539
585356170	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585356170
585361048	Triggered	8,52,53,54,55,56,	 NoSound	40	2	585361048
585361250	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	585361250
585385045	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585385045
585389925	Triggered	8,52,53,54,55,56,	 NoSound	40	2	585389925
585390127	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	585390127
585408240	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585408240
585411447	Triggered	8,52,53,54,55,56,	 NoSound	40	2	585411447
585411649	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	585411649
585430697	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585430697
585433371	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585433371
585433572	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	585433572
585441860	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585441860
585442061	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	585442061
585445536	Triggered	8,52,53,54,55,56,	 NoSound	40	2	585445536
585445751	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	585445751
585457033	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585457033
585457235	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	585457235
585470268	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585470268
585473276	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585473276
585473477	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	585473477
585481764	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585481764
585485185	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585485185
585485387	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	585485387
585494402	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585494402
585497606	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585497606
585497810	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	585497810
585506495	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585506495
585509837	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585509837
585510039	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	585510039
585525416	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585525416
585525620	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	585525620
585529155	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585529155
585529356	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	585529356
585536306	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585536306
585536511	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	585536511
585539183	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585539183
585539402	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	585539402
585559767	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585559767
585559970	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	585559970
585562842	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585562842
585563042	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	585563042
585572668	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585572668
585572871	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	585572871
585575877	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585575877
585576078	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	585576078
585582560	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585582560
585582763	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	585582763
585585635	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585585635
585585847	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	585585847
