Ver1.2	1610171768	StartFile	4/1/2020	9:50:27 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\040120\SoundData.txt	1610171768
1610684826	Triggered	5	 PureTone-5kHz	50	2	1610684826
1610701253	Triggered	2	 NoSound	50	2	1610701253
1610732295	Triggered	5	 PureTone-5kHz	50	2	1610732295
1610737710	Triggered	2	 NoSound	50	2	1610737710
1610760754	Triggered	5	 PureTone-5kHz	50	2	1610760754
1610765146	Triggered	2	 NoSound	50	2	1610765146
1610784037	Triggered	5	 PureTone-5kHz	50	2	1610784037
1610788248	Triggered	2	 NoSound	50	2	1610788248
1610807877	Triggered	5	 PureTone-5kHz	50	2	1610807877
1610814422	Triggered	1	 PureTone-5kHz	50	2	1610814422
1610818640	Triggered	4	 NoSound	50	2	1610818640
1610831871	Triggered	1	 PureTone-5kHz	50	2	1610831871
1610837886	Triggered	4	 NoSound	50	2	1610837886
1610848963	Triggered	1	 PureTone-5kHz	50	2	1610848963
1610869473	Triggered	4	 NoSound	50	2	1610869473
1610878980	Triggered	1	 PureTone-5kHz	50	2	1610878980
1610884515	Triggered	6	 NoSound	50	2	1610884515
1610904009	Triggered	1	 PureTone-5kHz	50	2	1610904009
1610912371	Triggered	5	 PureTone-5kHz	50	2	1610912371
1610915864	Triggered	2	 NoSound	50	2	1610915864
1610927302	Triggered	5	 PureTone-5kHz	50	2	1610927302
1610932292	Triggered	2	 NoSound	50	2	1610932292
1610936801	Triggered	4	 NoSound	50	2	1610936801
1610940234	Triggered	5	 PureTone-5kHz	50	2	1610940234
1610958163	Triggered	1	 PureTone-5kHz	50	2	1610958163
1611031922	Triggered	2	 NoSound	50	2	1611031922
1611038538	Triggered	5	 PureTone-5kHz	50	2	1611038538
1611042456	Triggered	8	 NoSound	50	2	1611042456
1611052678	Triggered	5	 PureTone-5kHz	50	2	1611052678
1611061228	Triggered	1	 PureTone-5kHz	50	2	1611061228
1611064715	Triggered	4	 NoSound	50	2	1611064715
1611075122	Triggered	1	 PureTone-5kHz	50	2	1611075122
1611079033	Triggered	4	 NoSound	50	2	1611079033
1611094736	Triggered	1	 PureTone-5kHz	50	2	1611094736
1611098584	Triggered	4	 NoSound	50	2	1611098584
1611107374	Triggered	1	 PureTone-5kHz	50	2	1611107374
1611111765	Triggered	6	 NoSound	50	2	1611111765
1611127104	Triggered	1	 PureTone-5kHz	50	2	1611127104
1611135406	Triggered	5	 PureTone-5kHz	50	2	1611135406
1611138658	Triggered	2	 NoSound	50	2	1611138658
1611145943	Triggered	5	 PureTone-5kHz	50	2	1611145943
1611204724	Triggered	2	 NoSound	50	2	1611204724
1611214949	Triggered	5	 PureTone-5kHz	50	2	1611214949
1611220842	Triggered	2	 NoSound	50	2	1611220842
1611229927	Triggered	5	 PureTone-5kHz	50	2	1611229927
1611233902	Triggered	8	 NoSound	50	2	1611233902
1611249904	Triggered	5	 PureTone-5kHz	50	2	1611249904
1611267953	Triggered	1	 PureTone-5kHz	50	2	1611267953
1611270482	Triggered	4	 NoSound	50	2	1611270482
1611284377	Triggered	1	 PureTone-5kHz	50	2	1611284377
1611287391	Triggered	4	 NoSound	50	2	1611287391
1611301282	Triggered	1	 PureTone-5kHz	50	2	1611301282
1611303808	Triggered	4	 NoSound	50	2	1611303808
1611318075	Triggered	1	 PureTone-5kHz	50	2	1611318075
1611321083	Triggered	4	 NoSound	50	2	1611321083
1611334378	Triggered	1	 PureTone-5kHz	50	2	1611334378
1611362894	Triggered	5	 PureTone-5kHz	50	2	1611362894
1611366393	Triggered	2	 NoSound	50	2	1611366393
1611374323	Triggered	5	 PureTone-5kHz	50	2	1611374323
1611378475	Triggered	2	 NoSound	50	2	1611378475
1611386780	Triggered	5	 PureTone-5kHz	50	2	1611386780
1611390274	Triggered	2	 NoSound	50	2	1611390274
1611399774	Triggered	6	 NoSound	50	2	1611399774
1611410303	Triggered	5	 PureTone-5kHz	50	2	1611410303
1611414160	Triggered	2	 NoSound	50	2	1611414160
1611422158	Triggered	5	 PureTone-5kHz	50	2	1611422158
1611427752	Triggered	1	 PureTone-5kHz	50	2	1611427752
1611431242	Triggered	6	 NoSound	50	2	1611431242
1611440085	Triggered	1	 PureTone-5kHz	50	2	1611440085
1611444297	Triggered	6	 NoSound	50	2	1611444297
1611451879	Triggered	1	 PureTone-5kHz	50	2	1611451879
1611455787	Triggered	6	 NoSound	50	2	1611455787
1611463189	Triggered	1	 PureTone-5kHz	50	2	1611463189
1611466799	Triggered	4	 NoSound	50	2	1611466799
1611479011	Triggered	1	 PureTone-5kHz	50	2	1611479011
1611486413	Triggered	5	 PureTone-5kHz	50	2	1611486413
1611489422	Triggered	2	 NoSound	50	2	1611489422
1611500011	Triggered	5	 PureTone-5kHz	50	2	1611500011
1611508137	Triggered	1	 PureTone-5kHz	50	2	1611508137
1611519684	Triggered	2	 NoSound	50	2	1611519684
1611525882	Triggered	5	 PureTone-5kHz	50	2	1611525882
1611533584	Triggered	8	 NoSound	50	2	1611533584
1611540381	Triggered	1	 PureTone-5kHz	50	2	1611540381
1611544113	Triggered	2	 NoSound	50	2	1611544113
1611549107	Triggered	5	 PureTone-5kHz	50	2	1611549107
1611553078	Triggered	8	 NoSound	50	2	1611553078
1611568486	Triggered	5	 PureTone-5kHz	50	2	1611568486
1611572875	Triggered	1	 PureTone-5kHz	50	2	1611572875
1611576425	Triggered	6	 NoSound	50	2	1611576425
1611589959	Triggered	1	 PureTone-5kHz	50	2	1611589959
1611593689	Triggered	6	 NoSound	50	2	1611593689
1611607172	Triggered	1	 PureTone-5kHz	50	2	1611607172
1611610595	Triggered	6	 NoSound	50	2	1611610595
1611624315	Triggered	1	 PureTone-5kHz	50	2	1611624315
1611627742	Triggered	4	 NoSound	50	2	1611627742
1611642784	Triggered	1	 PureTone-5kHz	50	2	1611642784
1611658734	Triggered	5	 PureTone-5kHz	50	2	1611658734
1611661857	Triggered	2	 NoSound	50	2	1611661857
1611679003	Triggered	5	 PureTone-5kHz	50	2	1611679003
1611682315	Triggered	2	 NoSound	50	2	1611682315
1611696457	Triggered	5	 PureTone-5kHz	50	2	1611696457
1611699702	Triggered	2	 NoSound	50	2	1611699702
1611715583	Triggered	5	 PureTone-5kHz	50	2	1611715583
1611718954	Triggered	2	 NoSound	50	2	1611718954
1611735384	Triggered	5	 PureTone-5kHz	50	2	1611735384
1611740372	Triggered	1	 PureTone-5kHz	50	2	1611740372
1611743260	Triggered	4	 NoSound	50	2	1611743260
1611756135	Triggered	1	 PureTone-5kHz	50	2	1611756135
1611759085	Triggered	4	 NoSound	50	2	1611759085
1611785984	Triggered	1	 PureTone-5kHz	50	2	1611785984
1611788987	Triggered	4	 NoSound	50	2	1611788987
1611803065	Triggered	1	 PureTone-5kHz	50	2	1611803065
1611806074	Triggered	4	 NoSound	50	2	1611806074
1611819012	Triggered	1	 PureTone-5kHz	50	2	1611819012
1611824242	Triggered	5	 PureTone-5kHz	50	2	1611824243
1611827313	Triggered	8	 NoSound	50	2	1611827313
1611843257	Triggered	5	 PureTone-5kHz	50	2	1611843257
1611846684	Triggered	8	 NoSound	50	2	1611846684
1611864616	Triggered	5	 PureTone-5kHz	50	2	1611864616
1611867985	Triggered	8	 NoSound	50	2	1611867985
1611881882	Triggered	5	 PureTone-5kHz	50	2	1611881882
1611886277	Triggered	8	 NoSound	50	2	1611886277
1611901376	Triggered	5	 PureTone-5kHz	50	2	1611901376
1611905468	Triggered	1	 PureTone-5kHz	50	2	1611905468
1611909259	Triggered	4	 NoSound	50	2	1611909259
1611919365	Triggered	1	 PureTone-5kHz	50	2	1611919365
1611954330	Triggered	4	 NoSound	50	2	1611954330
1611965091	Triggered	1	 PureTone-5kHz	50	2	1611965091
1611968466	Triggered	4	 NoSound	50	2	1611968466
1611979776	Triggered	1	 PureTone-5kHz	50	2	1611979776
1611984465	Triggered	6	 NoSound	50	2	1611984465
1611992948	Triggered	1	 PureTone-5kHz	50	2	1611992948
1612001793	Triggered	5	 PureTone-5kHz	50	2	1612001793
1612005283	Triggered	2	 NoSound	50	2	1612005283
1612015090	Triggered	5	 PureTone-5kHz	50	2	1612015090
1612028686	Triggered	1	 PureTone-5kHz	50	2	1612028686
1612040541	Triggered	2	 NoSound	50	2	1612040541
1612048361	Triggered	5	 PureTone-5kHz	50	2	1612048361
1612051791	Triggered	2	 NoSound	50	2	1612051791
1612059860	Triggered	5	 PureTone-5kHz	50	2	1612059860
1612063823	Triggered	2	 NoSound	50	2	1612063823
1612071586	Triggered	5	 PureTone-5kHz	50	2	1612071586
1612081091	Triggered	1	 PureTone-5kHz	50	2	1612081091
1612084581	Triggered	6	 NoSound	50	2	1612084581
1612104376	Triggered	1	 PureTone-5kHz	50	2	1612104376
1612108115	Triggered	6	 NoSound	50	2	1612108115
1612125674	Triggered	1	 PureTone-5kHz	50	2	1612125674
1612129284	Triggered	6	 NoSound	50	2	1612129284
1612144325	Triggered	1	 PureTone-5kHz	50	2	1612144325
1612147697	Triggered	4	 NoSound	50	2	1612147697
1612156781	Triggered	1	 PureTone-5kHz	50	2	1612156781
1612164553	Triggered	5	 PureTone-5kHz	50	2	1612164553
1612167669	Triggered	8	 NoSound	50	2	1612167669
1612184037	Triggered	5	 PureTone-5kHz	50	2	1612184037
1612187225	Triggered	8	 NoSound	50	2	1612187225
1612202505	Triggered	5	 PureTone-5kHz	50	2	1612202505
1612205753	Triggered	8	 NoSound	50	2	1612205753
1612221458	Triggered	5	 PureTone-5kHz	50	2	1612221458
1612224828	Triggered	8	 NoSound	50	2	1612224828
1612241619	Triggered	5	 PureTone-5kHz	50	2	1612241619
1612249136	Triggered	1	 PureTone-5kHz	50	2	1612249136
1612252204	Triggered	4	 NoSound	50	2	1612252204
1612267069	Triggered	1	 PureTone-5kHz	50	2	1612267069
1612270074	Triggered	4	 NoSound	50	2	1612270074
1612284697	Triggered	1	 PureTone-5kHz	50	2	1612284697
1612287949	Triggered	4	 NoSound	50	2	1612287949
1612303168	Triggered	1	 PureTone-5kHz	50	2	1612303168
1612306653	Triggered	4	 NoSound	50	2	1612306653
1612322599	Triggered	1	 PureTone-5kHz	50	2	1612322599
1612332049	Triggered	5	 PureTone-5kHz	50	2	1612332049
1612334992	Triggered	8	 NoSound	50	2	1612334992
1612343776	Triggered	5	 PureTone-5kHz	50	2	1612343776
1612348231	Triggered	8	 NoSound	50	2	1612348231
1612358817	Triggered	5	 PureTone-5kHz	50	2	1612358817
1612362427	Triggered	8	 NoSound	50	2	1612362427
1612371812	Triggered	5	 PureTone-5kHz	50	2	1612371812
1612375845	Triggered	8	 NoSound	50	2	1612375845
1612385295	Triggered	5	 PureTone-5kHz	50	2	1612385295
1612392092	Triggered	1	 PureTone-5kHz	50	2	1612392092
1612395585	Triggered	6	 NoSound	50	2	1612395585
1612413387	Triggered	1	 PureTone-5kHz	50	2	1612413387
1612416936	Triggered	6	 NoSound	50	2	1612416936
1612432280	Triggered	1	 PureTone-5kHz	50	2	1612432280
1612436317	Triggered	6	 NoSound	50	2	1612436317
1612451651	Triggered	1	 PureTone-5kHz	50	2	1612451651
1612455023	Triggered	4	 NoSound	50	2	1612455023
1612463444	Triggered	1	 PureTone-5kHz	50	2	1612463444
1612524573	Triggered	5	 PureTone-5kHz	50	2	1612524573
1612527943	Triggered	8	 NoSound	50	2	1612527943
1612545761	Triggered	5	 PureTone-5kHz	50	2	1612545761
