Ver1.2	383702452	StartFile	2/19/2020	1:15:55 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\021920\SoundData.txt	383702452
384060705	Triggered	1	 Modulated Tone	25	2	384060705
384068037	Triggered	6	 NoSound	50	2	384068037
384084213	Triggered	5	 Modulated Tone	25	2	384084213
384095040	Triggered	1	 Modulated Tone	25	2	384095040
384100923	Triggered	4	 NoSound	50	2	384100923
384113421	Triggered	3	 NoSound	50	2	384113421
384116030	Triggered	2	 NoSound	50	2	384116030
384128466	Triggered	1	 Modulated Tone	25	2	384128466
384133493	Triggered	6	 NoSound	50	2	384133493
384140626	Triggered	1	 Modulated Tone	25	2	384140626
384146575	Triggered	6	 NoSound	50	2	384146575
384151661	Triggered	1	 Modulated Tone	25	2	384151661
384155532	Triggered	4	 NoSound	50	2	384155532
384166026	Triggered	1	 Modulated Tone	25	2	384166026
384170904	Triggered	4	 NoSound	50	2	384170904
384181673	Triggered	1	 Modulated Tone	25	2	384181673
384187681	Triggered	4	 NoSound	50	2	384187681
384197710	Triggered	1	 Modulated Tone	25	2	384197710
384203530	Triggered	4	 NoSound	50	2	384203530
384214087	Triggered	1	 Modulated Tone	25	2	384214087
384218970	Triggered	4	 NoSound	50	2	384218970
384228524	Triggered	1	 Modulated Tone	25	2	384228524
384232666	Triggered	4	 NoSound	50	2	384232666
384241691	Triggered	1	 Modulated Tone	25	2	384241691
384245901	Triggered	4	 NoSound	50	2	384245901
384254592	Triggered	1	 Modulated Tone	25	2	384254592
384270432	Triggered	4	 NoSound	50	2	384270432
384279661	Triggered	1	 Modulated Tone	25	2	384279661
384285738	Triggered	5	 Modulated Tone	25	2	384285738
384288879	Triggered	2	 NoSound	50	2	384288879
384295568	Triggered	5	 Modulated Tone	25	2	384295568
384301045	Triggered	2	 NoSound	50	2	384301045
384306324	Triggered	5	 Modulated Tone	25	2	384306324
384309071	Triggered	8	 NoSound	50	2	384309071
384324972	Triggered	1	 Modulated Tone	25	2	384324972
384329923	Triggered	5	 Modulated Tone	25	2	384329923
384332859	Triggered	8	 NoSound	50	2	384332859
384350239	Triggered	5	 Modulated Tone	25	2	384350239
384356122	Triggered	1	 Modulated Tone	25	2	384356122
384360870	Triggered	2	 NoSound	50	2	384360870
384365683	Triggered	5	 Modulated Tone	25	2	384365683
384368953	Triggered	8	 NoSound	50	2	384368953
384378981	Triggered	5	 Modulated Tone	25	2	384378981
384382462	Triggered	8	 NoSound	50	2	384382462
384390879	Triggered	5	 Modulated Tone	25	2	384390879
384393752	Triggered	8	 NoSound	50	2	384393752
384402240	Triggered	5	 Modulated Tone	25	2	384402240
