Ver1.2	424194311	StartFile	3/18/2020	4:24:10 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\031820\SoundData.txt	424194311
424440021	Triggered	5	 Modulated Tone	25	2	424440021
424468488	Triggered	8	 NoSound	50	2	424468488
424479986	Triggered	5	 Modulated Tone	25	2	424479986
424486608	Triggered	8	 NoSound	50	2	424486608
424500840	Triggered	5	 Modulated Tone	25	2	424500840
424506992	Triggered	4	 NoSound	50	2	424506992
424525040	Triggered	3	 NoSound	50	2	424525040
424528048	Triggered	2	 NoSound	50	2	424528048
424556451	Triggered	8	 NoSound	50	2	424556451
424560737	Triggered	6	 NoSound	50	2	424560737
424570830	Triggered	5	 Modulated Tone	25	2	424570830
424574573	Triggered	2	 NoSound	50	2	424574573
424584529	Triggered	5	 Modulated Tone	25	2	424584529
424588341	Triggered	2	 NoSound	50	2	424588341
424597226	Triggered	5	 Modulated Tone	25	2	424597226
424600904	Triggered	2	 NoSound	50	2	424600904
424609865	Triggered	5	 Modulated Tone	25	2	424609865
424613199	Triggered	2	 NoSound	50	2	424613199
424621291	Triggered	5	 Modulated Tone	25	2	424621291
424624496	Triggered	2	 NoSound	50	2	424624496
424632656	Triggered	5	 Modulated Tone	25	2	424632656
424635992	Triggered	2	 NoSound	50	2	424635992
424644282	Triggered	5	 Modulated Tone	25	2	424644282
424647824	Triggered	2	 NoSound	50	2	424647824
424656043	Triggered	5	 Modulated Tone	25	2	424656043
424659925	Triggered	2	 NoSound	50	2	424659925
424667410	Triggered	5	 Modulated Tone	25	2	424667410
424670949	Triggered	8	 NoSound	50	2	424670949
424677969	Triggered	5	 Modulated Tone	25	2	424677969
424681711	Triggered	1	 Modulated Tone	25	2	424681711
424685661	Triggered	6	 NoSound	50	2	424685661
424693810	Triggered	1	 Modulated Tone	25	2	424693810
424697821	Triggered	6	 NoSound	50	2	424697821
424707113	Triggered	1	 Modulated Tone	25	2	424707113
424710320	Triggered	6	 NoSound	50	2	424710320
424728171	Triggered	1	 Modulated Tone	25	2	424728171
424731780	Triggered	4	 NoSound	50	2	424731780
424746214	Triggered	1	 Modulated Tone	25	2	424746214
424749220	Triggered	4	 NoSound	50	2	424749220
424761919	Triggered	1	 Modulated Tone	25	2	424761919
424764862	Triggered	4	 NoSound	50	2	424764862
424777367	Triggered	1	 Modulated Tone	25	2	424777367
424780104	Triggered	4	 NoSound	50	2	424780104
424792734	Triggered	1	 Modulated Tone	25	2	424792734
424795607	Triggered	4	 NoSound	50	2	424795607
424808513	Triggered	1	 Modulated Tone	25	2	424808513
424811251	Triggered	4	 NoSound	50	2	424811251
