Ver1.3	1505333890	StartFile	7/16/2020	9:27:57 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\071620\SoundData.txt	1505333890
1505664844	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505664844
1505665046	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1505665046
1505676809	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505676809
1505683158	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1505683158
1505683359	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1505683359
1505700404	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505700404
1505704214	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1505704214
1505704415	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1505704415
1505717316	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505717316
1505720791	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1505720791
1505720992	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1505720992
1505733364	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505733364
1505733565	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1505733565
1505737701	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1505737701
1505737903	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1505737903
1505749198	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505749198
1505749399	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1505749399
1505765039	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505765039
1505768716	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1505768716
1505768917	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1505768917
1505777004	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505777004
1505782760	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1505782760
1505782962	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1505782962
1505793514	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505793514
1505798401	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1505798401
1505798603	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1505798603
1505806482	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505806482
1505806685	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1505806685
1505810624	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1505810624
1505810836	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1505810836
1505819315	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505819315
1505819519	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1505819519
1505823725	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1505823725
1505823927	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1505823927
1505838563	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505838563
1505838767	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1505838767
1505842107	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1505842107
1505842310	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1505842310
1505855609	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505855609
1505855812	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1505855812
1505858817	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1505858817
1505859020	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1505859020
1505871182	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505871182
1505871384	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1505871384
1505873990	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1505873990
1505874192	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1505874192
1505884884	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505884884
1505885086	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1505885086
1505887758	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1505887758
1505887960	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1505887960
1505898692	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1505898692
1505898892	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1505898892
1505912558	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505912558
1505915973	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1505915973
1505916175	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1505916175
1505929601	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505929601
1505932943	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1505932943
1505933147	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1505933147
1505945041	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505945041
1505947915	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1505947915
1505948116	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1505948116
1505961150	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505961150
1505961353	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1505961353
1505964091	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1505964091
1505964292	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1505964292
1505974184	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1505974184
1505974386	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1505974386
1506000719	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506000719
1506003995	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1506003995
1506004198	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1506004198
1506014957	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506014957
1506018902	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1506018902
1506019103	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1506019103
1506029667	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506029667
1506037416	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1506037416
1506037618	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1506037618
1506054194	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506054194
1506054410	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1506054410
1506057002	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1506057002
1506057203	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1506057203
1506064620	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506064620
1506064823	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1506064823
1506067896	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1506067896
1506068096	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1506068096
1506074913	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506074913
1506075114	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1506075114
1506078724	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1506078724
1506078926	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1506078926
1506092626	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506092626
1506092842	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1506092842
1506095701	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1506095701
1506095915	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1506095915
1506108535	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506108535
1506108737	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1506108737
1506111142	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1506111142
1506111344	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1506111344
1506127585	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506127585
1506127787	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1506127787
1506131595	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1506131595
1506131797	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1506131797
1506144695	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1506144695
1506144895	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1506144895
1506159942	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1506159942
1506160146	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1506160146
1506172568	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1506172568
1506175376	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1506175376
