Ver1.3	999175299	StartFile	3/22/2021	11:02:28 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\032221\SoundData.txt	999175299
999575773	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	999575773
999575975	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	999575975
999593151	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999593151
999598100	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999598100
999598301	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999598301
999609795	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999609795
999610000	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	999610000
999613004	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999613004
999613205	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999613205
999623029	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999623029
999623233	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	999623233
999625903	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999625903
999626106	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999626106
999635328	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999635328
999635532	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	999635532
999638069	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999638069
999638272	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999638272
999646492	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999646492
999646696	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	999646696
999649432	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999649432
999649634	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999649634
999658121	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999658121
999658323	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	999658323
999660862	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999660862
999661064	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999661064
999669428	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999669428
999669630	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	999669630
999672360	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999672360
999672563	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999672563
999680846	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999680846
999681048	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	999681048
999683788	Triggered	6,47,48,49,50,51,	 NoSound	40	2	999683788
999683990	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	999683990
999692551	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	999692551
999692751	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	999692751
999705646	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	999705646
999705849	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	999705849
999709455	Triggered	2,37,38,39,40,41,	 NoSound	40	2	999709455
999709658	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	999709658
999721086	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	999721086
999721288	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	999721288
999724026	Triggered	8,52,53,54,55,56,	 NoSound	40	2	999724026
