Ver1.3	1611615551	StartFile	7/17/2020	2:59:19 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\071720\SoundData.txt	1611615551
1611862978	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1611862978
1611863179	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1611863179
1611879294	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1611879294
1611883499	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1611883499
1611883700	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1611883700
1611901613	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1611901613
1611905087	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1611905087
1611905290	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1611905290
1611919527	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1611919527
1611922200	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1611922200
1611922402	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1611922402
1611937386	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1611937386
1611937590	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1611937590
1611940648	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1611940648
1611940849	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1611940849
1611954083	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1611954083
1611954284	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1611954284
1611964309	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1611964309
1611967864	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1611967864
1611968067	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1611968067
1611976954	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1611976954
1611979415	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1611979415
1611979618	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1611979618
1611987971	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1611987971
1611990456	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1611990456
1611990657	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1611990657
1611998867	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1611998867
1611999070	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1611999070
1612001205	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1612001205
1612001408	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1612001408
1612008568	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612008568
1612008771	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1612008771
1612010964	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1612010964
1612011166	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1612011166
1612018183	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612018183
1612018387	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1612018387
1612020523	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1612020523
1612020726	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1612020726
1612028342	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612028342
1612028544	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1612028544
1612030549	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1612030549
1612030750	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1612030750
1612038905	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612038905
1612039107	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1612039107
1612041313	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1612041313
1612041515	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1612041515
1612048395	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612048395
1612048597	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1612048597
1612051001	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1612051001
1612051204	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1612051204
1612058488	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612058488
1612058688	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1612058688
1612072598	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1612072598
1612072800	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1612072800
1612081950	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1612081950
1612084691	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1612084691
1612084893	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1612084893
1612090973	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1612090973
1612093653	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1612093653
1612093855	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1612093855
1612101869	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1612101869
1612102071	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1612102071
1612104411	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1612104411
1612104613	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1612104613
1612112830	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1612112830
1612113044	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1612113044
1612128618	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612128618
1612131145	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1612131145
1612140837	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612140837
1612144111	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1612144111
1612151932	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612151932
1612170780	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1612170780
1612174859	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612174859
1612175061	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1612175061
1612178072	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1612178072
1612178274	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1612178274
1612184484	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1612184484
1612184698	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1612184698
