Ver1.3	7705347	StartFile	6/2/2020	3:36:17 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\060220\SoundData.txt	7705347
7973220	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	7973220
7973420	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	7973420
7989224	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	7989224
7989428	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-13kHz	40	2	7989428
7996504	Triggered	4,	 NoSound	40	2	7996504
8024543	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8024543
8024744	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	8024744
8031220	Triggered	4,	 NoSound	40	2	8031220
8040367	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8040367
8040568	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	8040568
8048006	Triggered	6,	 NoSound	40	2	8048006
8071237	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8071237
8071437	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	8071437
8075744	Triggered	6,	 NoSound	40	2	8075744
8095297	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8095297
8095498	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	8095498
8099088	Triggered	6,	 NoSound	40	2	8099088
8114309	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8114309
8114510	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	8114510
8118041	Triggered	6,	 NoSound	40	2	8118041
8131938	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8131938
8132138	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	8132138
8135247	Triggered	4,	 NoSound	40	2	8135247
8141324	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8141324
8141524	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	8141524
8160457	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	8160457
8160660	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	8160660
8165269	Triggered	8,	 NoSound	40	2	8165269
8175798	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	8175798
8175998	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	8175998
8180011	Triggered	2,	 NoSound	40	2	8180011
8192706	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	8192706
8192906	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	8192906
8242883	Triggered	4,	 NoSound	40	2	8242883
8262497	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8262497
8262697	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	8262697
8266949	Triggered	6,	 NoSound	40	2	8266949
8274772	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8274772
8274972	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	8274972
8283134	Triggered	4,	 NoSound	40	2	8283134
8300883	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8300883
8301083	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	8301083
8304981	Triggered	6,	 NoSound	40	2	8304981
8311714	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8311714
8311914	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	8311914
8315926	Triggered	4,	 NoSound	40	2	8315926
8361051	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8361051
8361251	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	8361251
8364960	Triggered	6,	 NoSound	40	2	8364960
8372781	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8372781
8372981	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	8372981
8376752	Triggered	4,	 NoSound	40	2	8376752
8389568	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8389568
8389768	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	8389768
8413755	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	8413755
8413958	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	8413958
8417365	Triggered	2,	 NoSound	40	2	8417365
8429156	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	8429156
8429356	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	8429356
8432645	Triggered	2,	 NoSound	40	2	8432645
8447385	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	8447385
8447586	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	8447586
8467302	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8467302
8467507	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-13kHz	40	2	8467507
8470850	Triggered	6,	 NoSound	40	2	8470850
8490765	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8490765
8490967	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	8490967
8494016	Triggered	6,	 NoSound	40	2	8494016
8508275	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8508275
8508475	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	8508475
8511523	Triggered	6,	 NoSound	40	2	8511523
8527888	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8527888
8528089	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	8528089
8531377	Triggered	6,	 NoSound	40	2	8531377
8544674	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8544674
8544874	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	8544874
8548706	Triggered	4,	 NoSound	40	2	8548706
8556228	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8556228
8556428	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	8556428
8559482	Triggered	6,	 NoSound	40	2	8559482
8571748	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8571748
8571948	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	8571948
8575298	Triggered	6,	 NoSound	40	2	8575298
8589798	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8589798
8589998	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	8589998
8599666	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	8599666
8599880	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	8599880
8626860	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	8626860
